t,t0,treatment_period,yit,country,category_group,x_temp
17775,0,0,2103466,czech_republic,nuclear,60.818
17775,0,0,67662,czech_republic,other,60.818
17775,0,0,764546,czech_republic,renewable_ex_nuclear,60.818
17775,0,0,423126,denmark,fossil,57.358
17775,0,0,1445839,denmark,renewable_ex_nuclear,57.358
17775,0,0,554767,estonia,fossil,56.514
17775,0,0,107657,estonia,renewable_ex_nuclear,56.514
17775,0,0,840580,finland,fossil,55.321
17775,0,0,1377805,finland,nuclear,55.321
17775,0,0,65249,finland,other,55.321
17775,0,0,1543349,finland,renewable_ex_nuclear,55.321
17775,0,0,1938520,france,fossil,61.419
17775,0,0,25870064,france,nuclear,61.419
17775,0,0,5547100,france,renewable_ex_nuclear,61.419
17775,0,0,17661555.5,germany,fossil,62.09
17775,0,0,4856115,germany,nuclear,62.09
17775,0,0,199369.5,germany,other,62.09
17775,0,0,15512516.25,germany,renewable_ex_nuclear,62.09
17775,0,0,2232005,greece,fossil,74.345
17775,0,0,973080,greece,renewable_ex_nuclear,74.345
17775,0,0,776064,hungary,fossil,63.165
17775,0,0,1167933.75,hungary,nuclear,63.165
17775,0,0,43800,hungary,other,63.165
17775,0,0,115493,hungary,renewable_ex_nuclear,63.165
17775,0,0,174756,latvia,fossil,NA
17775,0,0,42668,latvia,other,NA
17775,0,0,93228,latvia,renewable_ex_nuclear,NA
17775,0,0,30903,lithuania,fossil,57.882
17775,0,0,14290,lithuania,other,57.882
17775,0,0,300218,lithuania,renewable_ex_nuclear,57.882
17775,0,0,17315.25,luxembourg,fossil,59.233
17775,0,0,32932.5,luxembourg,renewable_ex_nuclear,59.233
17775,0,0,4561833.75,netherlands,fossil,59.016
17775,0,0,149634.5,netherlands,nuclear,59.016
17775,0,0,1897546,netherlands,other,59.016
17775,0,0,387602.75,netherlands,renewable_ex_nuclear,59.016
17775,0,0,226241,norway,fossil,54.478
17775,0,0,23298,norway,other,54.478
17775,0,0,9166264,norway,renewable_ex_nuclear,54.478
17775,0,0,9313960,poland,fossil,60.945
17775,0,0,1071673,poland,renewable_ex_nuclear,60.945
17775,0,0,2413664,portugal,fossil,74.083
17775,0,0,17958,portugal,other,74.083
17775,0,0,1320541,portugal,renewable_ex_nuclear,74.083
17775,0,0,1704632,romania,fossil,66.768
17775,0,0,801035,romania,nuclear,66.768
17775,0,0,1639285,romania,renewable_ex_nuclear,66.768
17775,0,0,295655,slovakia,fossil,63.328
17775,0,0,897896,slovakia,nuclear,63.328
17775,0,0,204573,slovakia,other,63.328
17775,0,0,299402,slovakia,renewable_ex_nuclear,63.328
17775,0,0,335088,slovenia,fossil,61.433
17775,0,0,428966,slovenia,nuclear,61.433
17775,0,0,319762,slovenia,renewable_ex_nuclear,61.433
17775,0,0,7545867,spain,fossil,73.86
17775,0,0,4351342,spain,nuclear,73.86
17775,0,0,30274,spain,other,73.86
17775,0,0,5197598,spain,renewable_ex_nuclear,73.86
17805,0,0,862273,austria,fossil,55.828
17805,0,0,14256,austria,other,55.828
17805,0,0,3016327.75,austria,renewable_ex_nuclear,55.828
17805,0,0,2513282,belgium,fossil,54.245
17805,0,0,870708,belgium,nuclear,54.245
17805,0,0,420265,belgium,other,54.245
17805,0,0,1036579,belgium,renewable_ex_nuclear,54.245
17805,0,0,1948123,bulgaria,fossil,54.819
17805,0,0,866847,bulgaria,nuclear,54.819
17805,0,0,483514,bulgaria,renewable_ex_nuclear,54.819
17805,0,0,3285682,czech_republic,fossil,51.861
17805,0,0,2172883,czech_republic,nuclear,51.861
17805,0,0,72967,czech_republic,other,51.861
17805,0,0,793564,czech_republic,renewable_ex_nuclear,51.861
17805,0,0,639270,denmark,fossil,50.29
17805,0,0,1716492,denmark,renewable_ex_nuclear,50.29
17805,0,0,546309,estonia,fossil,45.248
17805,0,0,115057,estonia,renewable_ex_nuclear,45.248
17805,0,0,1035398,finland,fossil,43.94
17805,0,0,1573952,finland,nuclear,43.94
17805,0,0,41916,finland,other,43.94
17805,0,0,1828222,finland,renewable_ex_nuclear,43.94
17805,0,0,3244897,france,fossil,55.941
17805,0,0,27379099,france,nuclear,55.941
17805,0,0,6108513,france,renewable_ex_nuclear,55.941
17805,0,0,19408665.75,germany,fossil,52.333
17805,0,0,4991288.75,germany,nuclear,52.333
17805,0,0,248324,germany,other,52.333
17805,0,0,17620737,germany,renewable_ex_nuclear,52.333
17805,0,0,2223494,greece,fossil,65.355
17805,0,0,791772,greece,renewable_ex_nuclear,65.355
17805,0,0,868481.75,hungary,fossil,55.955
17805,0,0,1110034.75,hungary,nuclear,55.955
17805,0,0,43848.75,hungary,other,55.955
17805,0,0,153003,hungary,renewable_ex_nuclear,55.955
17805,0,0,165481,latvia,fossil,NA
17805,0,0,52227,latvia,other,NA
17805,0,0,104478,latvia,renewable_ex_nuclear,NA
17805,0,0,25788,lithuania,fossil,46.769
17805,0,0,13069,lithuania,other,46.769
17805,0,0,337732,lithuania,renewable_ex_nuclear,46.769
17805,0,0,25779.75,luxembourg,fossil,52.373
17805,0,0,35039.5,luxembourg,renewable_ex_nuclear,52.373
17805,0,0,5345961.25,netherlands,fossil,54.386
17805,0,0,309011,netherlands,nuclear,54.386
17805,0,0,1907305.5,netherlands,other,54.386
17805,0,0,533707,netherlands,renewable_ex_nuclear,54.386
17805,0,0,211858,norway,fossil,44.583
17805,0,0,86591,norway,other,44.583
17805,0,0,10944437,norway,renewable_ex_nuclear,44.583
17805,0,0,9671476,poland,fossil,50.958
17805,0,0,1554588,poland,renewable_ex_nuclear,50.958
17805,0,0,1823828,portugal,fossil,65.49
17805,0,0,75595,portugal,other,65.49
17805,0,0,1844551,portugal,renewable_ex_nuclear,65.49
17805,0,0,1977256,romania,fossil,57.633
17805,0,0,885259,romania,nuclear,57.633
17805,0,0,1584172,romania,renewable_ex_nuclear,57.633
17805,0,0,317349,slovakia,fossil,56.074
17805,0,0,913397,slovakia,nuclear,56.074
17805,0,0,188019,slovakia,other,56.074
17805,0,0,308643,slovakia,renewable_ex_nuclear,56.074
17805,0,0,417977,slovenia,fossil,53.259
17805,0,0,444064,slovenia,nuclear,53.259
17805,0,0,266432,slovenia,renewable_ex_nuclear,53.259
17805,0,0,7393956,spain,fossil,58.588
17805,0,0,4476565,spain,nuclear,58.588
17805,0,0,39179,spain,other,58.588
17805,0,0,6654147,spain,renewable_ex_nuclear,58.588
17836,0,0,1192555,austria,fossil,43.429
17836,0,0,13200,austria,other,43.429
17836,0,0,2709900,austria,renewable_ex_nuclear,43.429
17836,0,0,2603527,belgium,fossil,45.227
17836,0,0,957675,belgium,nuclear,45.227
17836,0,0,458998,belgium,other,45.227
17836,0,0,1070535,belgium,renewable_ex_nuclear,45.227
17836,0,0,1990556,bulgaria,fossil,42.883
17836,0,0,1250412,bulgaria,nuclear,42.883
17836,0,0,438153,bulgaria,renewable_ex_nuclear,42.883
17836,0,0,3364429,czech_republic,fossil,40.388
17836,0,0,2120418,czech_republic,nuclear,40.388
17836,0,0,69533,czech_republic,other,40.388
17836,0,0,714172,czech_republic,renewable_ex_nuclear,40.388
17836,0,0,760138,denmark,fossil,42.3
17836,0,0,1337850,denmark,renewable_ex_nuclear,42.3
17836,0,0,634311,estonia,fossil,38.172
17836,0,0,90295,estonia,renewable_ex_nuclear,38.172
17836,0,0,1232825,finland,fossil,37.363
17836,0,0,1657629,finland,nuclear,37.363
17836,0,0,70550,finland,other,37.363
17836,0,0,1802500,finland,renewable_ex_nuclear,37.363
17836,0,0,4542144,france,fossil,45.772
17836,0,0,27030198,france,nuclear,45.772
17836,0,0,6642659,france,renewable_ex_nuclear,45.772
17836,0,0,19993405,germany,fossil,42.03
17836,0,0,5247409.25,germany,nuclear,42.03
17836,0,0,302771.5,germany,other,42.03
17836,0,0,14637397.75,germany,renewable_ex_nuclear,42.03
17836,0,0,2205969,greece,fossil,58.563
17836,0,0,805993,greece,renewable_ex_nuclear,58.563
17836,0,0,983458.75,hungary,fossil,45.113
17836,0,0,908888.25,hungary,nuclear,45.113
17836,0,0,38510.75,hungary,other,45.113
17836,0,0,133842.75,hungary,renewable_ex_nuclear,45.113
17836,0,0,240428,latvia,fossil,NA
17836,0,0,51759,latvia,other,NA
17836,0,0,115707,latvia,renewable_ex_nuclear,NA
17836,0,0,11356,lithuania,fossil,34.618
17836,0,0,11739,lithuania,other,34.618
17836,0,0,187387,lithuania,renewable_ex_nuclear,34.618
17836,0,0,24751.25,luxembourg,fossil,42.782
17836,0,0,35701.25,luxembourg,renewable_ex_nuclear,42.782
17836,0,0,4927763.25,netherlands,fossil,44.642
17836,0,0,289416.75,netherlands,nuclear,44.642
17836,0,0,1870782.5,netherlands,other,44.642
17836,0,0,575281.25,netherlands,renewable_ex_nuclear,44.642
17836,0,0,209347,norway,fossil,37.592
17836,0,0,57671,norway,other,37.592
17836,0,0,11080756,norway,renewable_ex_nuclear,37.592
17836,0,0,9685438,poland,fossil,39.769
17836,0,0,1092296,poland,renewable_ex_nuclear,39.769
17836,0,0,1799818,portugal,fossil,56.966
17836,0,0,61709,portugal,other,56.966
17836,0,0,2164098,portugal,renewable_ex_nuclear,56.966
17836,0,0,2193246,romania,fossil,41.446
17836,0,0,820717,romania,nuclear,41.446
17836,0,0,1381731,romania,renewable_ex_nuclear,41.446
17836,0,0,320858,slovakia,fossil,43.927
17836,0,0,1115454,slovakia,nuclear,43.927
17836,0,0,113900,slovakia,other,43.927
17836,0,0,278402,slovakia,renewable_ex_nuclear,43.927
17836,0,0,395237,slovenia,fossil,44.466
17836,0,0,416563,slovenia,nuclear,44.466
17836,0,0,407235,slovenia,renewable_ex_nuclear,44.466
17836,0,0,7958667,spain,fossil,49.593
17836,0,0,3165391,spain,nuclear,49.593
17836,0,0,33957,spain,other,49.593
17836,0,0,6465107,spain,renewable_ex_nuclear,49.593
17866,0,0,1573964.75,austria,fossil,36.767
17866,0,0,14256,austria,other,36.767
17866,0,0,3301492.25,austria,renewable_ex_nuclear,36.767
17866,0,0,2045333,belgium,fossil,42.615
17866,0,0,1446441,belgium,nuclear,42.615
17866,0,0,476002,belgium,other,42.615
17866,0,0,1098181,belgium,renewable_ex_nuclear,42.615
17866,0,0,2233063,bulgaria,fossil,33.63
17866,0,0,1353060,bulgaria,nuclear,33.63
17866,0,0,530838,bulgaria,renewable_ex_nuclear,33.63
17866,0,0,3540224,czech_republic,fossil,36.979
17866,0,0,2303905,czech_republic,nuclear,36.979
17866,0,0,72253,czech_republic,other,36.979
17866,0,0,735116,czech_republic,renewable_ex_nuclear,36.979
17866,0,0,1049640,denmark,fossil,39.164
17866,0,0,1707121,denmark,renewable_ex_nuclear,39.164
17866,0,0,494299,estonia,fossil,29.414
17866,0,0,96972,estonia,renewable_ex_nuclear,29.414
17866,0,0,1624066,finland,fossil,29.087
17866,0,0,1809717,finland,nuclear,29.087
17866,0,0,107088,finland,other,29.087
17866,0,0,1765514,finland,renewable_ex_nuclear,29.087
17866,0,0,3782466,france,fossil,43.722
17866,0,0,33671915,france,nuclear,43.722
17866,0,0,8245307,france,renewable_ex_nuclear,43.722
17866,0,0,17753079.5,germany,fossil,40.378
17866,0,0,5895227.5,germany,nuclear,40.378
17866,0,0,313139.75,germany,other,40.378
17866,0,0,18884153.75,germany,renewable_ex_nuclear,40.378
17866,0,0,2849799,greece,fossil,48.665
17866,0,0,776469,greece,renewable_ex_nuclear,48.665
17866,0,0,997400.5,hungary,fossil,34.05
17866,0,0,1175020.75,hungary,nuclear,34.05
17866,0,0,40535.25,hungary,other,34.05
17866,0,0,151841,hungary,renewable_ex_nuclear,34.05
17866,0,0,268913,latvia,fossil,NA
17866,0,0,56253,latvia,other,NA
17866,0,0,126563,latvia,renewable_ex_nuclear,NA
17866,0,0,14249,lithuania,fossil,29.161
17866,0,0,11349,lithuania,other,29.161
17866,0,0,220637,lithuania,renewable_ex_nuclear,29.161
17866,0,0,33148.5,luxembourg,fossil,38.853
17866,0,0,50316,luxembourg,renewable_ex_nuclear,38.853
17866,0,0,5262085.25,netherlands,fossil,43.551
17866,0,0,313714.25,netherlands,nuclear,43.551
17866,0,0,2045136.5,netherlands,other,43.551
17866,0,0,658058.75,netherlands,renewable_ex_nuclear,43.551
17866,0,0,235589,norway,fossil,28.35
17866,0,0,103494,norway,other,28.35
17866,0,0,11492787,norway,renewable_ex_nuclear,28.35
17866,0,0,10368645,poland,fossil,34.789
17866,0,0,1566042,poland,renewable_ex_nuclear,34.789
17866,0,0,1686384,portugal,fossil,54.46
17866,0,0,80339,portugal,other,54.46
17866,0,0,2423845,portugal,renewable_ex_nuclear,54.46
17866,0,0,2438281,romania,fossil,32.138
17866,0,0,887432,romania,nuclear,32.138
17866,0,0,1456811,romania,renewable_ex_nuclear,32.138
17866,0,0,349042,slovakia,fossil,36.148
17866,0,0,1236011,slovakia,nuclear,36.148
17866,0,0,136239,slovakia,other,36.148
17866,0,0,414458,slovakia,renewable_ex_nuclear,36.148
17866,0,0,323446,slovenia,fossil,34.656
17866,0,0,450816,slovenia,nuclear,34.656
17866,0,0,232129,slovenia,renewable_ex_nuclear,34.656
17866,0,0,7305829,spain,fossil,45.534
17866,0,0,3723600,spain,nuclear,45.534
17866,0,0,37795,spain,other,45.534
17866,0,0,6929310,spain,renewable_ex_nuclear,45.534
17897,0,0,1572059.75,austria,fossil,32.707
17897,0,0,14256,austria,other,32.707
17897,0,0,3543142.25,austria,renewable_ex_nuclear,32.707
17897,0,0,2434183,belgium,fossil,37.861
17897,0,0,2538447,belgium,nuclear,37.861
17897,0,0,521373,belgium,other,37.861
17897,0,0,1147916,belgium,renewable_ex_nuclear,37.861
17897,0,0,2239599,bulgaria,fossil,29.078
17897,0,0,1360637,bulgaria,nuclear,29.078
17897,0,0,394343,bulgaria,renewable_ex_nuclear,29.078
17897,0,0,3783014,czech_republic,fossil,31.86
17897,0,0,2248697,czech_republic,nuclear,31.86
17897,0,0,72425,czech_republic,other,31.86
17897,0,0,829036,czech_republic,renewable_ex_nuclear,31.86
17897,0,0,1153742,denmark,fossil,34.575
17897,0,0,1845904,denmark,renewable_ex_nuclear,34.575
17897,0,0,779182,estonia,fossil,24.024
17897,0,0,102529,estonia,renewable_ex_nuclear,24.024
17897,0,0,1891394,finland,fossil,20.923
17897,0,0,1811410,finland,nuclear,20.923
17897,0,0,202300,finland,other,20.923
17897,0,0,1768837,finland,renewable_ex_nuclear,20.923
17897,0,0,5359231,france,fossil,38.555
17897,0,0,34760414,france,nuclear,38.555
17897,0,0,7892395,france,renewable_ex_nuclear,38.555
17897,0,0,20715727.5,germany,fossil,34.931
17897,0,0,5927471.5,germany,nuclear,34.931
17897,0,0,312344.5,germany,other,34.931
17897,0,0,19924291.25,germany,renewable_ex_nuclear,34.931
17897,0,0,3081769,greece,fossil,47.37
17897,0,0,1000613,greece,renewable_ex_nuclear,47.37
17897,0,0,1193246.5,hungary,fossil,31.255
17897,0,0,1253019,hungary,nuclear,31.255
17897,0,0,47768.75,hungary,other,31.255
17897,0,0,162105.75,hungary,renewable_ex_nuclear,31.255
17897,0,0,326905,latvia,fossil,NA
17897,0,0,54928,latvia,other,NA
17897,0,0,134013,latvia,renewable_ex_nuclear,NA
17897,0,0,38171,lithuania,fossil,23.357
17897,0,0,11435,lithuania,other,23.357
17897,0,0,264184,lithuania,renewable_ex_nuclear,23.357
17897,0,0,34477.75,luxembourg,fossil,33.815
17897,0,0,50281,luxembourg,renewable_ex_nuclear,33.815
17897,0,0,5838846,netherlands,fossil,39.142
17897,0,0,314272,netherlands,nuclear,39.142
17897,0,0,2576168.25,netherlands,other,39.142
17897,0,0,651402,netherlands,renewable_ex_nuclear,39.142
17897,0,0,200747,norway,fossil,24.465
17897,0,0,113432,norway,other,24.465
17897,0,0,12445555,norway,renewable_ex_nuclear,24.465
17897,0,0,10750489,poland,fossil,29.456
17897,0,0,1725665,poland,renewable_ex_nuclear,29.456
17897,0,0,1832129,portugal,fossil,51.795
17897,0,0,21424,portugal,other,51.795
17897,0,0,2459531,portugal,renewable_ex_nuclear,51.795
17897,0,0,2253279,romania,fossil,30.376
17897,0,0,896073,romania,nuclear,30.376
17897,0,0,1600508,romania,renewable_ex_nuclear,30.376
17897,0,0,418768,slovakia,fossil,32.289
17897,0,0,1249727,slovakia,nuclear,32.289
17897,0,0,148519,slovakia,other,32.289
17897,0,0,473940,slovakia,renewable_ex_nuclear,32.289
17897,0,0,382863,slovenia,fossil,32.013
17897,0,0,443303,slovenia,nuclear,32.013
17897,0,0,174545,slovenia,renewable_ex_nuclear,32.013
17897,0,0,7668090,spain,fossil,43.975
17897,0,0,4395107,spain,nuclear,43.975
17897,0,0,38616,spain,other,43.975
17897,0,0,8492188,spain,renewable_ex_nuclear,43.975
17928,0,0,1243112.5,austria,fossil,40.225
17928,0,0,12672,austria,other,40.225
17928,0,0,2872078.5,austria,renewable_ex_nuclear,40.225
17928,0,0,1800864,belgium,fossil,44.616
17928,0,0,2426801,belgium,nuclear,44.616
17928,0,0,434475,belgium,other,44.616
17928,0,0,1008603,belgium,renewable_ex_nuclear,44.616
17928,0,0,1818563,bulgaria,fossil,34.551
17928,0,0,1216919,bulgaria,nuclear,34.551
17928,0,0,506502,bulgaria,renewable_ex_nuclear,34.551
17928,0,0,3229110,czech_republic,fossil,37.763
17928,0,0,2105312,czech_republic,nuclear,37.763
17928,0,0,65039,czech_republic,other,37.763
17928,0,0,745831,czech_republic,renewable_ex_nuclear,37.763
17928,0,0,827843,denmark,fossil,39.62
17928,0,0,1544243,denmark,renewable_ex_nuclear,39.62
17928,0,0,427429,estonia,fossil,32.084
17928,0,0,123153,estonia,renewable_ex_nuclear,32.084
17928,0,0,1384401,finland,fossil,30.771
17928,0,0,1612592,finland,nuclear,30.771
17928,0,0,80425,finland,other,30.771
17928,0,0,1717645,finland,renewable_ex_nuclear,30.771
17928,0,0,4096170,france,fossil,44.852
17928,0,0,30744895,france,nuclear,44.852
17928,0,0,7377538,france,renewable_ex_nuclear,44.852
17928,0,0,17830054.75,germany,fossil,40.947
17928,0,0,5303161.5,germany,nuclear,40.947
17928,0,0,276104,germany,other,40.947
17928,0,0,16409835.5,germany,renewable_ex_nuclear,40.947
17928,0,0,1967491,greece,fossil,48.992
17928,0,0,941132,greece,renewable_ex_nuclear,48.992
17928,0,0,758183.25,hungary,fossil,39.252
17928,0,0,858645,hungary,nuclear,39.252
17928,0,0,51028,hungary,other,39.252
17928,0,0,150428.25,hungary,renewable_ex_nuclear,39.252
17928,0,0,152781,latvia,fossil,NA
17928,0,0,51704,latvia,other,NA
17928,0,0,180255,latvia,renewable_ex_nuclear,NA
17928,0,0,39561,lithuania,fossil,32.823
17928,0,0,9843,lithuania,other,32.823
17928,0,0,229203,lithuania,renewable_ex_nuclear,32.823
17928,0,0,29551,luxembourg,fossil,41.036
17928,0,0,44623.75,luxembourg,renewable_ex_nuclear,41.036
17928,0,0,5177453.25,netherlands,fossil,44.283
17928,0,0,214675.25,netherlands,nuclear,44.283
17928,0,0,2186750.75,netherlands,other,44.283
17928,0,0,488256.25,netherlands,renewable_ex_nuclear,44.283
17928,0,0,197999,norway,fossil,31.607
17928,0,0,1920,norway,other,31.607
17928,0,0,9733187,norway,renewable_ex_nuclear,31.607
17928,0,0,8712800,poland,fossil,38.13
17928,0,0,1687864,poland,renewable_ex_nuclear,38.13
17928,0,0,1275539,portugal,fossil,55.089
17928,0,0,54534,portugal,other,55.089
17928,0,0,1753985,portugal,renewable_ex_nuclear,55.089
17928,0,0,1937713,romania,fossil,39.341
17928,0,0,794509,romania,nuclear,39.341
17928,0,0,1644916,romania,renewable_ex_nuclear,39.341
17928,0,0,331445,slovakia,fossil,40.081
17928,0,0,1100804,slovakia,nuclear,40.081
17928,0,0,123865,slovakia,other,40.081
17928,0,0,465152,slovakia,renewable_ex_nuclear,40.081
17928,0,0,340483,slovenia,fossil,39.808
17928,0,0,400578,slovenia,nuclear,39.808
17928,0,0,289198,slovenia,renewable_ex_nuclear,39.808
17928,0,0,6204633,spain,fossil,48.079
17928,0,0,4072572,spain,nuclear,48.079
17928,0,0,29538,spain,other,48.079
17928,0,0,6601478,spain,renewable_ex_nuclear,48.079
17956,0,0,704511.5,austria,fossil,47.375
17956,0,0,13728,austria,other,47.375
17956,0,0,3838448.75,austria,renewable_ex_nuclear,47.375
17956,0,0,1414126,belgium,fossil,47.485
17956,0,0,2968784,belgium,nuclear,47.485
17956,0,0,456236,belgium,other,47.485
17956,0,0,1305902,belgium,renewable_ex_nuclear,47.485
17956,0,0,1489073,bulgaria,fossil,45.57
17956,0,0,1319249,bulgaria,nuclear,45.57
17956,0,0,490989,bulgaria,renewable_ex_nuclear,45.57
17956,0,0,3004498,czech_republic,fossil,45.122
17956,0,0,1808888,czech_republic,nuclear,45.122
17956,0,0,70274,czech_republic,other,45.122
17956,0,0,951747,czech_republic,renewable_ex_nuclear,45.122
17956,0,0,735209,denmark,fossil,41.522
17956,0,0,2005584,denmark,renewable_ex_nuclear,41.522
17956,0,0,412476,estonia,fossil,33.176
17956,0,0,113657,estonia,renewable_ex_nuclear,33.176
17956,0,0,1258298,finland,fossil,30.749
17956,0,0,1739529,finland,nuclear,30.749
17956,0,0,60655,finland,other,30.749
17956,0,0,1859681,finland,renewable_ex_nuclear,30.749
17956,0,0,2745531,france,fossil,48.36
17956,0,0,29443943,france,nuclear,48.36
17956,0,0,9319998,france,renewable_ex_nuclear,48.36
17956,0,0,13136532.5,germany,fossil,44.945
17956,0,0,5620058.25,germany,nuclear,44.945
17956,0,0,267541.25,germany,other,44.945
17956,0,0,22580512.75,germany,renewable_ex_nuclear,44.945
17956,0,0,1646232,greece,fossil,55.33
17956,0,0,907173,greece,renewable_ex_nuclear,55.33
17956,0,0,730737,hungary,fossil,47.426
17956,0,0,908906.5,hungary,nuclear,47.426
17956,0,0,60152.75,hungary,other,47.426
17956,0,0,153522.5,hungary,renewable_ex_nuclear,47.426
17956,0,0,134815,latvia,fossil,NA
17956,0,0,56906,latvia,other,NA
17956,0,0,384292,latvia,renewable_ex_nuclear,NA
17956,0,0,42058,lithuania,fossil,37.107
17956,0,0,11577,lithuania,other,37.107
17956,0,0,237214,lithuania,renewable_ex_nuclear,37.107
17956,0,0,26059.5,luxembourg,fossil,44.617
17956,0,0,64170,luxembourg,renewable_ex_nuclear,44.617
17956,0,0,4544353.75,netherlands,fossil,46.683
17956,0,0,301817.5,netherlands,nuclear,46.683
17956,0,0,2517218.5,netherlands,other,46.683
17956,0,0,637221.5,netherlands,renewable_ex_nuclear,46.683
17956,0,0,222424,norway,fossil,34.609
17956,0,0,2741,norway,other,34.609
17956,0,0,9191124,norway,renewable_ex_nuclear,34.609
17956,0,0,8649019,poland,fossil,43.208
17956,0,0,1933659,poland,renewable_ex_nuclear,43.208
17956,0,0,965771,portugal,fossil,59.322
17956,0,0,54597,portugal,other,59.322
17956,0,0,2031408,portugal,renewable_ex_nuclear,59.322
17956,0,0,1665478,romania,fossil,49.176
17956,0,0,862438,romania,nuclear,49.176
17956,0,0,1843656,romania,renewable_ex_nuclear,49.176
17956,0,0,362325,slovakia,fossil,47.366
17956,0,0,1110769,slovakia,nuclear,47.366
17956,0,0,108292,slovakia,other,47.366
17956,0,0,655099,slovakia,renewable_ex_nuclear,47.366
17956,0,0,290720,slovenia,fossil,45.002
17956,0,0,434014,slovenia,nuclear,45.002
17956,0,0,241001,slovenia,renewable_ex_nuclear,45.002
17956,0,0,4522940,spain,fossil,52.577
17956,0,0,4428438,spain,nuclear,52.577
17956,0,0,36312,spain,other,52.577
17956,0,0,7922877,spain,renewable_ex_nuclear,52.577
17987,0,0,587769.25,austria,fossil,52.921
17987,0,0,13728,austria,other,52.921
17987,0,0,4060122,austria,renewable_ex_nuclear,52.921
17987,0,0,1497886,belgium,fossil,51.502
17987,0,0,3077245,belgium,nuclear,51.502
17987,0,0,417412,belgium,other,51.502
17987,0,0,1018869,belgium,renewable_ex_nuclear,51.502
17987,0,0,1363979,bulgaria,fossil,50.16
17987,0,0,1301281,bulgaria,nuclear,50.16
17987,0,0,435953,bulgaria,renewable_ex_nuclear,50.16
17987,0,0,2777373,czech_republic,fossil,50.576
17987,0,0,1834113,czech_republic,nuclear,50.576
17987,0,0,69137,czech_republic,other,50.576
17987,0,0,965930,czech_republic,renewable_ex_nuclear,50.576
17987,0,0,554458,denmark,fossil,46.718
17987,0,0,1283730,denmark,renewable_ex_nuclear,46.718
17987,0,0,402067,estonia,fossil,42.696
17987,0,0,84101,estonia,renewable_ex_nuclear,42.696
17987,0,0,849478,finland,fossil,41.899
17987,0,0,1717599,finland,nuclear,41.899
17987,0,0,39580,finland,other,41.899
17987,0,0,1732459,finland,renewable_ex_nuclear,41.899
17987,0,0,1935875,france,fossil,51.352
17987,0,0,27309338,france,nuclear,51.352
17987,0,0,7337819,france,renewable_ex_nuclear,51.352
17987,0,0,14708919.25,germany,fossil,52.484
17987,0,0,4889370,germany,nuclear,52.484
17987,0,0,249026,germany,other,52.484
17987,0,0,18437799.75,germany,renewable_ex_nuclear,52.484
17987,0,0,1692831,greece,fossil,58.308
17987,0,0,766677,greece,renewable_ex_nuclear,58.308
17987,0,0,616449,hungary,fossil,54.911
17987,0,0,1153606.5,hungary,nuclear,54.911
17987,0,0,64148.5,hungary,other,54.911
17987,0,0,153887.25,hungary,renewable_ex_nuclear,54.911
17987,0,0,70146,latvia,fossil,NA
17987,0,0,51202,latvia,other,NA
17987,0,0,303979,latvia,renewable_ex_nuclear,NA
17987,0,0,40111,lithuania,fossil,47.152
17987,0,0,12450,lithuania,other,47.152
17987,0,0,200460,lithuania,renewable_ex_nuclear,47.152
17987,0,0,25934.5,luxembourg,fossil,49.352
17987,0,0,43381.25,luxembourg,renewable_ex_nuclear,49.352
17987,0,0,3773634.5,netherlands,fossil,51.934
17987,0,0,300839.5,netherlands,nuclear,51.934
17987,0,0,2349424.5,netherlands,other,51.934
17987,0,0,430555,netherlands,renewable_ex_nuclear,51.934
17987,0,0,223199,norway,fossil,45.406
17987,0,0,3474,norway,other,45.406
17987,0,0,8261968,norway,renewable_ex_nuclear,45.406
17987,0,0,8513413,poland,fossil,51.259
17987,0,0,1413469,poland,renewable_ex_nuclear,51.259
17987,0,0,1287978,portugal,fossil,58.381
17987,0,0,41429,portugal,other,58.381
17987,0,0,2209873,portugal,renewable_ex_nuclear,58.381
17987,0,0,1410878,romania,fossil,52.372
17987,0,0,860060,romania,nuclear,52.372
17987,0,0,1905324,romania,renewable_ex_nuclear,52.372
17987,0,0,302201,slovakia,fossil,53.28
17987,0,0,955256,slovakia,nuclear,53.28
17987,0,0,90922,slovakia,other,53.28
17987,0,0,506666,slovakia,renewable_ex_nuclear,53.28
17987,0,0,246092,slovenia,fossil,49.946
17987,0,0,433348,slovenia,nuclear,49.946
17987,0,0,356551,slovenia,renewable_ex_nuclear,49.946
17987,0,0,5235966,spain,fossil,52.763
17987,0,0,4014399,spain,nuclear,52.763
17987,0,0,24564,spain,other,52.763
17987,0,0,7030901,spain,renewable_ex_nuclear,52.763
18017,0,0,194929.25,austria,fossil,54.711
18017,0,0,13728,austria,other,54.711
18017,0,0,4540080,austria,renewable_ex_nuclear,54.711
18017,0,0,1350321,belgium,fossil,53.246
18017,0,0,3075112,belgium,nuclear,53.246
18017,0,0,383502,belgium,other,53.246
18017,0,0,1001811,belgium,renewable_ex_nuclear,53.246
18017,0,0,1322941,bulgaria,fossil,55.874
18017,0,0,665584,bulgaria,nuclear,55.874
18017,0,0,534315,bulgaria,renewable_ex_nuclear,55.874
18017,0,0,2447901,czech_republic,fossil,52.517
18017,0,0,2304380,czech_republic,nuclear,52.517
18017,0,0,70822,czech_republic,other,52.517
18017,0,0,860503,czech_republic,renewable_ex_nuclear,52.517
18017,0,0,376939,denmark,fossil,50.803
