t,t0,treatment_period,yit,country,category_group,x_temp
16436,0,0,1134990,austria,fossil,37.175
16436,0,0,223254.75,austria,other,37.175
16436,0,0,2888747.5,austria,renewable_ex_nuclear,37.175
16436,0,0,2082788,belgium,fossil,38.385
16436,0,0,2292742,belgium,nuclear,38.385
16436,0,0,414284,belgium,other,38.385
16436,0,0,875756,belgium,renewable_ex_nuclear,38.385
16436,0,0,2127956,bulgaria,fossil,30.243
16436,0,0,1224888,bulgaria,nuclear,30.243
16436,0,0,659760,bulgaria,renewable_ex_nuclear,30.243
16436,0,0,3142327,czech_republic,fossil,35.936
16436,0,0,2345409,czech_republic,nuclear,35.936
16436,0,0,77668,czech_republic,other,35.936
16436,0,0,798459,czech_republic,renewable_ex_nuclear,35.936
16436,0,0,1492947,denmark,fossil,37.307
16436,0,0,1214826,denmark,renewable_ex_nuclear,37.307
16436,0,0,678169,estonia,fossil,30.426
16436,0,0,106844,estonia,renewable_ex_nuclear,30.426
16436,0,0,1727833,finland,fossil,29.694
16436,0,0,1653809,finland,nuclear,29.694
16436,0,0,161020,finland,other,29.694
16436,0,0,1556858,finland,renewable_ex_nuclear,29.694
16436,0,0,4197767,france,fossil,39.54
16436,0,0,35162108,france,nuclear,39.54
16436,0,0,7323518,france,renewable_ex_nuclear,39.54
16436,0,0,16474493.5,germany,fossil,37.192
16436,0,0,6662782,germany,nuclear,37.192
16436,0,0,3930564,germany,other,37.192
16436,0,0,12916854.5,germany,renewable_ex_nuclear,37.192
16436,0,0,2133819,greece,fossil,48.336
16436,0,0,679316,greece,renewable_ex_nuclear,48.336
16436,0,0,799330.25,hungary,fossil,35.747
16436,0,0,1156806.5,hungary,nuclear,35.747
16436,0,0,58217.25,hungary,other,35.747
16436,0,0,134332,hungary,renewable_ex_nuclear,35.747
16436,0,0,90464,latvia,fossil,NA
16436,0,0,57519,latvia,other,NA
16436,0,0,217833,latvia,renewable_ex_nuclear,NA
16436,0,0,113509,lithuania,fossil,29.752
16436,0,0,7819,lithuania,other,29.752
16436,0,0,222405,lithuania,renewable_ex_nuclear,29.752
16436,0,0,33273.5,luxembourg,fossil,35.06
16436,0,0,25244.5,luxembourg,renewable_ex_nuclear,35.06
16436,0,0,3073700,netherlands,fossil,39.183
16436,0,0,293509.5,netherlands,nuclear,39.183
16436,0,0,3939028,netherlands,other,39.183
16436,0,0,108266.25,netherlands,renewable_ex_nuclear,39.183
16436,0,0,210231,norway,fossil,30.533
16436,0,0,15801,norway,other,30.533
16436,0,0,11888425,norway,renewable_ex_nuclear,30.533
16436,0,0,9624941,poland,fossil,34.165
16436,0,0,1213294,poland,renewable_ex_nuclear,34.165
16436,0,0,1514123,portugal,fossil,51.044
16436,0,0,26888,portugal,other,51.044
16436,0,0,2046806,portugal,renewable_ex_nuclear,51.044
16436,0,0,2008244,romania,fossil,31.508
16436,0,0,768783,romania,nuclear,31.508
16436,0,0,1860954,romania,renewable_ex_nuclear,31.508
16436,0,0,222079,slovakia,fossil,36.227
16436,0,0,955583,slovakia,nuclear,36.227
16436,0,0,218902,slovakia,other,36.227
16436,0,0,388049,slovakia,renewable_ex_nuclear,36.227
16436,0,0,318625,slovenia,fossil,35.042
16436,0,0,417925,slovenia,nuclear,35.042
16436,0,0,276594,slovenia,renewable_ex_nuclear,35.042
16436,0,0,7522447,spain,fossil,41.387
16436,0,0,4177620,spain,nuclear,41.387
16436,0,0,37530,spain,other,41.387
16436,0,0,7406588,spain,renewable_ex_nuclear,41.387
16467,0,0,1296311,austria,fossil,36.297
16467,0,0,195082.75,austria,other,36.297
16467,0,0,2252541.5,austria,renewable_ex_nuclear,36.297
16467,0,0,2027421,belgium,fossil,37.767
16467,0,0,2095102,belgium,nuclear,37.767
16467,0,0,405720,belgium,other,37.767
16467,0,0,785158,belgium,renewable_ex_nuclear,37.767
16467,0,0,1745321,bulgaria,fossil,31.557
16467,0,0,1189708,bulgaria,nuclear,31.557
16467,0,0,742194,bulgaria,renewable_ex_nuclear,31.557
16467,0,0,3247403,czech_republic,fossil,33.966
16467,0,0,2242117,czech_republic,nuclear,33.966
16467,0,0,54721,czech_republic,other,33.966
16467,0,0,786982,czech_republic,renewable_ex_nuclear,33.966
16467,0,0,1449717,denmark,fossil,35.171
16467,0,0,1124010,denmark,renewable_ex_nuclear,35.171
16467,0,0,680273,estonia,fossil,32.443
16467,0,0,94725,estonia,renewable_ex_nuclear,32.443
16467,0,0,1553325,finland,fossil,32.24
16467,0,0,1236539,finland,nuclear,32.24
16467,0,0,134102,finland,other,32.24
16467,0,0,1698801,finland,renewable_ex_nuclear,32.24
16467,0,0,4655440,france,fossil,38.599
16467,0,0,32000602,france,nuclear,38.599
16467,0,0,7397667,france,renewable_ex_nuclear,38.599
16467,0,0,18086818.25,germany,fossil,35.087
16467,0,0,6419128,germany,nuclear,35.087
16467,0,0,4560919,germany,other,35.087
16467,0,0,10139072.75,germany,renewable_ex_nuclear,35.087
16467,0,0,1511404,greece,fossil,48.159
16467,0,0,1225325,greece,renewable_ex_nuclear,48.159
16467,0,0,763183.75,hungary,fossil,36.763
16467,0,0,1111661.25,hungary,nuclear,36.763
16467,0,0,56346.5,hungary,other,36.763
16467,0,0,124719.25,hungary,renewable_ex_nuclear,36.763
16467,0,0,70400,latvia,fossil,NA
16467,0,0,54394,latvia,other,NA
16467,0,0,197633,latvia,renewable_ex_nuclear,NA
16467,0,0,116505,lithuania,fossil,30.932
16467,0,0,6063,lithuania,other,30.932
16467,0,0,202556,lithuania,renewable_ex_nuclear,30.932
16467,0,0,30040,luxembourg,fossil,33.832
16467,0,0,22020.75,luxembourg,renewable_ex_nuclear,33.832
16467,0,0,3477831,netherlands,fossil,38.237
16467,0,0,282175,netherlands,nuclear,38.237
16467,0,0,3348874.25,netherlands,other,38.237
16467,0,0,77652.75,netherlands,renewable_ex_nuclear,38.237
16467,0,0,212924,norway,fossil,31.916
16467,0,0,19505,norway,other,31.916
16467,0,0,10761240,norway,renewable_ex_nuclear,31.916
16467,0,0,9551589,poland,fossil,34.33
16467,0,0,952106,poland,renewable_ex_nuclear,34.33
16467,0,0,1235406,portugal,fossil,51.792
16467,0,0,27090,portugal,other,51.792
16467,0,0,2849871,portugal,renewable_ex_nuclear,51.792
16467,0,0,1829980,romania,fossil,36.077
16467,0,0,811471,romania,nuclear,36.077
16467,0,0,2126201,romania,renewable_ex_nuclear,36.077
16467,0,0,281345,slovakia,fossil,35.778
16467,0,0,1049228,slovakia,nuclear,35.778
16467,0,0,245349,slovakia,other,35.778
16467,0,0,364885,slovakia,renewable_ex_nuclear,35.778
16467,0,0,287421,slovenia,fossil,33.907
16467,0,0,397651,slovenia,nuclear,33.907
16467,0,0,226959,slovenia,renewable_ex_nuclear,33.907
16467,0,0,5412901,spain,fossil,43.46
16467,0,0,4008670,spain,nuclear,43.46
16467,0,0,47521,spain,other,43.46
16467,0,0,9836665,spain,renewable_ex_nuclear,43.46
16495,0,0,1188259,austria,fossil,43.686
16495,0,0,232192,austria,other,43.686
16495,0,0,2596435.75,austria,renewable_ex_nuclear,43.686
16495,0,0,1720064,belgium,fossil,43.244
16495,0,0,2023333,belgium,nuclear,43.244
16495,0,0,426088,belgium,other,43.244
16495,0,0,1038615,belgium,renewable_ex_nuclear,43.244
16495,0,0,1600319,bulgaria,fossil,37.29
16495,0,0,1340545,bulgaria,nuclear,37.29
16495,0,0,917595,bulgaria,renewable_ex_nuclear,37.29
16495,0,0,3413288,czech_republic,fossil,41.734
16495,0,0,2303042,czech_republic,nuclear,41.734
16495,0,0,55179,czech_republic,other,41.734
16495,0,0,926986,czech_republic,renewable_ex_nuclear,41.734
16495,0,0,1087632,denmark,fossil,40.298
16495,0,0,967499,denmark,renewable_ex_nuclear,40.298
16495,0,0,508431,estonia,fossil,36.433
16495,0,0,103273,estonia,renewable_ex_nuclear,36.433
16495,0,0,1428836,finland,fossil,35.027
16495,0,0,1779620,finland,nuclear,35.027
16495,0,0,141448,finland,other,35.027
16495,0,0,1830116,finland,renewable_ex_nuclear,35.027
16495,0,0,3639258,france,fossil,45.807
16495,0,0,32001607,france,nuclear,45.807
16495,0,0,8061630,france,renewable_ex_nuclear,45.807
16495,0,0,18297627.25,germany,fossil,42.495
16495,0,0,6348875.5,germany,nuclear,42.495
16495,0,0,4281024.75,germany,other,42.495
16495,0,0,14059476,germany,renewable_ex_nuclear,42.495
16495,0,0,1627848,greece,fossil,51.757
16495,0,0,1027399,greece,renewable_ex_nuclear,51.757
16495,0,0,731172.25,hungary,fossil,44.185
16495,0,0,1236439.5,hungary,nuclear,44.185
16495,0,0,65870.75,hungary,other,44.185
16495,0,0,148184.75,hungary,renewable_ex_nuclear,44.185
16495,0,0,73540,latvia,fossil,NA
16495,0,0,63111,latvia,other,NA
16495,0,0,384438,latvia,renewable_ex_nuclear,NA
16495,0,0,126658,lithuania,fossil,38.939
16495,0,0,8461,lithuania,other,38.939
16495,0,0,211241,lithuania,renewable_ex_nuclear,38.939
16495,0,0,30319.25,luxembourg,fossil,42.19
16495,0,0,28019.25,luxembourg,renewable_ex_nuclear,42.19
16495,0,0,3164398.25,netherlands,fossil,42.925
16495,0,0,316226,netherlands,nuclear,42.925
16495,0,0,3744465.25,netherlands,other,42.925
16495,0,0,107302.25,netherlands,renewable_ex_nuclear,42.925
16495,0,0,227982,norway,fossil,37.146
16495,0,0,33208,norway,other,37.146
16495,0,0,11066866,norway,renewable_ex_nuclear,37.146
16495,0,0,9935996,poland,fossil,41.334
16495,0,0,1268289,poland,renewable_ex_nuclear,41.334
16495,0,0,1330894,portugal,fossil,57.31
16495,0,0,30181,portugal,other,57.31
16495,0,0,2470351,portugal,renewable_ex_nuclear,57.31
16495,0,0,1811859,romania,fossil,43.911
16495,0,0,878802,romania,nuclear,43.911
16495,0,0,2388588,romania,renewable_ex_nuclear,43.911
16495,0,0,291498,slovakia,fossil,43.595
16495,0,0,1122578,slovakia,nuclear,43.595
16495,0,0,273576,slovakia,other,43.595
16495,0,0,493539,slovakia,renewable_ex_nuclear,43.595
16495,0,0,313248,slovenia,fossil,42.964
16495,0,0,451267,slovenia,nuclear,42.964
16495,0,0,262445,slovenia,renewable_ex_nuclear,42.964
16495,0,0,5445184,spain,fossil,50.965
16495,0,0,4527110,spain,nuclear,50.965
16495,0,0,49984,spain,other,50.965
16495,0,0,9427190,spain,renewable_ex_nuclear,50.965
16526,0,0,785489.75,austria,fossil,51.201
16526,0,0,432485.25,austria,other,51.201
16526,0,0,3050354.5,austria,renewable_ex_nuclear,51.201
16526,0,0,1623703,belgium,fossil,48.562
16526,0,0,1513128,belgium,nuclear,48.562
16526,0,0,381502,belgium,other,48.562
16526,0,0,981443,belgium,renewable_ex_nuclear,48.562
16526,0,0,1704825,bulgaria,fossil,45.428
16526,0,0,831292,bulgaria,nuclear,45.428
16526,0,0,860571,bulgaria,renewable_ex_nuclear,45.428
16526,0,0,3031006,czech_republic,fossil,47.117
16526,0,0,1862423,czech_republic,nuclear,47.117
16526,0,0,76043,czech_republic,other,47.117
16526,0,0,993303,czech_republic,renewable_ex_nuclear,47.117
16526,0,0,1029368,denmark,fossil,44.777
16526,0,0,1081373,denmark,renewable_ex_nuclear,44.777
16526,0,0,480411,estonia,fossil,40.7
16526,0,0,94299,estonia,renewable_ex_nuclear,40.7
16526,0,0,1093908,finland,fossil,39.482
16526,0,0,1689565,finland,nuclear,39.482
16526,0,0,127252,finland,other,39.482
16526,0,0,1694513,finland,renewable_ex_nuclear,39.482
16526,0,0,1727727,france,fossil,52.411
16526,0,0,26788022,france,nuclear,52.411
16526,0,0,7083058,france,renewable_ex_nuclear,52.411
16526,0,0,15101003.75,germany,fossil,47.544
16526,0,0,5926876,germany,nuclear,47.544
16526,0,0,3446555.5,germany,other,47.544
16526,0,0,13507537,germany,renewable_ex_nuclear,47.544
16526,0,0,1277021,greece,fossil,58.301
16526,0,0,991570,greece,renewable_ex_nuclear,58.301
16526,0,0,476887.75,hungary,fossil,51.086
16526,0,0,900783,hungary,nuclear,51.086
16526,0,0,60440,hungary,other,51.086
16526,0,0,161409.75,hungary,renewable_ex_nuclear,51.086
16526,0,0,42880,latvia,fossil,NA
16526,0,0,57569,latvia,other,NA
16526,0,0,395228,latvia,renewable_ex_nuclear,NA
16526,0,0,120929,lithuania,fossil,43.432
16526,0,0,7792,lithuania,other,43.432
16526,0,0,192223,lithuania,renewable_ex_nuclear,43.432
16526,0,0,26676,luxembourg,fossil,49.072
16526,0,0,24906.5,luxembourg,renewable_ex_nuclear,49.072
16526,0,0,2914749.25,netherlands,fossil,47.499
16526,0,0,299524.75,netherlands,nuclear,47.499
16526,0,0,3292528.25,netherlands,other,47.499
16526,0,0,70478,netherlands,renewable_ex_nuclear,47.499
16526,0,0,210182,norway,fossil,43.313
16526,0,0,30569,norway,other,43.313
16526,0,0,9218515,norway,renewable_ex_nuclear,43.313
16526,0,0,8787366,poland,fossil,46.057
16526,0,0,1279555,poland,renewable_ex_nuclear,46.057
16526,0,0,1389632,portugal,fossil,60.949
16526,0,0,25114,portugal,other,60.949
16526,0,0,1748323,portugal,renewable_ex_nuclear,60.949
16526,0,0,1497105,romania,fossil,52.592
16526,0,0,844999,romania,nuclear,52.592
16526,0,0,2331503,romania,renewable_ex_nuclear,52.592
16526,0,0,248402,slovakia,fossil,51.228
16526,0,0,940520,slovakia,nuclear,51.228
16526,0,0,245155,slovakia,other,51.228
16526,0,0,570904,slovakia,renewable_ex_nuclear,51.228
16526,0,0,310374,slovenia,fossil,49.601
16526,0,0,133566,slovenia,nuclear,49.601
16526,0,0,253688,slovenia,renewable_ex_nuclear,49.601
16526,0,0,5556862,spain,fossil,57.313
16526,0,0,4011093,spain,nuclear,57.313
16526,0,0,30573,spain,other,57.313
16526,0,0,7531227,spain,renewable_ex_nuclear,57.313
16556,0,0,282972.25,austria,fossil,59.076
16556,0,0,695818.5,austria,other,59.076
16556,0,0,3509746,austria,renewable_ex_nuclear,59.076
16556,0,0,1362901,belgium,fossil,54.257
16556,0,0,1785650,belgium,nuclear,54.257
16556,0,0,338519,belgium,other,54.257
16556,0,0,1010899,belgium,renewable_ex_nuclear,54.257
16556,0,0,1241076,bulgaria,fossil,58.665
16556,0,0,861707,bulgaria,nuclear,58.665
16556,0,0,726991,bulgaria,renewable_ex_nuclear,58.665
16556,0,0,2336328,czech_republic,fossil,55.298
16556,0,0,1786666,czech_republic,nuclear,55.298
16556,0,0,65642,czech_republic,other,55.298
16556,0,0,905506,czech_republic,renewable_ex_nuclear,55.298
16556,0,0,745505,denmark,fossil,49.671
16556,0,0,1234544,denmark,renewable_ex_nuclear,49.671
16556,0,0,559473,estonia,fossil,48.13
16556,0,0,77933,estonia,renewable_ex_nuclear,48.13
16556,0,0,821785,finland,fossil,47.115
16556,0,0,1237616,finland,nuclear,47.115
16556,0,0,120318,finland,other,47.115
16556,0,0,1985328,finland,renewable_ex_nuclear,47.115
16556,0,0,808852,france,fossil,56.459
16556,0,0,25129522,france,nuclear,56.459
16556,0,0,7820916,france,renewable_ex_nuclear,56.459
16556,0,0,12130637,germany,fossil,54.381
16556,0,0,5784304,germany,nuclear,54.381
16556,0,0,2849737.75,germany,other,54.381
16556,0,0,13878679.25,germany,renewable_ex_nuclear,54.381
16556,0,0,1426883,greece,fossil,68.286
16556,0,0,854089,greece,renewable_ex_nuclear,68.286
16556,0,0,561317.75,hungary,fossil,60.435
16556,0,0,888073.75,hungary,nuclear,60.435
16556,0,0,48308.5,hungary,other,60.435
16556,0,0,133545.5,hungary,renewable_ex_nuclear,60.435
16556,0,0,31551,latvia,fossil,NA
16556,0,0,46308,latvia,other,NA
16556,0,0,240526,latvia,renewable_ex_nuclear,NA
16556,0,0,197888,lithuania,fossil,50.97
16556,0,0,6224,lithuania,other,50.97
16556,0,0,160204,lithuania,renewable_ex_nuclear,50.97
16556,0,0,24446.75,luxembourg,fossil,54.075
16556,0,0,22947.5,luxembourg,renewable_ex_nuclear,54.075
16556,0,0,2613937,netherlands,fossil,53.23
16556,0,0,110077.75,netherlands,nuclear,53.23
16556,0,0,2761216.75,netherlands,other,53.23
16556,0,0,104664,netherlands,renewable_ex_nuclear,53.23
16556,0,0,212251,norway,fossil,46.623
16556,0,0,51034,norway,other,46.623
16556,0,0,8704321,norway,renewable_ex_nuclear,46.623
16556,0,0,8720615,poland,fossil,54.137
16556,0,0,902150,poland,renewable_ex_nuclear,54.137
16556,0,0,1419830,portugal,fossil,67.583
16556,0,0,25603,portugal,other,67.583
16556,0,0,1970166,portugal,renewable_ex_nuclear,67.583
16556,0,0,1269606,romania,fossil,65.215
16556,0,0,535678,romania,nuclear,65.215
16556,0,0,2067626,romania,renewable_ex_nuclear,65.215
16556,0,0,219964,slovakia,fossil,59.023
16556,0,0,1016619,slovakia,nuclear,59.023
16556,0,0,216451,slovakia,other,59.023
16556,0,0,597128,slovakia,renewable_ex_nuclear,59.023
16556,0,0,209271,slovenia,fossil,59.422
16556,0,0,188982,slovenia,nuclear,59.422
16556,0,0,362645,slovenia,renewable_ex_nuclear,59.422
16556,0,0,5524990,spain,fossil,66.411
16556,0,0,3004592,spain,nuclear,66.411
16556,0,0,53055,spain,other,66.411
16556,0,0,8364887,spain,renewable_ex_nuclear,66.411
16587,0,0,199751,austria,fossil,67.052
16587,0,0,687063,austria,other,67.052
16587,0,0,3319571,austria,renewable_ex_nuclear,67.052
16587,0,0,1261258,belgium,fossil,60.035
16587,0,0,1914374,belgium,nuclear,60.035
16587,0,0,305127,belgium,other,60.035
16587,0,0,962686,belgium,renewable_ex_nuclear,60.035
16587,0,0,1346119,bulgaria,fossil,60.352
16587,0,0,1247115,bulgaria,nuclear,60.352
16587,0,0,731862,bulgaria,renewable_ex_nuclear,60.352
16587,0,0,2431658,czech_republic,fossil,61.946
16587,0,0,1727229,czech_republic,nuclear,61.946
16587,0,0,977546,czech_republic,renewable_ex_nuclear,61.946
16587,0,0,698108,denmark,fossil,55.561
16587,0,0,960425,denmark,renewable_ex_nuclear,55.561
16587,0,0,364846,estonia,fossil,55.251
16587,0,0,78182,estonia,renewable_ex_nuclear,55.251
16587,0,0,428650,finland,fossil,54.5
16587,0,0,1593191,finland,nuclear,54.5
16587,0,0,114098,finland,other,54.5
16587,0,0,2057712,finland,renewable_ex_nuclear,54.5
16587,0,0,770961,france,fossil,64.178
16587,0,0,26406759,france,nuclear,64.178
16587,0,0,7198741,france,renewable_ex_nuclear,64.178
16587,0,0,14504747.5,germany,fossil,61.19
16587,0,0,5410664.75,germany,nuclear,61.19
16587,0,0,3364567.5,germany,other,61.19
16587,0,0,12552190.75,germany,renewable_ex_nuclear,61.19
16587,0,0,1646623,greece,fossil,73.353
16587,0,0,826151,greece,renewable_ex_nuclear,73.353
16587,0,0,503549,hungary,fossil,67.582
16587,0,0,1091467.5,hungary,nuclear,67.582
16587,0,0,49446.25,hungary,other,67.582
16587,0,0,106803.5,hungary,renewable_ex_nuclear,67.582
16587,0,0,71839,latvia,fossil,NA
16587,0,0,43001,latvia,other,NA
16587,0,0,124633,latvia,renewable_ex_nuclear,NA
16587,0,0,195899,lithuania,fossil,58.272
16587,0,0,8996,lithuania,other,58.272
16587,0,0,190746,lithuania,renewable_ex_nuclear,58.272
16587,0,0,20733.75,luxembourg,fossil,61.322
16587,0,0,19748.75,luxembourg,renewable_ex_nuclear,61.322
16587,0,0,3043036.75,netherlands,fossil,58.692
16587,0,0,197610.5,netherlands,nuclear,58.692
16587,0,0,2204182,netherlands,other,58.692
16587,0,0,89043.75,netherlands,renewable_ex_nuclear,58.692
16587,0,0,204909,norway,fossil,56.156
16587,0,0,40122,norway,other,56.156
16587,0,0,9029278,norway,renewable_ex_nuclear,56.156
16587,0,0,9037583,poland,fossil,61.495
16587,0,0,673581,poland,renewable_ex_nuclear,61.495
16587,0,0,1920776,portugal,fossil,71.606
16587,0,0,20539,portugal,other,71.606
16587,0,0,1266887,portugal,renewable_ex_nuclear,71.606
16587,0,0,1404521,romania,fossil,69.667
16587,0,0,803448,romania,nuclear,69.667
16587,0,0,1721381,romania,renewable_ex_nuclear,69.667
16587,0,0,158646,slovakia,fossil,66.877
16587,0,0,768559,slovakia,nuclear,66.877
16587,0,0,183603,slovakia,other,66.877
16587,0,0,426353,slovakia,renewable_ex_nuclear,66.877
16587,0,0,276922,slovenia,fossil,65.591
16587,0,0,427066,slovenia,nuclear,65.591
16587,0,0,383944,slovenia,renewable_ex_nuclear,65.591
16587,0,0,7935659,spain,fossil,74.622
16587,0,0,3260367,spain,nuclear,74.622
16587,0,0,52775,spain,other,74.622
16587,0,0,6432486,spain,renewable_ex_nuclear,74.622
16617,0,0,287816.5,austria,fossil,74.436
16617,0,0,701487.75,austria,other,74.436
16617,0,0,2558283.75,austria,renewable_ex_nuclear,74.436
16617,0,0,1489383,belgium,fossil,65.094
16617,0,0,1515272,belgium,nuclear,65.094
16617,0,0,267908,belgium,other,65.094
16617,0,0,955138,belgium,renewable_ex_nuclear,65.094
16617,0,0,1618676,bulgaria,fossil,68.826
16617,0,0,1240293,bulgaria,nuclear,68.826
16617,0,0,709934,bulgaria,renewable_ex_nuclear,68.826
16617,0,0,2594554,czech_republic,fossil,70.022
16617,0,0,1311644,czech_republic,nuclear,70.022
16617,0,0,976448,czech_republic,renewable_ex_nuclear,70.022
16617,0,0,441817,denmark,fossil,61.002
16617,0,0,959745,denmark,renewable_ex_nuclear,61.002
16617,0,0,393437,estonia,fossil,60.141
16617,0,0,60961,estonia,renewable_ex_nuclear,60.141
16617,0,0,349457,finland,fossil,59.65
16617,0,0,1670215,finland,nuclear,59.65
16617,0,0,110657,finland,other,59.65
16617,0,0,1756447,finland,renewable_ex_nuclear,59.65
16617,0,0,1213177,france,fossil,69.137
16617,0,0,27676240,france,nuclear,69.137
16617,0,0,5847804,france,renewable_ex_nuclear,69.137
16617,0,0,15721810,germany,fossil,67.311
16617,0,0,4244171.25,germany,nuclear,67.311
16617,0,0,3233597.25,germany,other,67.311
16617,0,0,14005740,germany,renewable_ex_nuclear,67.311
16617,0,0,2465018,greece,fossil,80.972
16617,0,0,1029267,greece,renewable_ex_nuclear,80.972
16617,0,0,714771.25,hungary,fossil,73.871
16617,0,0,902060.75,hungary,nuclear,73.871
16617,0,0,49142,hungary,other,73.871
16617,0,0,87124,hungary,renewable_ex_nuclear,73.871
16617,0,0,125978,latvia,fossil,NA
16617,0,0,41138,latvia,other,NA
16617,0,0,86672,latvia,renewable_ex_nuclear,NA
16617,0,0,156043,lithuania,fossil,62.2
16617,0,0,8272,lithuania,other,62.2
16617,0,0,171038,lithuania,renewable_ex_nuclear,62.2
16617,0,0,18709.5,luxembourg,fossil,68.035
16617,0,0,17868,luxembourg,renewable_ex_nuclear,68.035
16617,0,0,3841484.5,netherlands,fossil,64.065
16617,0,0,272721.25,netherlands,nuclear,64.065
16617,0,0,2009463.25,netherlands,other,64.065
16617,0,0,135936.75,netherlands,renewable_ex_nuclear,64.065
16617,0,0,205854,norway,fossil,59.802
16617,0,0,30911,norway,other,59.802
16617,0,0,7790181,norway,renewable_ex_nuclear,59.802
16617,0,0,9286090,poland,fossil,65.794
16617,0,0,853712,poland,renewable_ex_nuclear,65.794
16617,0,0,2007068,portugal,fossil,72.862
16617,0,0,19307,portugal,other,72.862
16617,0,0,1403281,portugal,renewable_ex_nuclear,72.862
16617,0,0,2257352,romania,fossil,76.461
16617,0,0,847318,romania,nuclear,76.461
16617,0,0,1331759,romania,renewable_ex_nuclear,76.461
16617,0,0,201541,slovakia,fossil,74.242
16617,0,0,1004608,slovakia,nuclear,74.242
16617,0,0,203041,slovakia,other,74.242
16617,0,0,340768,slovakia,renewable_ex_nuclear,74.242
16617,0,0,404975,slovenia,fossil,72.732
16617,0,0,386129,slovenia,nuclear,72.732
16617,0,0,314563,slovenia,renewable_ex_nuclear,72.732
16617,0,0,9747545,spain,fossil,84.156
16617,0,0,4032446,spain,nuclear,84.156
16617,0,0,53490,spain,other,84.156
16617,0,0,6164888,spain,renewable_ex_nuclear,84.156
16648,0,0,305058,austria,fossil,74.23
16648,0,0,572470.25,austria,other,74.23
16648,0,0,2574870.25,austria,renewable_ex_nuclear,74.23
16648,0,0,1642683,belgium,fossil,66.374
16648,0,0,1213602,belgium,nuclear,66.374
16648,0,0,287066,belgium,other,66.374
16648,0,0,903421,belgium,renewable_ex_nuclear,66.374
16648,0,0,1858745,bulgaria,fossil,68.123
16648,0,0,1203517,bulgaria,nuclear,68.123
16648,0,0,516882,bulgaria,renewable_ex_nuclear,68.123
16648,0,0,2579088,czech_republic,fossil,72.587
16648,0,0,1739704,czech_republic,nuclear,72.587
16648,0,0,905801,czech_republic,renewable_ex_nuclear,72.587
16648,0,0,560192,denmark,fossil,64.003
16648,0,0,752612,denmark,renewable_ex_nuclear,64.003
16648,0,0,495777,estonia,fossil,61.49
16648,0,0,71558,estonia,renewable_ex_nuclear,61.49
16648,0,0,427841,finland,fossil,61.5
16648,0,0,1438300,finland,nuclear,61.5
16648,0,0,113519,finland,other,61.5
16648,0,0,1860163,finland,renewable_ex_nuclear,61.5
16648,0,0,842532,france,fossil,68.652
16648,0,0,27641857,france,nuclear,68.652
16648,0,0,5218498,france,renewable_ex_nuclear,68.652
16648,0,0,16692021.25,germany,fossil,71.671
16648,0,0,6139748.75,germany,nuclear,71.671
16648,0,0,2467942.25,germany,other,71.671
16648,0,0,12288316.75,germany,renewable_ex_nuclear,71.671
16648,0,0,2407022,greece,fossil,82.055
16648,0,0,1060378,greece,renewable_ex_nuclear,82.055
16648,0,0,834098,hungary,fossil,74.258
16648,0,0,954031.5,hungary,nuclear,74.258
16648,0,0,48557,hungary,other,74.258
16648,0,0,77796.25,hungary,renewable_ex_nuclear,74.258
16648,0,0,240865,latvia,fossil,NA
16648,0,0,41516,latvia,other,NA
16648,0,0,76661,latvia,renewable_ex_nuclear,NA
16648,0,0,184955,lithuania,fossil,66.074
16648,0,0,10073,lithuania,other,66.074
16648,0,0,154481,lithuania,renewable_ex_nuclear,66.074
16648,0,0,18342,luxembourg,fossil,67.378
16648,0,0,16763,luxembourg,renewable_ex_nuclear,67.378
16648,0,0,3512345.75,netherlands,fossil,65.125
16648,0,0,307449,netherlands,nuclear,65.125
16648,0,0,2187394.25,netherlands,other,65.125
16648,0,0,109359,netherlands,renewable_ex_nuclear,65.125
16648,0,0,214880,norway,fossil,60.039
16648,0,0,35082,norway,other,60.039
16648,0,0,8750554,norway,renewable_ex_nuclear,60.039
16648,0,0,9580052,poland,fossil,70.69
16648,0,0,731011,poland,renewable_ex_nuclear,70.69
16648,0,0,1846756,portugal,fossil,72.708
16648,0,0,23582,portugal,other,72.708
16648,0,0,1364452,portugal,renewable_ex_nuclear,72.708
16648,0,0,2261581,romania,fossil,75.353
16648,0,0,876113,romania,nuclear,75.353
16648,0,0,1426729,romania,renewable_ex_nuclear,75.353
16648,0,0,212114,slovakia,fossil,74.237
16648,0,0,1142030,slovakia,nuclear,74.237
16648,0,0,186670,slovakia,other,74.237
16648,0,0,297954,slovakia,renewable_ex_nuclear,74.237
16648,0,0,262051,slovenia,fossil,70.179
16648,0,0,439317,slovenia,nuclear,70.179
16648,0,0,336601,slovenia,renewable_ex_nuclear,70.179
16648,0,0,8134844,spain,fossil,77.386
16648,0,0,4329471,spain,nuclear,77.386
16648,0,0,54657,spain,other,77.386
16648,0,0,6208808,spain,renewable_ex_nuclear,77.386
16679,0,0,448466.25,austria,fossil,61.371
16679,0,0,502062.25,austria,other,61.371
16679,0,0,2538257,austria,renewable_ex_nuclear,61.371
16679,0,0,2132538,belgium,fossil,56.094
16679,0,0,976442,belgium,nuclear,56.094
16679,0,0,335461,belgium,other,56.094
16679,0,0,898391,belgium,renewable_ex_nuclear,56.094
