t,t0,treatment_period,yit,country,x_load,temp
17299,0,0,122013.25,hungary,2635139,63.282
17299,0,0,1037211,italy,4377372,68.256
17299,0,0,10882,lithuania,175918,54.714
17299,0,0,4870.25,luxembourg,273151,60.468
17299,0,0,983938.25,netherlands,7058390,61.019
17299,0,0,29816,norway,1877430,50.588
17299,0,0,2084821,poland,2612211,59.291
17299,0,0,530543,portugal,764465,66.366
17299,0,0,371929,romania,887180,62.399
17299,0,0,54058,slovakia,451847,64.974
17299,0,0,1391996,spain,3847230,63.906
17306,0,0,47500.75,austria,3627855,61.416
17306,0,0,294457,belgium,5207744,61.542
17306,0,0,125471,bosnia_herzegovina,182083,NA
17306,0,0,371344,bulgaria,531392,56.727
17306,0,0,523835,czech_republic,991896,58.251
17306,0,0,88497,denmark,475091,56.134
17306,0,0,153516,estonia,118052,54.241
17306,0,0,156182,finland,1153967,53.634
17306,0,0,312814,france,6306162,63.203
17306,0,0,3454170.75,germany,30138952,59.179
17306,0,0,118045.75,hungary,2642475,63.6
17306,0,0,1047307,italy,4430180,67.024
17306,0,0,16771,lithuania,175767,57.569
17306,0,0,4815,luxembourg,259057,60.586
17306,0,0,900818,netherlands,6727978,59.886
17306,0,0,26899,norway,1813959,56.583
17306,0,0,2044124,poland,2583352,61.024
17306,0,0,519766,portugal,788352,71.516
17306,0,0,363212,romania,871943,61.906
17306,0,0,50419,slovakia,433258,61.669
17306,0,0,1545098,spain,3943932,72.056
17313,0,0,81046,austria,3754791,69.721
17313,0,0,335622,belgium,5410077,68.316
17313,0,0,132817,bosnia_herzegovina,179178,NA
17313,0,0,367677,bulgaria,545971,60.846
17313,0,0,632968,czech_republic,987905,66.761
17313,0,0,94160,denmark,493399,58.859
17313,0,0,151770,estonia,116609,50.046
17313,0,0,160895,finland,1197146,48.206
17313,0,0,437484,france,6483605,69.551
17313,0,0,3584704,germany,31607732,67.533
17313,0,0,118198,hungary,2691783,66.789
17313,0,0,998033,italy,4590200,69.829
17313,0,0,24784,lithuania,178403,58.081
17313,0,0,3566.5,luxembourg,282717,69.95
17313,0,0,1114066.5,netherlands,7165995,65.873
17313,0,0,26128,norway,1775932,55.947
17313,0,0,2025992,poland,2592744,62.269
17313,0,0,528830,portugal,777041,67.801
17313,0,0,387885,romania,877926,67.515
17313,0,0,53030,slovakia,446637,69.484
17313,0,0,1794761,spain,3969937,73.109
17320,0,0,67406.5,austria,3617561,66.369
17320,0,0,256805,belgium,5105699,60.594
17320,0,0,149645,bosnia_herzegovina,177728,NA
17320,0,0,348907,bulgaria,540015,62.529
17320,0,0,481551,czech_republic,977043,61.914
17320,0,0,54520,denmark,479643,57.819
17320,0,0,143276,estonia,121107,53.632
17320,0,0,155419,finland,1186525,52.566
17320,0,0,216057,france,6181644,60.066
17320,0,0,2656548.5,germany,29773095,62.666
17320,0,0,121149.75,hungary,2590418,68.646
17320,0,0,1117846,italy,4667243,71.619
17320,0,0,19927,lithuania,173280,55.045
17320,0,0,4609.75,luxembourg,243239,58.979
17320,0,0,802120.5,netherlands,6824731,60.604
17320,0,0,30184,norway,1726974,54.974
17320,0,0,2009811,poland,2563767,61.123
17320,0,0,542906,portugal,781489,68.646
17320,0,0,339570,romania,847655,67.791
17320,0,0,57741,slovakia,446913,66.545
17320,0,0,1625142,spain,3979843,72.134
17327,0,0,90189,austria,3690665,68.965
17327,0,0,300737,belgium,5359583,63.867
17327,0,0,192646,bosnia_herzegovina,185415,NA
17327,0,0,245784,bulgaria,539639,64.514
17327,0,0,531684,czech_republic,991443,65.084
17327,0,0,60731,denmark,484144,60.073
17327,0,0,143612,estonia,118248,56.952
17327,0,0,130642,finland,1169696,56.615
17327,0,0,374214,france,6629721,66.856
17327,0,0,3148928.25,germany,30731647,64.708
17327,0,0,154379.5,hungary,2729740,67.051
17327,0,0,1341234,italy,4959089,75.019
17327,0,0,4683,lithuania,174282,58.136
17327,0,0,4663.5,luxembourg,271814,64.827
17327,0,0,992317.75,netherlands,7075048,63.139
17327,0,0,39008,norway,1725390,59.142
17327,0,0,1970564,poland,2474978,62.851
17327,0,0,606579,portugal,787705,74.281
17327,0,0,364540,romania,905316,70.547
17327,0,0,56495,slovakia,449391,68.961
17327,0,0,1929129,spain,4382206,84.001
17334,0,0,145210.5,austria,3827797,72.559
17334,0,0,325720,belgium,5544066,71.584
17334,0,0,195274,bosnia_herzegovina,184306,NA
17334,0,0,247580,bulgaria,542772,62.661
17334,0,0,554005,czech_republic,1012646,68.993
17334,0,0,76592,denmark,502592,61.516
17334,0,0,147513,estonia,114830,56.564
17334,0,0,106012,finland,1107488,56.592
17334,0,0,580712,france,6949517,74.285
17334,0,0,3867284.5,germany,31776643,67.234
17334,0,0,160796,hungary,2756163,71.231
17334,0,0,1317175,italy,5132009,76.156
17334,0,0,4097,lithuania,175627,60.988
17334,0,0,4652.25,luxembourg,281875,72.27
17334,0,0,1181411.75,netherlands,7329553,69.075
17334,0,0,52084,norway,1732309,59.777
17334,0,0,2124432,poland,2596278,65.391
17334,0,0,604650,portugal,863993,79.034
17334,0,0,378543,romania,913558,71.11
17334,0,0,59093,slovakia,454701,72.579
17334,0,0,2431393,spain,4635561,84.095
17341,0,0,98825.5,austria,3958999,74.762
17341,0,0,319250,belgium,5407452,64.159
17341,0,0,197963,bosnia_herzegovina,189949,NA
17341,0,0,274324,bulgaria,582213,72.644
17341,0,0,583383,czech_republic,1010969,66.454
17341,0,0,80149,denmark,487790,58.456
17341,0,0,169877,estonia,109670,55.081
17341,0,0,106246,finland,1095740,55.973
17341,0,0,545738,france,6659930,66.701
17341,0,0,3484492.5,germany,31820355,64.183
17341,0,0,166666,hungary,2837751,74.367
17341,0,0,1489359,italy,5309834,78.576
17341,0,0,6968,lithuania,176307,61.039
17341,0,0,4621.75,luxembourg,271708,64.708
17341,0,0,1130646.25,netherlands,7216421,62.294
17341,0,0,52293,norway,1716361,58.836
17341,0,0,2050778,poland,2645904,67.178
17341,0,0,518309,portugal,794267,68.681
17341,0,0,371684,romania,950110,78.188
17341,0,0,57408,slovakia,463366,74.908
17341,0,0,1723035,spain,4310103,71.406
17348,0,0,64366.25,austria,3866873,70.731
17348,0,0,350168,belgium,5430199,64.62
17348,0,0,177050,bosnia_herzegovina,185938,NA
17348,0,0,317622,bulgaria,577959,68.154
17348,0,0,500341,czech_republic,905574,66.062
17348,0,0,95049,denmark,485300,58.589
17348,0,0,162165,estonia,112822,55.749
17348,0,0,110132,finland,1148646,55.978
17348,0,0,704862,france,6602033,70.602
17348,0,0,3499544,germany,31523606,63.161
17348,0,0,187298.25,hungary,2734658,69.002
17348,0,0,1656468,italy,4961807,76.631
17348,0,0,5510,lithuania,169468,57.048
17348,0,0,4691.5,luxembourg,280041,66.379
17348,0,0,1132792.75,netherlands,7218822,63.514
17348,0,0,51485,norway,1687277,60.862
17348,0,0,2046289,poland,2571951,60.406
17348,0,0,531925,portugal,810338,71.958
17348,0,0,384913,romania,919979,72.321
17348,0,0,61040,slovakia,439816,70.43
17348,0,0,1779596,spain,4129615,72.954
17355,0,0,93914.75,austria,3884655,72.486
17355,0,0,341761,belgium,5309497,62.944
17355,0,0,159861,bosnia_herzegovina,182234,NA
17355,0,0,318502,bulgaria,587262,72.714
17355,0,0,487788,czech_republic,953361,66.693
17355,0,0,118683,denmark,480792,58.538
17355,0,0,158374,estonia,108347,59.467
17355,0,0,124172,finland,1138687,59.239
17355,0,0,748473,france,6654056,67.749
17355,0,0,3684781.75,germany,31750270,63.921
17355,0,0,193833.75,hungary,2822699,71.646
17355,0,0,1996974,italy,5495614,80.237
17355,0,0,5879,lithuania,173766,61.911
17355,0,0,4666,luxembourg,276038,65.011
17355,0,0,1373003.25,netherlands,7189386,61.289
17355,0,0,49378,norway,1647799,58.379
17355,0,0,2189123,poland,2626304,65.713
17355,0,0,632112,portugal,816377,73.046
17355,0,0,452464,romania,956181,76.193
17355,0,0,57266,slovakia,450980,72.351
17355,0,0,2247655,spain,4369856,78.909
17362,0,0,111545.25,austria,3758883,70.724
17362,0,0,333965,belgium,5185613,66.983
17362,0,0,166283,bosnia_herzegovina,196370,NA
17362,0,0,305187,bulgaria,555360,64.122
17362,0,0,533289,czech_republic,973029,68.444
17362,0,0,93415,denmark,448392,60.183
17362,0,0,122614,estonia,108524,58.61
17362,0,0,61848,finland,1123774,57.845
17362,0,0,750946,france,6679573,70.438
17362,0,0,3617241.5,germany,31298107,66.791
17362,0,0,188725.75,hungary,2656137,70.7
17362,0,0,1711025,italy,5171331,77.365
17362,0,0,10719,lithuania,172666,58.989
17362,0,0,4497.25,luxembourg,277169,68.176
17362,0,0,1149401.25,netherlands,7198496,65.735
17362,0,0,50843,norway,1610145,60.511
17362,0,0,2195222,poland,2593873,64.066
17362,0,0,645637,portugal,828060,70.64
17362,0,0,426628,romania,915196,71.212
17362,0,0,68518,slovakia,442760,71.431
17362,0,0,2053233,spain,4530115,81.984
17369,0,0,69147,austria,3701588,68.919
17369,0,0,292480,belgium,4950943,62.403
17369,0,0,177188,bosnia_herzegovina,205811,NA
17369,0,0,357346,bulgaria,581846,69.972
17369,0,0,515071,czech_republic,941790,65.463
17369,0,0,73836,denmark,445024,61.821
17369,0,0,98650,estonia,109728,62.216
17369,0,0,76690,finland,1117901,61.029
17369,0,0,570645,france,6423497,63.177
17369,0,0,3490304.75,germany,31052989,65.479
17369,0,0,176682.75,hungary,2616539,70.106
17369,0,0,1710697,italy,5234023,76.951
17369,0,0,4489,lithuania,172628,63.948
17369,0,0,4623.25,luxembourg,259575,61.869
17369,0,0,1069356,netherlands,6923809,63.421
17369,0,0,53923,norway,1581214,63.59
17369,0,0,2169485,poland,2599016,67.197
17369,0,0,643463,portugal,817412,73.996
17369,0,0,474273,romania,956649,75.401
17369,0,0,61976,slovakia,440448,69.413
17369,0,0,1802982,spain,4273069,79.269
17376,0,0,108243.25,austria,3698228,79.629
17376,0,0,274158,belgium,4963483,66.559
17376,0,0,178235,bosnia_herzegovina,203589,NA
17376,0,0,328394,bulgaria,571274,71.179
17376,0,0,466381,czech_republic,934853,74.569
17376,0,0,73731,denmark,466142,62.999
17376,0,0,108928,estonia,110628,63.937
17376,0,0,61951,finland,1130015,63.381
17376,0,0,322783,france,6269954,70.383
17376,0,0,2946511.25,germany,30954731,72.96
17376,0,0,208052.5,hungary,2743695,79.184
17376,0,0,1978086,italy,5452976,82.768
17376,0,0,4164,lithuania,177117,66.802
17376,0,0,4276.75,luxembourg,246440,67.884
17376,0,0,893471.75,netherlands,6793027,65.193
17376,0,0,52131,norway,1621190,60.326
17376,0,0,2167942,poland,2651190,74.496
17376,0,0,645393,portugal,797447,73.525
17376,0,0,464238,romania,937080,77.171
17376,0,0,64458,slovakia,440271,79.916
17376,0,0,2075685,spain,4403095,82.112
17383,0,0,61509.75,austria,3715933,72.313
17383,0,0,302254,belgium,5096836,60.735
17383,0,0,190429,bosnia_herzegovina,208449,NA
17383,0,0,364324,bulgaria,609841,76.454
17383,0,0,479811,czech_republic,946610,67.029
17383,0,0,68838,denmark,488721,62.026
17383,0,0,119304,estonia,113828,62.099
17383,0,0,86334,finland,1165843,61.26
17383,0,0,318947,france,5935746,61.641
17383,0,0,3224687,germany,30366157,65.838
17383,0,0,215972,hungary,2776695,76.179
17383,0,0,1906488,italy,4983531,83.665
17383,0,0,4177,lithuania,181537,63.779
17383,0,0,4376.75,luxembourg,246511,60.334
17383,0,0,917092,netherlands,6614792,60.736
17383,0,0,53789,norway,1687645,60.147
17383,0,0,2068079,poland,2600427,70.461
17383,0,0,552807,portugal,776822,71.679
17383,0,0,448653,romania,966440,80.506
17383,0,0,59863,slovakia,451957,73.609
17383,0,0,1503206,spain,4217262,76.577
17390,0,0,58712.5,austria,3481606,71.316
17390,0,0,286548,belgium,5063532,63.436
17390,0,0,156036,bosnia_herzegovina,191786,NA
17390,0,0,320795,bulgaria,559597,67.522
17390,0,0,493941,czech_republic,956309,66.328
17390,0,0,86924,denmark,499194,61.017
17390,0,0,132790,estonia,114224,63.305
17390,0,0,83405,finland,1173468,62.086
17390,0,0,231946,france,5717125,65.499
17390,0,0,3077204.25,germany,30211954,66.127
17390,0,0,199280,hungary,2686134,71.158
17390,0,0,1084409,italy,3742648,77.426
17390,0,0,4275,lithuania,179198,65.186
17390,0,0,4277.75,luxembourg,237287,63.349
17390,0,0,852236,netherlands,6787409,62.794
17390,0,0,52679,norway,1733704,59.092
17390,0,0,1947489,poland,2425287,66.214
17390,0,0,595255,portugal,743991,75.577
17390,0,0,387174,romania,904551,76.714
17390,0,0,61775,slovakia,456248,72.075
17390,0,0,1371083,spain,3919026,80.866
17397,0,0,83447.25,austria,3723785,66.446
17397,0,0,289390,belgium,5400309,63.856
17397,0,0,159096,bosnia_herzegovina,200868,NA
17397,0,0,324029,bulgaria,548441,63.686
17397,0,0,602074,czech_republic,968850,61.783
17397,0,0,99543,denmark,512993,59.667
17397,0,0,156339,estonia,120518,58.442
17397,0,0,97311,finland,1177108,57.926
17397,0,0,422641,france,6190921,65.839
17397,0,0,3190832.75,germany,30505119,59.99
17397,0,0,204635.75,hungary,2635826,65.479
17397,0,0,1412670,italy,4284256,76.916
17397,0,0,23144,lithuania,182035,58.679
17397,0,0,3454.5,luxembourg,262628,62.601
17397,0,0,886808.75,netherlands,6865292,62.613
17397,0,0,50547,norway,1744061,57.135
17397,0,0,2110506,poland,2603337,61.17
17397,0,0,649523,portugal,786679,74.867
17397,0,0,398746,romania,898946,71.078
17397,0,0,63359,slovakia,456204,66.571
17397,0,0,1671976,spain,4282490,82.903
17404,0,0,72847,austria,3859812,71.319
17404,0,0,338415,belgium,5511968,66.342
17404,0,0,195320,bosnia_herzegovina,202495,NA
17404,0,0,348477,bulgaria,558646,66.796
17404,0,0,751886,czech_republic,991798,65.834
17404,0,0,143608,denmark,515145,60.589
17404,0,0,167269,estonia,120894,57.513
17404,0,0,94348,finland,1238687,55.788
17404,0,0,691052,france,6582258,68.35
17404,0,0,3885018.75,germany,31041248,65.375
17404,0,0,228516.25,hungary,2795638,71.473
17404,0,0,1949218,italy,5120320,78.948
17404,0,0,10024,lithuania,183057,56.66
17404,0,0,3979.75,luxembourg,275867,66.247
17404,0,0,1050810.5,netherlands,7258038,63.382
17404,0,0,49233,norway,1768792,56.094
17404,0,0,2180047,poland,2664246,63.482
17404,0,0,684288,portugal,761032,71.154
17404,0,0,425854,romania,909077,70.726
17404,0,0,64264,slovakia,453843,71.987
17404,0,0,1804983,spain,4159947,71.794
17411,0,0,92757.5,austria,3891503,61.611
17411,0,0,284363,belgium,5502503,59.681
17411,0,0,188175,bosnia_herzegovina,196617,NA
17411,0,0,342066,bulgaria,543457,62.231
17411,0,0,663066,czech_republic,985882,57.924
17411,0,0,122572,denmark,514677,56.808
17411,0,0,127978,estonia,122889,53.508
17411,0,0,123481,finland,1260839,52.285
17411,0,0,605447,france,6477175,61.678
17411,0,0,3626344.25,germany,30866650,58.233
17411,0,0,204798.25,hungary,2687365,60.577
17411,0,0,1730489,italy,4810559,70.251
17411,0,0,20380,lithuania,183419,55.946
17411,0,0,4584,luxembourg,270460,56.875
17411,0,0,1005657,netherlands,7175079,60.025
17411,0,0,48954,norway,1779774,53.611
17411,0,0,2157458,poland,2650393,57.488
17411,0,0,619893,portugal,794260,73.746
17411,0,0,394490,romania,911287,68.894
17411,0,0,55975,slovakia,457951,61.585
17411,0,0,1572430,spain,4162755,74.119
17418,0,0,140051.75,austria,3964947,62.911
17418,0,0,260410,belgium,5295625,55.554
17418,0,0,187130,bosnia_herzegovina,199519,NA
17418,0,0,356243,bulgaria,563781,66.58
17418,0,0,572782,czech_republic,1003800,56.418
17418,0,0,93787,denmark,513997,56.12
17418,0,0,112927,estonia,124530,57.349
17418,0,0,89109,finland,1231110,56.871
17418,0,0,265057,france,6508225,56.818
17418,0,0,2522255.5,germany,32154172,58.261
17418,0,0,211062.25,hungary,2735239,64.851
17418,0,0,1461934,italy,4737148,69.049
17418,0,0,12840,lithuania,189044,59.717
17418,0,0,4885.25,luxembourg,250796,53.686
17418,0,0,798513.25,netherlands,7160981,56.739
17418,0,0,49003,norway,1814668,54.208
17418,0,0,2032839,poland,2660520,61.422
17418,0,0,520428,portugal,800696,69.352
17418,0,0,407108,romania,919579,71.798
17418,0,0,53888,slovakia,466517,63.686
17418,0,0,1351837,spain,4027341,68.601
17425,0,0,85168,austria,4072180,54.108
17425,0,0,338744,belgium,5465213,54.251
17425,0,0,164262,bosnia_herzegovina,194241,NA
17425,0,0,434498,bulgaria,564194,63.898
17425,0,0,792522,czech_republic,1044106,51.074
17425,0,0,158206,denmark,521355,52.903
17425,0,0,154362,estonia,124276,52.143
17425,0,0,166054,finland,1225325,50.597
17425,0,0,679086,france,6899922,53.918
17425,0,0,4399213,germany,31710473,53.753
17425,0,0,171822,hungary,2763981,56.862
17425,0,0,1446393,italy,4645890,65.154
17425,0,0,6302,lithuania,189616,54.221
17425,0,0,3531.25,luxembourg,289659,51.306
17425,0,0,980307.25,netherlands,7243160,54.526
17425,0,0,23829,norway,1861671,51.418
17425,0,0,2180799,poland,2712522,53.65
17425,0,0,552462,portugal,786409,66.922
17425,0,0,382741,romania,920954,69.806
17425,0,0,40844,slovakia,466080,54.521
17425,0,0,1676475,spain,3940984,65.019
17432,0,0,76994.5,austria,3976402,57.711
17432,0,0,382178,belgium,5492078,59.166
17432,0,0,175953,bosnia_herzegovina,199336,NA
17432,0,0,419547,bulgaria,564360,52.72
17432,0,0,722870,czech_republic,1031133,56.009
17432,0,0,91203,denmark,522538,58.846
17432,0,0,155507,estonia,125492,52.348
17432,0,0,135226,finland,1265460,52.421
17432,0,0,820153,france,6717338,61.488
17432,0,0,4409908.5,germany,32140170,57.889
17432,0,0,197462.25,hungary,2755728,56.569
17432,0,0,1680958,italy,4616106,65.239
17432,0,0,11059,lithuania,189523,53.291
17432,0,0,2952.5,luxembourg,295964,58.173
17432,0,0,1178372,netherlands,7260138,58.394
17432,0,0,47083,norway,1850355,54.838
17432,0,0,2142432,poland,2749972,56.245
17432,0,0,568686,portugal,796240,68.851
17432,0,0,381168,romania,924108,59.827
17432,0,0,46623,slovakia,472282,57.901
17432,0,0,2017856,spain,3998686,69.239
17439,0,0,165262.5,austria,4001472,56.003
17439,0,0,362946,belgium,5487429,54.541
17439,0,0,140817,bosnia_herzegovina,186956,NA
17439,0,0,417814,bulgaria,580662,51.796
17439,0,0,664251,czech_republic,1041965,53.322
17439,0,0,89682,denmark,540921,53.518
17439,0,0,138855,estonia,132874,47.313
17439,0,0,152216,finland,1288966,48.191
17439,0,0,886144,france,6690537,55.928
17439,0,0,2660299.25,germany,31030100,54.021
17439,0,0,179503.25,hungary,2772564,53.711
17439,0,0,1814724,italy,4610758,66.407
17439,0,0,11107,lithuania,194369,46.382
17439,0,0,3320.5,luxembourg,277728,51.27
17439,0,0,964884,netherlands,7361535,56.16
17439,0,0,49406,norway,1947622,49.737
17439,0,0,1995561,poland,2736160,49.916
17439,0,0,512006,portugal,784715,72.685
17439,0,0,397927,romania,950418,54.664
17439,0,0,61519,slovakia,479812,55.516
17439,0,0,2096759,spain,4007655,72.182
17446,0,0,161142.5,austria,4017150,55.503
17446,0,0,428851,belgium,5640925,56.354
17446,0,0,149675,bosnia_herzegovina,193930,NA
17446,0,0,421554,bulgaria,598365,48.256
17446,0,0,707805,czech_republic,1070855,51.979
