t,t0,treatment_period,yit,country,x_load,temp
17971,0,0,156629,denmark,573188,41.911
17971,0,0,101094,estonia,146780,36.895
17971,0,0,270476,finland,1512527,35.39
17971,0,0,872196,france,8386975,47.226
17971,0,0,3345067.5,germany,34017299,44.64
17971,0,0,180979,hungary,2846839,46.214
17971,0,0,2280012,italy,4718227,54.176
17971,0,0,9345,lithuania,205704,38.942
17971,0,0,5411.75,luxembourg,352411,43.669
17971,0,0,1212500.25,netherlands,7758135,46.789
17971,0,0,52528,norway,2467698,37.26
17971,0,0,2025498,poland,2837041,45.026
17971,0,0,213332,portugal,814998,58.739
17971,0,0,366632,romania,1001023,52.149
17971,0,0,85150,slovakia,499749,45.27
17971,0,0,1036784,spain,3976084,51.106
17978,0,0,193289.75,austria,4226165,48.131
17978,0,0,378348,belgium,5736292,47.158
17978,0,0,132925,bosnia_herzegovina,202576,NA
17978,0,0,338610,bulgaria,603719,45.636
17978,0,0,756797,czech_republic,1114532,45.506
17978,0,0,159349,denmark,556428,44.643
17978,0,0,89276,estonia,141075,36.181
17978,0,0,260216,finland,1493255,35.106
17978,0,0,737496,france,7929109,47.651
17978,0,0,3796472.5,germany,33264361,45.695
17978,0,0,184605,hungary,2842039,48.403
17978,0,0,2016834,italy,4589325,55.127
17978,0,0,9433,lithuania,202640,37.855
17978,0,0,5978,luxembourg,342708,45.154
17978,0,0,1169205,netherlands,7563576,46.616
17978,0,0,52252,norway,2380913,41.331
17978,0,0,2074189,poland,2799123,43.126
17978,0,0,156685,portugal,791574,63.394
17978,0,0,337900,romania,981412,47.602
17978,0,0,89998,slovakia,490220,48.266
17978,0,0,996182,spain,3982437,54.152
17985,0,0,162673.5,austria,3990724,52.699
17985,0,0,377419,belgium,5566332,48.228
17985,0,0,116375,bosnia_herzegovina,195168,NA
17985,0,0,323973,bulgaria,601559,47.08
17985,0,0,683743,czech_republic,1065557,50.725
17985,0,0,139721,denmark,531356,45.126
17985,0,0,85652,estonia,137127,41.346
17985,0,0,204452,finland,1412719,38.788
17985,0,0,569887,france,7730442,49.679
17985,0,0,3705815.5,germany,32620516,50.636
17985,0,0,153741,hungary,2782677,53.564
17985,0,0,2289965,italy,4624592,53.766
17985,0,0,9380,lithuania,195777,42.941
17985,0,0,6330.5,luxembourg,338411,46.699
17985,0,0,999992.25,netherlands,7331022,47.033
17985,0,0,51390,norway,2341246,39.037
17985,0,0,1872144,poland,2728552,48.424
17985,0,0,391115,portugal,792229,56.709
17985,0,0,317048,romania,970519,49.395
17985,0,0,76281,slovakia,477363,52.926
17985,0,0,1444815,spain,4033987,49.458
17992,0,0,151507,austria,3940879,51.243
17992,0,0,339414,belgium,5570868,48.536
17992,0,0,109226,bosnia_herzegovina,202605,NA
17992,0,0,323971,bulgaria,612028,49.388
17992,0,0,736640,czech_republic,1080640,47.201
17992,0,0,151979,denmark,523686,41.261
17992,0,0,99491,estonia,138348,36.555
17992,0,0,245017,finland,1402266,34.621
17992,0,0,488075,france,7973973,48.986
17992,0,0,4156704.5,germany,32162489,47.818
17992,0,0,154250.25,hungary,2771669,54.981
17992,0,0,2256956,italy,4645992,52.664
17992,0,0,9361,lithuania,198188,39.559
17992,0,0,6089.5,luxembourg,333694,47.052
17992,0,0,925164.75,netherlands,7097830,49.424
17992,0,0,53176,norway,2303316,37.567
17992,0,0,2067919,poland,2712102,45.807
17992,0,0,312414,portugal,832696,56.716
17992,0,0,332478,romania,976837,52.104
17992,0,0,66474,slovakia,467903,51.405
17992,0,0,1185204,spain,4122026,48.419
17999,0,0,200540.5,austria,3911454,49.159
17999,0,0,374885,belgium,5525811,50.841
17999,0,0,98828,bosnia_herzegovina,203336,NA
17999,0,0,322674,bulgaria,613497,47.069
17999,0,0,701627,czech_republic,1114787,46.713
17999,0,0,148221,denmark,521385,43.342
17999,0,0,100125,estonia,133361,41.254
17999,0,0,221150,finland,1344892,41.89
17999,0,0,615289,france,7646026,50.472
17999,0,0,3570888,germany,32263327,49.457
17999,0,0,153352.25,hungary,2802311,51.673
17999,0,0,2116308,italy,4557289,55.789
17999,0,0,9356,lithuania,199151,44.941
17999,0,0,6446.25,luxembourg,331524,48.368
17999,0,0,897898.25,netherlands,7142417,51.767
17999,0,0,51380,norway,2110867,42.819
17999,0,0,2129618,poland,2775957,47.928
17999,0,0,368338,portugal,805193,58.446
17999,0,0,336695,romania,1000570,49.121
17999,0,0,82199,slovakia,473107,49.783
17999,0,0,1261541,spain,3803162,56.333
18006,0,0,57986.5,austria,3589229,59.108
18006,0,0,254222,belgium,4991575,60.069
18006,0,0,95442,bosnia_herzegovina,195726,NA
18006,0,0,331631,bulgaria,602757,52.294
18006,0,0,518359,czech_republic,981656,57.817
18006,0,0,78330,denmark,495959,53.659
18006,0,0,90237,estonia,120507,50.169
18006,0,0,139525,finland,1223001,49.607
18006,0,0,162650,france,6579806,58.354
18006,0,0,2046264.75,germany,28687781,60.345
18006,0,0,117712,hungary,2525249,58.589
18006,0,0,1620033,italy,3689313,62.603
18006,0,0,9079,lithuania,179507,55.004
18006,0,0,4895.75,luxembourg,307380,57.555
18006,0,0,679412.5,netherlands,6844639,59.853
18006,0,0,52150,norway,1833933,53.325
18006,0,0,1720824,poland,2399650,58.808
18006,0,0,112108,portugal,746522,59.034
18006,0,0,354528,romania,971437,53.928
18006,0,0,62597,slovakia,427025,59.114
18006,0,0,943311,spain,3738950,51.314
18013,0,0,75548.25,austria,3764932,53.514
18013,0,0,340811,belgium,5255919,48.921
18013,0,0,101496,bosnia_herzegovina,190291,NA
18013,0,0,278512,bulgaria,510310,54.927
18013,0,0,502693,czech_republic,1024698,50.128
18013,0,0,100720,denmark,510077,49.096
18013,0,0,75215,estonia,117977,41.741
18013,0,0,152168,finland,1260589,42.294
18013,0,0,351665,france,6931525,50.419
18013,0,0,2997022,germany,29978978,52.374
18013,0,0,112883,hungary,2633139,56.209
18013,0,0,1640384,italy,4000728,55.066
18013,0,0,9092,lithuania,183107,52.386
18013,0,0,5759.25,luxembourg,317435,48.721
18013,0,0,814699.5,netherlands,7207638,49.102
18013,0,0,48738,norway,1846115,51.755
18013,0,0,1851545,poland,2470082,55.137
18013,0,0,228810,portugal,746745,65.235
18013,0,0,259176,romania,807716,59.997
18013,0,0,59773,slovakia,450799,54.409
18013,0,0,1183666,spain,3617713,61.394
18020,0,0,55247.25,austria,4026724,49.484
18020,0,0,302945,belgium,5459073,48.056
18020,0,0,116249,bosnia_herzegovina,201124,NA
18020,0,0,317892,bulgaria,552015,50.546
18020,0,0,579025,czech_republic,1043740,47.403
18020,0,0,127126,denmark,534139,44.848
18020,0,0,84040,estonia,122442,42.228
18020,0,0,175757,finland,1282989,42.204
18020,0,0,423447,france,7321572,48.534
18020,0,0,3572654.25,germany,32287108,48.892
18020,0,0,131124.75,hungary,2812958,49.839
18020,0,0,1860531,italy,4491105,55.435
18020,0,0,9324,lithuania,189532,45.51
18020,0,0,6237,luxembourg,325044,45.299
18020,0,0,902117.75,netherlands,7236518,48.464
18020,0,0,49204,norway,2111383,40.459
18020,0,0,2033612,poland,2623194,49.584
18020,0,0,240622,portugal,780375,62.743
18020,0,0,310891,romania,934325,56.754
18020,0,0,72789,slovakia,470665,49.136
18020,0,0,1145791,spain,3852474,60.026
18027,0,0,53085.25,austria,4091003,50.143
18027,0,0,295367,belgium,5323147,51.367
18027,0,0,94229,bosnia_herzegovina,194147,NA
18027,0,0,307820,bulgaria,553309,54.161
18027,0,0,579438,czech_republic,1077076,47.899
18027,0,0,94164,denmark,528500,48.667
18027,0,0,75345,estonia,123399,47.318
18027,0,0,165054,finland,1199507,48.926
18027,0,0,418174,france,6847378,53.145
18027,0,0,3219111.25,germany,31845279,50.754
18027,0,0,119814,hungary,2790263,54.017
18027,0,0,1900990,italy,4447944,56.571
18027,0,0,9938,lithuania,189509,54.62
18027,0,0,5887.75,luxembourg,329222,49.673
18027,0,0,944663.75,netherlands,6820997,51.661
18027,0,0,50525,norway,1936275,50.511
18027,0,0,2082722,poland,2720290,54.966
18027,0,0,376846,portugal,789624,70.476
18027,0,0,295156,romania,929892,60.846
18027,0,0,75292,slovakia,469536,50.201
18027,0,0,1298752,spain,3847972,65.319
18034,0,0,41293.75,austria,3954856,57.917
18034,0,0,332161,belgium,5341204,57.474
18034,0,0,122939,bosnia_herzegovina,187703,NA
18034,0,0,299194,bulgaria,529305,58.32
18034,0,0,625892,czech_republic,1037003,56.861
18034,0,0,64084,denmark,524287,58.316
18034,0,0,60029,estonia,119232,58.757
18034,0,0,109405,finland,1116638,59.649
18034,0,0,421542,france,6739082,58.882
18034,0,0,3496060.25,germany,31669045,62.229
18034,0,0,120123.5,hungary,2724115,60.491
18034,0,0,1641705,italy,4441329,59.362
18034,0,0,9167,lithuania,192153,65.967
18034,0,0,5144,luxembourg,325617,56.962
18034,0,0,998464.25,netherlands,6913157,57.554
18034,0,0,50147,norway,1751758,55.764
18034,0,0,2020794,poland,2650002,63.547
18034,0,0,479319,portugal,774243,63.443
18034,0,0,249797,romania,900559,65.986
18034,0,0,64731,slovakia,457000,57.71
18034,0,0,1592514,spain,3833376,61.654
18041,0,0,33978.5,austria,3784343,60.436
18041,0,0,318654,belgium,5110400,58.046
18041,0,0,132510,bosnia_herzegovina,183984,NA
18041,0,0,292501,bulgaria,527312,61.635
18041,0,0,504106,czech_republic,1011069,58.661
18041,0,0,61765,denmark,503686,53.147
18041,0,0,50056,estonia,122968,50.92
18041,0,0,122790,finland,1184729,51.029
18041,0,0,326448,france,6305389,59.492
18041,0,0,2627750,germany,29782000,59.398
18041,0,0,95104.75,hungary,2725251,62.394
18041,0,0,1474513,italy,4472517,60.692
18041,0,0,9063,lithuania,188941,58.153
18041,0,0,4891,luxembourg,311933,56.989
18041,0,0,882669.5,netherlands,6678449,57.642
18041,0,0,48902,norway,1866817,50.07
18041,0,0,1960070,poland,2635598,60.619
18041,0,0,302696,portugal,798969,73.835
18041,0,0,246381,romania,897673,69.061
18041,0,0,66946,slovakia,452353,60.296
18041,0,0,1370872,spain,3849369,66.034
18048,0,0,32165.75,austria,3785541,69.702
18048,0,0,327427,belgium,5183543,63.201
18048,0,0,99556,bosnia_herzegovina,175155,NA
18048,0,0,286693,bulgaria,526717,59.472
18048,0,0,512336,czech_republic,1012621,69.164
18048,0,0,61290,denmark,493443,62.828
18048,0,0,59909,estonia,115602,62.666
18048,0,0,115507,finland,1164927,61.813
18048,0,0,395964,france,6317361,63.579
18048,0,0,2770410.75,germany,31144990,73.72
18048,0,0,121960,hungary,2703522,69.008
18048,0,0,1529405,italy,4509030,67.925
18048,0,0,8769,lithuania,192083,67.731
18048,0,0,4248.5,luxembourg,325965,64.555
18048,0,0,901977,netherlands,6905287,62.969
18048,0,0,48905,norway,1814175,56.33
18048,0,0,2022046,poland,2661508,70.91
18048,0,0,393548,portugal,804626,67.406
18048,0,0,240826,romania,896210,69.109
18048,0,0,71196,slovakia,445070,69.649
18048,0,0,1646769,spain,3952369,68.696
18055,0,0,55376.5,austria,3691239,75.464
18055,0,0,365372,belgium,5101541,58.698
18055,0,0,120897,bosnia_herzegovina,172031,NA
18055,0,0,181783,bulgaria,531942,67.156
18055,0,0,485707,czech_republic,1018043,70.136
18055,0,0,53750,denmark,503840,61.901
18055,0,0,33563,estonia,117606,61.389
18055,0,0,90862,finland,1151835,61.296
18055,0,0,373047,france,6306375,57.631
18055,0,0,2574755.5,germany,29137239,70.056
18055,0,0,129172,hungary,2718672,76.041
18055,0,0,1966580,italy,4928952,76.851
18055,0,0,6676,lithuania,197812,72.749
18055,0,0,4712.25,luxembourg,310145,58.018
18055,0,0,800555.5,netherlands,6727330,59.597
18055,0,0,48675,norway,1724861,54.933
18055,0,0,2084961,poland,2742115,74.924
18055,0,0,394656,portugal,748426,62.501
18055,0,0,246808,romania,934710,75.059
18055,0,0,71927,slovakia,453426,75.146
18055,0,0,1436186,spain,3862789,63.858
18062,0,0,70308.75,austria,3773633,73.234
18062,0,0,393905,belgium,5273949,64.321
18062,0,0,155299,bosnia_herzegovina,172678,NA
18062,0,0,177604,bulgaria,550148,68.221
18062,0,0,503377,czech_republic,1010015,70.23
18062,0,0,56399,denmark,516751,64.047
18062,0,0,34668,estonia,115854,63.507
18062,0,0,71534,finland,1077678,65.022
18062,0,0,369658,france,6402760,64.801
18062,0,0,3252306,germany,30313166,71.89
18062,0,0,169025.5,hungary,2934417,74.447
18062,0,0,2224423,italy,5225541,74.401
18062,0,0,6184,lithuania,194058,68.743
18062,0,0,4576.5,luxembourg,329590,64.176
18062,0,0,1037201.5,netherlands,6939135,63.49
18062,0,0,51739,norway,1748676,59.483
18062,0,0,2052206,poland,2627533,72.696
18062,0,0,461427,portugal,765499,64.5
18062,0,0,283641,romania,939325,76.733
18062,0,0,75666,slovakia,458455,73.424
18062,0,0,1616118,spain,3943635,70.293
18069,0,0,99683.5,austria,3935999,74.425
18069,0,0,395636,belgium,5370534,70.159
18069,0,0,155105,bosnia_herzegovina,186810,NA
18069,0,0,185656,bulgaria,564042,68.401
18069,0,0,541724,czech_republic,1028779,71.759
18069,0,0,56290,denmark,521808,62.741
18069,0,0,39025,estonia,105203,59.932
18069,0,0,74946,finland,1060947,60.18
18069,0,0,389376,france,6686298,74.663
18069,0,0,2812987.5,germany,31596799,72.339
18069,0,0,203469,hungary,2946046,74.852
18069,0,0,2361009,italy,5493638,79.74
18069,0,0,6216,lithuania,185288,66.705
18069,0,0,4502.25,luxembourg,338833,73.008
18069,0,0,988406.5,netherlands,7109470,68.886
18069,0,0,50799,norway,1758160,59.929
18069,0,0,2020349,poland,2685460,70.915
18069,0,0,484690,portugal,780831,67.335
18069,0,0,281593,romania,965241,76.47
18069,0,0,74874,slovakia,456726,74.442
18069,0,0,1661745,spain,4112234,80.031
18076,0,0,118368.75,austria,3905872,72.78
18076,0,0,396830,belgium,5290003,66.041
18076,0,0,180025,bosnia_herzegovina,181549,NA
18076,0,0,262413,bulgaria,567697,70.331
18076,0,0,553271,czech_republic,991309,70.062
18076,0,0,57825,denmark,524094,61.403
18076,0,0,30574,estonia,109304,59.022
18076,0,0,79643,finland,1136937,59.182
18076,0,0,431248,france,6797954,69.694
18076,0,0,2551145.5,germany,31984244,67.709
18076,0,0,177506.75,hungary,2914006,73.453
18076,0,0,2697225,italy,5776766,80.639
18076,0,0,6259,lithuania,184325,61.351
18076,0,0,4215.5,luxembourg,336030,68.719
18076,0,0,911574,netherlands,6990508,64.336
18076,0,0,49291,norway,1733582,59.506
18076,0,0,1920180,poland,2658843,66.523
18076,0,0,564660,portugal,805143,68.504
18076,0,0,337298,romania,958896,75.204
18076,0,0,66402,slovakia,449621,72.46
18076,0,0,1927305,spain,4426828,82.544
18083,0,0,134717,austria,3789582,67.054
18083,0,0,372072,belgium,5186836,62.349
18083,0,0,192645,bosnia_herzegovina,191605,NA
18083,0,0,293046,bulgaria,567991,64.845
18083,0,0,472073,czech_republic,959471,62.358
18083,0,0,59614,denmark,507842,60.559
18083,0,0,28815,estonia,108739,55.806
18083,0,0,73641,finland,1140310,56.221
18083,0,0,479636,france,6631807,68.994
18083,0,0,2942948,germany,31231310,61.443
18083,0,0,200724.25,hungary,2741052,67.031
18083,0,0,2579362,italy,5671763,78.434
18083,0,0,6378,lithuania,178542,59.019
18083,0,0,4427.5,luxembourg,325478,62.229
18083,0,0,984697,netherlands,7025331,60.901
18083,0,0,45710,norway,1704763,61.279
18083,0,0,1885680,poland,2574520,61.129
18083,0,0,611536,portugal,819059,73.054
18083,0,0,341008,romania,931297,69.842
18083,0,0,72226,slovakia,440852,67.016
18083,0,0,1940470,spain,4317388,77.739
18090,0,0,134895.5,austria,3708755,66.841
18090,0,0,414427,belgium,5154801,62.71
18090,0,0,188117,bosnia_herzegovina,175652,NA
18090,0,0,275899,bulgaria,525793,61.645
18090,0,0,453969,czech_republic,962176,64.261
18090,0,0,67813,denmark,478154,62.039
18090,0,0,40027,estonia,106033,60.764
18090,0,0,89344,finland,1123456,60.549
18090,0,0,594935,france,6522267,67.271
18090,0,0,3413661.75,germany,30641255,65.427
18090,0,0,206497.5,hungary,2620541,67.292
18090,0,0,2256321,italy,5091792,74.904
18090,0,0,8391,lithuania,179365,60.236
18090,0,0,4279,luxembourg,320629,62.809
18090,0,0,1221134,netherlands,7004814,62.8
18090,0,0,48848,norway,1625480,62.276
18090,0,0,1999439,poland,2572462,63.203
18090,0,0,514367,portugal,821339,69.724
18090,0,0,339832,romania,915149,68.948
18090,0,0,64093,slovakia,436506,67.341
18090,0,0,1851691,spain,4349899,81.25
18097,0,0,161130.5,austria,3834990,76.863
18097,0,0,413909,belgium,5062766,76.57
18097,0,0,187270,bosnia_herzegovina,187354,NA
18097,0,0,288367,bulgaria,568656,67.849
18097,0,0,532432,czech_republic,963356,74.653
18097,0,0,73232,denmark,466552,67.129
18097,0,0,40777,estonia,109684,67.461
18097,0,0,100884,finland,1115224,68.239
18097,0,0,680553,france,6633012,78.201
18097,0,0,3727621,germany,31277850,73.931
18097,0,0,215918,hungary,2742785,75.53
18097,0,0,2713766,italy,5696549,80.949
18097,0,0,8354,lithuania,184623,66.876
18097,0,0,3940,luxembourg,333306,76.646
18097,0,0,1276156.5,netherlands,7143631,75.151
18097,0,0,39402,norway,1558736,66.626
18097,0,0,2090387,poland,2625424,70.729
18097,0,0,494392,portugal,835128,73.165
18097,0,0,346515,romania,940259,75.466
18097,0,0,78442,slovakia,437374,76.905
18097,0,0,2134621,spain,4556544,84.341
18104,0,0,71379,austria,3715838,72.586
18104,0,0,392155,belgium,4899095,65.601
18104,0,0,193967,bosnia_herzegovina,193812,NA
18104,0,0,305288,bulgaria,577707,70.176
18104,0,0,532299,czech_republic,922073,71.998
18104,0,0,67219,denmark,492809,66.743
18104,0,0,44408,estonia,113772,62.879
18104,0,0,106447,finland,1129923,62.808
18104,0,0,589086,france,6141696,67.744
18104,0,0,3410990.5,germany,30964330,72.383
18104,0,0,178185.75,hungary,2724302,73.429
18104,0,0,2451306,italy,5399592,76.831
18104,0,0,7825,lithuania,186074,63.429
18104,0,0,3763.75,luxembourg,312539,64.786
18104,0,0,1237770.25,netherlands,6897817,68.336
18104,0,0,50139,norway,1584047,67.236
18104,0,0,2011823,poland,2638748,71.607
18104,0,0,325068,portugal,790225,69.681
18104,0,0,370179,romania,958568,76.326
18104,0,0,76103,slovakia,429671,73.142
18104,0,0,1855947,spain,4159400,76.244
18111,0,0,89399,austria,3606615,71.853
18111,0,0,406340,belgium,4989432,68.077
18111,0,0,201952,bosnia_herzegovina,193815,NA
18111,0,0,307690,bulgaria,557690,67.562
18111,0,0,552731,czech_republic,934980,68.512
18111,0,0,82905,denmark,503536,64.316
18111,0,0,56675,estonia,117586,58.488
18111,0,0,90914,finland,1152186,58.276
18111,0,0,479819,france,6034427,69.963
18111,0,0,3384694.25,germany,29902677,68.715
18111,0,0,153581.75,hungary,2642218,71.262
18111,0,0,2202766,italy,4841656,79.129
18111,0,0,8009,lithuania,183738,60.676
18111,0,0,3761,luxembourg,302234,68.151
18111,0,0,1170792.75,netherlands,6795406,66.74
18111,0,0,52106,norway,1639983,61.982
18111,0,0,2026182,poland,2577124,68.887
18111,0,0,397594,portugal,785303,71.626
18111,0,0,316579,romania,922606,73.794
18111,0,0,65547,slovakia,434193,72.186
18111,0,0,2047936,spain,4249588,79.225
18118,0,0,105970.5,austria,3555446,69.716
18118,0,0,303789,belgium,4873256,62.951
18118,0,0,187391,bosnia_herzegovina,198164,NA
18118,0,0,296762,bulgaria,572917,73.041
18118,0,0,529112,czech_republic,972662,63.778
18118,0,0,82107,denmark,522052,62.233
18118,0,0,58928,estonia,115611,61.373
18118,0,0,95981,finland,1172181,61.282
18118,0,0,231826,france,5623923,63.995
18118,0,0,2496870.5,germany,30391855,66.588
18118,0,0,183336.75,hungary,2771205,71.222
18118,0,0,1888823,italy,4275611,80.964
18118,0,0,7628,lithuania,180867,62.3
18118,0,0,3955.5,luxembourg,282935,60.986
18118,0,0,952967,netherlands,6871800,62.436
18118,0,0,48633,norway,1670431,59.611
18118,0,0,1947544,poland,2495487,67.624
18118,0,0,269070,portugal,730994,72.196
18118,0,0,344849,romania,945435,77.009
18118,0,0,60242,slovakia,442965,70.558
18118,0,0,1692679,spain,3918071,75.379
18125,0,0,168664.25,austria,3835614,71.294
18125,0,0,363628,belgium,5128140,62.79
18125,0,0,189861,bosnia_herzegovina,183577,NA
18125,0,0,291271,bulgaria,545996,68.738
18125,0,0,633975,czech_republic,989814,66.091
18125,0,0,87948,denmark,526018,61.648
18125,0,0,52299,estonia,115075,63.045
18125,0,0,69392,finland,1179347,62.32
18125,0,0,403517,france,5921793,64.814
18125,0,0,2758140,germany,30158973,66.984
18125,0,0,164637.25,hungary,2528910,73.975
18125,0,0,2113912,italy,4350765,78.573
18125,0,0,7318,lithuania,186912,65.081
18125,0,0,4096.75,luxembourg,300784,62.08
18125,0,0,1137712.5,netherlands,6941888,63.401
18125,0,0,43653,norway,1722232,58.451
18125,0,0,2077452,poland,2612653,68.633
18125,0,0,291739,portugal,757195,74.674
18125,0,0,328823,romania,927881,75.081
18125,0,0,69368,slovakia,449007,72.093
18125,0,0,1674417,spain,4067219,77.417
18132,0,0,256359,austria,3919803,74.854
18132,0,0,426428,belgium,5403188,71.147
18132,0,0,189827,bosnia_herzegovina,175919,NA
18132,0,0,310814,bulgaria,579795,70.589
18132,0,0,682693,czech_republic,1018503,72.994
18132,0,0,74170,denmark,526251,68.908
18132,0,0,49081,estonia,117753,63.625
18132,0,0,96492,finland,1177333,62.671
18132,0,0,578701,france,6422072,72.235
18132,0,0,3744577.25,germany,31248097,76.495
18132,0,0,226199.75,hungary,2920437,77.316
18132,0,0,2764019,italy,5121287,77.918
18132,0,0,6888,lithuania,189593,68.634
18132,0,0,3845.5,luxembourg,318674,71.138
18132,0,0,1406425.5,netherlands,7308700,70.965
18132,0,0,37717,norway,1688642,63.154
18132,0,0,2173801,poland,2733574,74.966
18132,0,0,386188,portugal,767627,72.557
18132,0,0,363097,romania,983777,78.675
18132,0,0,65584,slovakia,445821,74.909
18132,0,0,2085258,spain,4118728,75.649
18139,0,0,197592.25,austria,3855279,67.354
18139,0,0,415376,belgium,5307480,59.931
18139,0,0,204432,bosnia_herzegovina,171823,NA
18139,0,0,297845,bulgaria,557116,67.041
18139,0,0,677704,czech_republic,1002993,63.97
18139,0,0,84436,denmark,514263,60.37
18139,0,0,72725,estonia,117353,60.986
18139,0,0,114336,finland,1182641,59.501
18139,0,0,611678,france,6363621,62.218
18139,0,0,3021247.25,germany,30929828,65.974
18139,0,0,204294.5,hungary,2785455,69.448
18139,0,0,2818101,italy,5157859,75.181
18139,0,0,10576,lithuania,188444,61.759
18139,0,0,4195.25,luxembourg,314724,59.688
18139,0,0,1423465.75,netherlands,7071004,60.739
18139,0,0,43185,norway,1761215,53.797
18139,0,0,1999651,poland,2668486,67.427
18139,0,0,296642,portugal,813543,76.084
18139,0,0,392626,romania,945796,71.9
18139,0,0,70611,slovakia,442496,67.601
18139,0,0,1694418,spain,4251667,73.864
18146,0,0,175693,austria,3851678,61.689
18146,0,0,398488,belgium,5394049,59.121
18146,0,0,173816,bosnia_herzegovina,181419,NA
18146,0,0,287747,bulgaria,548623,64.47
18146,0,0,693840,czech_republic,1009512,58.369
18146,0,0,84658,denmark,524543,58.461
18146,0,0,83895,estonia,117557,60.468
18146,0,0,134061,finland,1178873,58.577
18146,0,0,702909,france,6444367,60.841
18146,0,0,3206833.25,germany,31024838,59.528
18146,0,0,208701,hungary,2689315,63.272
18146,0,0,2425510,italy,4727252,71.359
18146,0,0,10925,lithuania,186383,62.277
18146,0,0,4505.25,luxembourg,322391,56.879
18146,0,0,1405166.5,netherlands,7061997,59.029
18146,0,0,46997,norway,1822989,53.822
18146,0,0,1930669,poland,2617599,62.851
18146,0,0,277149,portugal,805224,73.748
18146,0,0,345353,romania,927615,70.273
18146,0,0,67235,slovakia,443465,61.867
18146,0,0,1353894,spain,3920601,67.866
18153,0,0,188724.75,austria,3798883,59.201
18153,0,0,418751,belgium,5322584,57.434
18153,0,0,171372,bosnia_herzegovina,186122,NA
18153,0,0,290489,bulgaria,549639,59.532
18153,0,0,650630,czech_republic,1021725,54.826
18153,0,0,98310,denmark,521393,53.524
18153,0,0,49043,estonia,125875,48.906
18153,0,0,169362,finland,1235785,45.822
18153,0,0,619613,france,6412806,62.996
18153,0,0,3209463.5,germany,31613291,55.134
18153,0,0,196936.5,hungary,2691340,58.686
18153,0,0,2512154,italy,4943264,72.482
18153,0,0,9064,lithuania,185934,50.221
18153,0,0,2730.5,luxembourg,324932,58.161
18153,0,0,1287177.5,netherlands,7064951,56.941
18153,0,0,46940,norway,1920851,50.986
18153,0,0,1813566,poland,2634983,53.006
18153,0,0,414973,portugal,810534,70.518
18153,0,0,344173,romania,914799,66.273
18153,0,0,72131,slovakia,450490,59.225
18153,0,0,1883940,spain,3959957,68.92
18160,0,0,244948.75,austria,3942679,60.665
18160,0,0,438751,belgium,5318552,62.239
18160,0,0,144828,bosnia_herzegovina,176418,NA
18160,0,0,370221,bulgaria,540050,56.526
18160,0,0,715186,czech_republic,1043363,57.914
18160,0,0,82080,denmark,531798,55.901
18160,0,0,59598,estonia,129950,46.67
18160,0,0,253800,finland,1310369,43.433
18160,0,0,558845,france,6350917,62.779
18160,0,0,3835546,germany,31439329,59.342
18160,0,0,226916.75,hungary,2723430,59.443
18160,0,0,2281204,italy,4767612,68.68
18160,0,0,9212,lithuania,194702,45.772
18160,0,0,4274,luxembourg,332232,58.513
18160,0,0,1501354.75,netherlands,7278580,61.51
18160,0,0,47236,norway,1881646,52.234
18160,0,0,2166582,poland,2725876,54.652
18160,0,0,355334,portugal,786213,67.465
18160,0,0,377802,romania,916010,61.396
18160,0,0,76314,slovakia,458418,60.533
18160,0,0,1715996,spain,3935108,66.034
18167,0,0,238373.75,austria,3945740,58.247
18167,0,0,388717,belgium,5258894,55.958
18167,0,0,115699,bosnia_herzegovina,174363,NA
18167,0,0,398431,bulgaria,526064,60.783
18167,0,0,685752,czech_republic,1043350,54.681
18167,0,0,75875,denmark,550060,50.326
18167,0,0,58127,estonia,127235,47.67
18167,0,0,199691,finland,1262296,45.169
18167,0,0,464777,france,6479183,56.577
18167,0,0,2453229.75,germany,31303927,54.108
18167,0,0,228822.5,hungary,2744089,60.233
18167,0,0,2297462,italy,4679520,67.264
18167,0,0,9028,lithuania,196756,49.971
18167,0,0,5400.25,luxembourg,334494,53.176
18167,0,0,1282437,netherlands,7366428,55.961
18167,0,0,44758,norway,1976354,45.26
18167,0,0,1973679,poland,2744318,55.027
18167,0,0,356065,portugal,792541,68.874
18167,0,0,373432,romania,908274,65.884
18167,0,0,78991,slovakia,454080,58.414
18167,0,0,1710856,spain,3927945,67.427
18174,0,0,233617.75,austria,4066315,52.198
18174,0,0,465171,belgium,5406495,54.116
18174,0,0,119225,bosnia_herzegovina,189417,NA
18174,0,0,385364,bulgaria,560363,51.606
18174,0,0,720969,czech_republic,1106339,48.161
18174,0,0,126594,denmark,556751,46.806
18174,0,0,59790,estonia,139652,42.534
18174,0,0,273382,finland,1375127,40.151
18174,0,0,588826,france,6723455,57.395
18174,0,0,3460449.25,germany,32555704,49.604
18174,0,0,250457.25,hungary,2832733,51.559
18174,0,0,2282656,italy,4533922,64.933
18174,0,0,14021,lithuania,199786,42.199
18174,0,0,5918,luxembourg,338512,50.911
18174,0,0,1387846,netherlands,7525957,52.621
18174,0,0,46492,norway,2181971,38.617
18174,0,0,2152885,poland,2828965,47.425
18174,0,0,449397,portugal,785404,69.117
18174,0,0,391412,romania,954437,53.871
18174,0,0,81150,slovakia,467343,51.437
18174,0,0,1838156,spain,3888811,68.869
