t,t0,treatment_period,yit,country,x_temp
18718,0,0,182298,estonia,39.854
18718,0,0,773852,finland,40.139
18718,0,0,2614921,france,48.56
18718,0,0,13632376.5,germany,45.931
18718,0,0,1766188,greece,59.608
18718,0,0,704454.25,hungary,47.757
18718,0,0,33191,latvia,NA
18718,0,0,86900,lithuania,42.709
18718,0,0,24285.5,luxembourg,43.766
18718,0,0,3944211.25,netherlands,44.467
18718,0,0,66310,norway,41.294
18718,0,0,8519991,poland,45.095
18718,0,0,1266661,portugal,61.27
18718,0,0,1340188.5,romania,50.833
18718,0,0,454897,slovakia,47.404
18718,0,0,301723,slovenia,46.033
18718,0,0,4604537,spain,55.749
18748,0,0,294733.75,austria,55.699
18748,0,0,1246937,belgium,52.467
18748,0,0,1299231,bulgaria,60.482
18748,0,0,1823091,czech_republic,51.935
18748,0,0,569496,denmark,52.181
18748,0,0,191263,estonia,49.803
18748,0,0,542284,finland,50.369
18748,0,0,1203040,france,54.818
18748,0,0,10422228.75,germany,54.817
18748,0,0,1433725,greece,72.133
18748,0,0,716479,hungary,57.416
18748,0,0,3978,latvia,NA
18748,0,0,59610,lithuania,51.899
18748,0,0,23020.5,luxembourg,49.651
18748,0,0,3699550,netherlands,52.244
18748,0,0,76711,norway,49.81
18748,0,0,8428290,poland,55.562
18748,0,0,820741,portugal,63.701
18748,0,0,1136993.5,romania,63.8
18748,0,0,251249,slovakia,55.36
18748,0,0,177189,slovenia,54.308
18748,0,0,4005209,spain,64.387
18779,0,0,134780.5,austria,71.045
18779,0,0,1406304,belgium,64.985
18779,0,0,771239,bulgaria,66.545
18779,0,0,2002399,czech_republic,67.262
18779,0,0,528533,denmark,64.342
18779,0,0,269155,estonia,66.041
18779,0,0,317468,finland,65.366
18779,0,0,1436384,france,67.152
18779,0,0,14066405.75,germany,70.275
18779,0,0,1991304,greece,77.338
18779,0,0,732002.5,hungary,73.193
18779,0,0,77125,latvia,NA
18779,0,0,144304,lithuania,67.25
18779,0,0,16870.25,luxembourg,64.682
18779,0,0,4155951,netherlands,64.086
18779,0,0,69687,norway,61.817
18779,0,0,9146944,poland,69.555
18779,0,0,1371818,portugal,67.089
18779,0,0,1277244.5,romania,70.427
18779,0,0,394729,slovakia,71.182
18779,0,0,127856,slovenia,69.678
18779,0,0,5154427,spain,72.55
18809,0,0,124173,austria,72.37
18809,0,0,1141790,belgium,64.865
18809,0,0,1259566,bulgaria,74.11
18809,0,0,2330519,czech_republic,67.66
18809,0,0,544396,denmark,67.536
18809,0,0,288562,estonia,69.733
18809,0,0,274611,finland,68.444
18809,0,0,1430077,france,67.413
18809,0,0,12828191.75,germany,69.793
18809,0,0,2468132,greece,85.794
18809,0,0,761771.75,hungary,77.405
18809,0,0,123993,latvia,NA
18809,0,0,106007,lithuania,72.106
18809,0,0,16727.25,luxembourg,62.923
18809,0,0,4338789.75,netherlands,64.683
18809,0,0,75152,norway,67.242
18809,0,0,9666181,poland,73.079
18809,0,0,1161973,portugal,70.722
18809,0,0,1543514.25,romania,78.82
18809,0,0,332851,slovakia,73.262
18809,0,0,146922,slovenia,71.76
18809,0,0,4818473,spain,77.799
18840,0,0,111604.5,austria,67.166
18840,0,0,1032684,belgium,63.231
18840,0,0,1507270,bulgaria,74.631
18840,0,0,2232366,czech_republic,63.508
18840,0,0,459001,denmark,61.603
18840,0,0,243960,estonia,60.389
18840,0,0,386910,finland,59.945
18840,0,0,908685,france,66.046
18840,0,0,11763104.75,germany,64.754
18840,0,0,2593833,greece,86.366
18840,0,0,764524.5,hungary,70.879
18840,0,0,14452,latvia,NA
18840,0,0,62774,lithuania,61.089
18840,0,0,17314.5,luxembourg,61.731
18840,0,0,3447386,netherlands,63.14
18840,0,0,72565,norway,61.336
18840,0,0,9582263,poland,64.029
18840,0,0,1043741,portugal,71.687
18840,0,0,1489379,romania,78.683
18840,0,0,249445,slovakia,67.974
18840,0,0,340818,slovenia,67.553
18840,0,0,5116133,spain,80.303
18871,0,0,215325.5,austria,63.111
18871,0,0,952981,belgium,62.161
18871,0,0,1840698,bulgaria,62.919
18871,0,0,2367965,czech_republic,61.321
18871,0,0,613859,denmark,59.151
18871,0,0,355322,estonia,51.328
18871,0,0,625559,finland,49.61
18871,0,0,1936539,france,65.146
18871,0,0,16527029,germany,61.992
18871,0,0,2101436,greece,75.976
18871,0,0,749844.5,hungary,64.344
18871,0,0,144366,latvia,NA
18871,0,0,151648,lithuania,51.705
18871,0,0,14320,luxembourg,60.091
18871,0,0,4322569.5,netherlands,62.045
18871,0,0,65749,norway,56.476
18871,0,0,10215568,poland,58.315
18871,0,0,1362973,portugal,70.732
18871,0,0,1415488.75,romania,66.248
18871,0,0,407345,slovakia,62.893
18871,0,0,263499,slovenia,62.074
18871,0,0,5976625,spain,69.193
18901,0,0,849876.25,austria,51.865
18901,0,0,965135,belgium,53.276
18901,0,0,2200668,bulgaria,49.678
18901,0,0,3025542,czech_republic,49.68
18901,0,0,553674,denmark,51.556
18901,0,0,324371,estonia,47.726
18901,0,0,585278,finland,46.346
18901,0,0,2217783,france,54.627
18901,0,0,14935441.25,germany,52.347
18901,0,0,1468769,greece,64.882
18901,0,0,850175,hungary,51.588
18901,0,0,83260,latvia,NA
18901,0,0,52752,lithuania,44.818
18901,0,0,22586,luxembourg,49.847
18901,0,0,4168296.25,netherlands,53.845
18901,0,0,71059,norway,48.993
18901,0,0,9654955,poland,50.802
18901,0,0,1071194,portugal,68.476
18901,0,0,1555751,romania,52.469
18901,0,0,369906,slovakia,51.562
18901,0,0,297709,slovenia,49.78
18901,0,0,5404727,spain,61.619
18932,0,0,1456344.25,austria,42.807
18932,0,0,2103135,belgium,43.993
18932,0,0,2111451,bulgaria,46.392
18932,0,0,3580914,czech_republic,40.575
18932,0,0,812059,denmark,44.461
18932,0,0,421086,estonia,37.491
18932,0,0,825949,finland,35.049
18932,0,0,4951637,france,44.567
18932,0,0,19371237.75,germany,43.675
18932,0,0,1903170,greece,60.677
18932,0,0,1050594,hungary,43.478
18932,0,0,145819,latvia,NA
18932,0,0,32433,lithuania,36.721
18932,0,0,26918,luxembourg,40.487
18932,0,0,5921504.5,netherlands,46.575
18932,0,0,75014,norway,37.046
18932,0,0,10607217,poland,42.34
18932,0,0,1245936,portugal,58.238
18932,0,0,1735562.25,romania,47.897
18932,0,0,476035,slovakia,42.386
18932,0,0,359548,slovenia,43.078
18932,0,0,7320364,spain,48.126
18962,1,0,1407675,austria,37.622
18962,1,0,1780164,belgium,42.473
18962,1,0,2241422,bulgaria,36.918
18962,1,0,3606726,czech_republic,35.617
18962,1,0,1086297,denmark,35.675
18962,1,0,541247,estonia,24.376
18962,1,0,1481747,finland,20.722
18962,1,0,4728565,france,44.371
18962,1,0,18606545.25,germany,36.092
18962,1,0,2101563,greece,53.057
18962,1,0,1070813.25,hungary,35.363
18962,1,0,265027,latvia,NA
18962,1,0,77442,lithuania,24.214
18962,1,0,27926,luxembourg,39.495
18962,1,0,5740253.5,netherlands,41.976
18962,1,0,68349,norway,26.382
18962,1,0,11207602,poland,30.642
18962,1,0,964601,portugal,57.66
18962,1,0,1771856.5,romania,37.291
18962,1,0,459041,slovakia,36.267
18962,1,0,346545,slovenia,34.516
18962,1,0,6399283,spain,48.396
18993,0,1,1415107.5,austria,37.556
18993,0,1,2024050,belgium,40.189
18993,0,1,2436380,bulgaria,32.122
18993,0,1,3471829,czech_republic,36.101
18993,0,1,927170,denmark,38.685
18993,0,1,455127,estonia,28.268
18993,0,1,1092583,finland,26.217
18993,0,1,5367251,france,40.795
18993,0,1,18711366.5,germany,38.535
18993,0,1,1869489,greece,48.068
18993,0,1,1010260.5,hungary,35.054
18993,0,1,165461,latvia,NA
18993,0,1,24008,lithuania,27.903
18993,0,1,27734.75,luxembourg,36.609
18993,0,1,5563516,netherlands,42.185
18993,0,1,73849,norway,31.818
18993,0,1,10372513,poland,33.978
18993,0,1,1238739,portugal,54.766
18993,0,1,1772081.25,romania,37.123
18993,0,1,443360,slovakia,36.507
18993,0,1,364617,slovenia,34.398
18993,0,1,7189131,spain,44.621
19024,0,1,1141285.75,austria,42.8
19024,0,1,1114278,belgium,44.214
19024,0,1,2120592,bulgaria,38.62
19024,0,1,2663240,czech_republic,40.46
19024,0,1,669858,denmark,39.169
19024,0,1,272652,estonia,31.307
19024,0,1,895264,finland,28.168
19024,0,1,3930611,france,45.509
19024,0,1,13297132.25,germany,41.874
19024,0,1,1677928,greece,52.688
19024,0,1,917854.25,hungary,41.496
19024,0,1,35427,latvia,NA
19024,0,1,15919,lithuania,32.173
19024,0,1,21094,luxembourg,40.716
19024,0,1,3253346.5,netherlands,44.338
19024,0,1,67895,norway,33.532
19024,0,1,8534423,poland,38.372
19024,0,1,1032030,portugal,57.387
19024,0,1,1630949.25,romania,43.118
19024,0,1,332839,slovakia,42.172
19024,0,1,325213,slovenia,40.774
19024,0,1,5858863,spain,50.054
19052,0,1,1340252.75,austria,44.475
19052,0,1,1581271,belgium,47.749
19052,0,1,2414895,bulgaria,37.265
19052,0,1,3452828,czech_republic,41.714
19052,0,1,1038051,denmark,39.855
19052,0,1,446460,estonia,33.934
19052,0,1,849429,finland,32.464
19052,0,1,4503389,france,50.181
19052,0,1,19669183,germany,43.895
19052,0,1,2433966,greece,49.587
19052,0,1,896624.5,hungary,42.435
19052,0,1,9273,latvia,NA
19052,0,1,82795,lithuania,35.223
19052,0,1,20036,luxembourg,45.222
19052,0,1,5022057,netherlands,46.499
19052,0,1,74352,norway,38.293
19052,0,1,10739969,poland,39.954
19052,0,1,1134090,portugal,57.225
19052,0,1,1401456,romania,42.912
19052,0,1,254611,slovakia,43.307
19052,0,1,428596,slovenia,41.979
19052,0,1,5581871,spain,50.282
19083,0,1,688154,austria,49.373
19083,0,1,1076950,belgium,50.086
19083,0,1,1725258,bulgaria,50.647
19083,0,1,2213277,czech_republic,45.981
19083,0,1,605020,denmark,44.12
19083,0,1,244000,estonia,38.441
19083,0,1,642566,finland,38.12
19083,0,1,2768970,france,52.666
19083,0,1,13794976.25,germany,48.35
19083,0,1,936079,greece,63.014
19083,0,1,568597.75,hungary,49.916
19083,0,1,7839,latvia,NA
19083,0,1,41837,lithuania,42.631
19083,0,1,17940.5,luxembourg,47.836
19083,0,1,3301660,netherlands,49.467
19083,0,1,61417,norway,44.379
19083,0,1,8734290,poland,45.495
19083,0,1,910644,portugal,59.186
19083,0,1,1081703.75,romania,54.735
19083,0,1,220836,slovakia,48.897
19083,0,1,225025,slovenia,49.349
19083,0,1,4377307,spain,54.203
19113,0,1,542268.25,austria,63.409
19113,0,1,1268072,belgium,59.145
19113,0,1,1748340,bulgaria,61.298
19113,0,1,2247868,czech_republic,60.272
19113,0,1,594166,denmark,53.966
19113,0,1,303995,estonia,48.999
19113,0,1,654071,finland,48.785
19113,0,1,2587380,france,62.183
19113,0,1,12744104.5,germany,59.85
19113,0,1,1280717,greece,71.252
19113,0,1,615363,hungary,64.671
19113,0,1,12926,latvia,NA
19113,0,1,34991,lithuania,52.453
19113,0,1,14165.5,luxembourg,57.97
19113,0,1,3528196.75,netherlands,57.056
19113,0,1,55707,norway,52.469
19113,0,1,8750259,poland,57.39
19113,0,1,1165518,portugal,68.345
19113,0,1,1492779,romania,66.016
19113,0,1,200702,slovakia,63.012
19113,0,1,225433,slovenia,62.817
19113,0,1,4901925.5,spain,68.62
19144,0,1,186222.5,austria,70.985
19144,0,1,1412399,belgium,63.605
19144,0,1,1538181,bulgaria,68.204
19144,0,1,2519263,czech_republic,68.007
19144,0,1,441741,denmark,60.982
19144,0,1,285879,estonia,61.824
19144,0,1,353202,finland,61.532
19144,0,1,2202482,france,67.388
19144,0,1,13262030.75,germany,68.637
19144,0,1,1913317,greece,81.031
19144,0,1,627260.75,hungary,73.136
19144,0,1,974,latvia,NA
19144,0,1,67046,lithuania,65.764
19144,0,1,12695,luxembourg,63.908
19144,0,1,4659971.75,netherlands,62.478
19144,0,1,100000,norway,62.044
19144,0,1,8683936,poland,67.944
19144,0,1,1313130,portugal,69.003
19144,0,1,1543524,romania,74.791
19144,0,1,169509,slovakia,71.123
19144,0,1,247611,slovenia,71.588
19144,0,1,7166438,spain,76.239
19174,0,1,219754.25,austria,72.411
19174,0,1,1727574,belgium,66.345
19174,0,1,1651582,bulgaria,72.762
19174,0,1,2341612,czech_republic,67.76
19174,0,1,414867,denmark,63.835
19174,0,1,238105,estonia,64.515
19174,0,1,259911,finland,63.861
19174,0,1,2699836,france,72.115
19174,0,1,14818882,germany,68.646
19174,0,1,2567355,greece,84.141
19174,0,1,691990.75,hungary,76.149
19174,0,1,1514,latvia,NA
19174,0,1,69597,lithuania,64.758
19174,0,1,11696.5,luxembourg,67.107
19174,0,1,4328142.25,netherlands,65.305
19174,0,1,133988,norway,63.284
19174,0,1,8171400,poland,67.714
19174,0,1,1333840,portugal,76.698
19174,0,1,1497408.25,romania,80.167
19174,0,1,167139,slovakia,72.293
19174,0,1,224464,slovenia,73.305
19174,0,1,8318481,spain,84.881
19205,0,1,222302.5,austria,72.885
19205,0,1,2042158,belgium,70.101
19205,0,1,1671421,bulgaria,72.436
19205,0,1,2682542,czech_republic,69.396
19205,0,1,441824,denmark,66.321
19205,0,1,239560,estonia,67.317
19205,0,1,337895,finland,65.606
19205,0,1,2626033,france,73.281
19205,0,1,15259505.25,germany,72.033
19205,0,1,2619294,greece,83.414
19205,0,1,749188.25,hungary,76.888
19205,0,1,91562,latvia,NA
19205,0,1,106527,lithuania,69.718
19205,0,1,11494.75,luxembourg,69.649
19205,0,1,4723653.25,netherlands,68.852
19205,0,1,156844,norway,63.368
19205,0,1,9301091,poland,72.635
19205,0,1,1361689,portugal,72.578
19205,0,1,1490453.5,romania,80.637
19205,0,1,158810,slovakia,72.843
19205,0,1,256008,slovenia,72.193
19205,0,1,8107731,spain,81.696
19236,0,1,672474.75,austria,60.432
19236,0,1,1713076,belgium,59.726
19236,0,1,1570771,bulgaria,61.846
19236,0,1,2459993,czech_republic,57.272
19236,0,1,468814,denmark,56.992
19236,0,1,317777,estonia,50.295
19236,0,1,363733,finland,49.899
19236,0,1,2695665,france,62.608
19236,0,1,14563340,germany,58.493
19236,0,1,1380712,greece,76.826
19236,0,1,665636.75,hungary,61.593
19236,0,1,70953,latvia,NA
19236,0,1,30985,lithuania,52.184
19236,0,1,8824.5,luxembourg,57.318
19236,0,1,4358011.75,netherlands,60.123
19236,0,1,136522,norway,53.892
19236,0,1,8443838,poland,55.702
19236,0,1,1161599,portugal,71.172
19236,0,1,1367467.25,romania,67.113
19236,0,1,180342,slovakia,60.318
19236,0,1,156368,slovenia,60.111
19236,0,1,7085489,spain,70.378
19266,0,1,729548.75,austria,57.819
19266,0,1,1885840,belgium,57.858
19266,0,1,1626749,bulgaria,53.79
19266,0,1,2481689,czech_republic,54.796
19266,0,1,476299,denmark,53.78
19266,0,1,345779,estonia,47.734
19266,0,1,534576,finland,45.967
19266,0,1,3228460,france,60.94
19266,0,1,13134082.25,germany,56.869
19266,0,1,1016063,greece,68.752
19266,0,1,828074.75,hungary,56.4
19266,0,1,8081,latvia,NA
19266,0,1,45513,lithuania,48.675
19266,0,1,12207.75,luxembourg,55.563
19266,0,1,4231588.5,netherlands,56.514
19266,0,1,146000,norway,46.741
19266,0,1,8937004,poland,53.642
19266,0,1,1228257,portugal,69.178
19266,0,1,1404238,romania,60.012
19266,0,1,234315,slovakia,55.74
19266,0,1,141588,slovenia,58.038
19266,0,1,7014355,spain,65.764
19297,0,1,1082038.75,austria,45.407
19297,0,1,1266629,belgium,48.546
19297,0,1,2025266,bulgaria,47.791
19297,0,1,3009455,czech_republic,41.93
19297,0,1,616441,denmark,45.78
19297,0,1,425972,estonia,36.253
19297,0,1,900847,finland,36.466
19297,0,1,3998829,france,49.832
19297,0,1,15759746.75,germany,43.819
19297,0,1,1401209,greece,62.437
19297,0,1,841134.25,hungary,45.298
19297,0,1,221014,latvia,NA
19297,0,1,81328,lithuania,36.048
19297,0,1,16766.25,luxembourg,45.745
19297,0,1,3759489.25,netherlands,47.993
19297,0,1,132329,norway,40.454
19297,0,1,10157100,poland,40.395
19297,0,1,1226953,portugal,60.801
19297,0,1,1719779.25,romania,50.16
19297,0,1,278851,slovakia,44.721
19297,0,1,68102,slovenia,45.588
19297,0,1,5200415,spain,53.143
19327,0,1,1117609.25,austria,37.067
19327,0,1,1911953,belgium,39.701
19327,0,1,2067467,bulgaria,40.252
19327,0,1,3514798,czech_republic,35.21
19327,0,1,876783,denmark,34.852
19327,0,1,439715,estonia,26.502
19327,0,1,1191916,finland,27.153
19327,0,1,4661480,france,41.568
19327,0,1,17342130.75,germany,35.688
19327,0,1,1757942,greece,57.838
19327,0,1,838960.5,hungary,37.228
19327,0,1,315388,latvia,NA
19327,0,1,131679,lithuania,26.28
19327,0,1,18322,luxembourg,37.466
19327,0,1,5209115,netherlands,39.858
19327,0,1,141318,norway,24.263
19327,0,1,10042419,poland,33.19
19327,0,1,782327,portugal,59.23
19327,0,1,1590718.5,romania,39.754
19327,0,1,316025,slovakia,36.299
19327,0,1,190876,slovenia,38.696
19327,0,1,4759312,spain,49.009
19358,0,1,944678.25,austria,45.555
19358,0,1,1639256,belgium,55.365
19358,0,1,1996789,bulgaria,40.19
19358,0,1,2990831,czech_republic,54.995
19358,0,1,737129,denmark,48.585
19358,0,1,307722,estonia,35.26
19358,0,1,798260,finland,32.325
19358,0,1,3949996,france,55.74
19358,0,1,15861826,germany,56.35
19358,0,1,1200825,greece,55.605
19358,0,1,765379.75,hungary,44.59
19358,0,1,138624,latvia,NA
19358,0,1,51415,lithuania,49.98
19358,0,1,14082.5,luxembourg,52.815
19358,0,1,3857124.25,netherlands,54.39
19358,0,1,142208,norway,23.91
19358,0,1,9434016,poland,57.39
19358,0,1,528621,portugal,59.73
19358,0,1,1700739.25,romania,49.265
19358,0,1,285688,slovakia,45.125
19358,0,1,223524,slovenia,50.29
19358,0,1,3276152,spain,52.77
19389,0,1,968719.25,austria,NA
19389,0,1,1831740,belgium,NA
19389,0,1,1731702,bulgaria,NA
19389,0,1,2781407,czech_republic,NA
19389,0,1,666772,denmark,NA
19389,0,1,267372,estonia,NA
19389,0,1,754472,finland,NA
19389,0,1,4530246,france,NA
19389,0,1,17562375.5,germany,NA
19389,0,1,1354802,greece,NA
19389,0,1,803912.25,hungary,NA
19389,0,1,206701,latvia,NA
19389,0,1,43023,lithuania,NA
19389,0,1,12846,luxembourg,NA
19389,0,1,4401849,netherlands,NA
19389,0,1,125013,norway,NA
19389,0,1,8414111,poland,NA
19389,0,1,1079760,portugal,NA
19389,0,1,1532089.25,romania,NA
19389,0,1,320853,slovakia,NA
19389,0,1,250204,slovenia,NA
19389,0,1,4984651,spain,NA
19417,0,1,740729.5,austria,NA
19417,0,1,1600564,belgium,NA
19417,0,1,1285486,bulgaria,NA
19417,0,1,2319928,czech_republic,NA
19417,0,1,631453,denmark,NA
19417,0,1,239302,estonia,NA
19417,0,1,764629,finland,NA
19417,0,1,3226263,france,NA
19417,0,1,14399505.75,germany,NA
19417,0,1,1249704,greece,NA
19417,0,1,712640,hungary,NA
19417,0,1,150129,latvia,NA
19417,0,1,58899,lithuania,NA
19417,0,1,14156.25,luxembourg,NA
19417,0,1,3751420,netherlands,NA
19417,0,1,132876,norway,NA
19417,0,1,8346363,poland,NA
19417,0,1,570566,portugal,NA
19417,0,1,1170756.75,romania,NA
19417,0,1,266435,slovakia,NA
19417,0,1,242170,slovenia,NA
19417,0,1,4042943,spain,NA
19448,0,1,596190.5,austria,NA
19448,0,1,1173540,belgium,NA
19448,0,1,981602,bulgaria,NA
19448,0,1,2213278,czech_republic,NA
19448,0,1,453449,denmark,NA
19448,0,1,132451,estonia,NA
19448,0,1,430476,finland,NA
19448,0,1,1606503,france,NA
19448,0,1,11905520.75,germany,NA
19448,0,1,1252003,greece,NA
19448,0,1,599871.5,hungary,NA
19448,0,1,12624,latvia,NA
19448,0,1,58726,lithuania,NA
19448,0,1,11244.75,luxembourg,NA
19448,0,1,3082971.75,netherlands,NA
19448,0,1,148614,norway,NA
19448,0,1,7525690,poland,NA
19448,0,1,451460,portugal,NA
19448,0,1,1014951.75,romania,NA
19448,0,1,212010,slovakia,NA
19448,0,1,201451,slovenia,NA
19448,0,1,3537352,spain,NA
19478,0,1,275213.25,austria,NA
19478,0,1,1051215,belgium,NA
19478,0,1,809840,bulgaria,NA
19478,0,1,1410958,czech_republic,NA
19478,0,1,294329,denmark,NA
19478,0,1,156704,estonia,NA
19478,0,1,249322.25,finland,NA
19478,0,1,1113480,france,NA
19478,0,1,9679723,germany,NA
19478,0,1,1005279,greece,NA
19478,0,1,545255.75,hungary,NA
19478,0,1,29,latvia,NA
19478,0,1,48070,lithuania,NA
19478,0,1,12017,luxembourg,NA
19478,0,1,2853964.5,netherlands,NA
19478,0,1,64617,norway,NA
19478,0,1,7113351,poland,NA
19478,0,1,605753,portugal,NA
19478,0,1,903538,romania,NA
19478,0,1,202865,slovakia,NA
19478,0,1,112939,slovenia,NA
19478,0,1,4088229,spain,NA
19509,0,1,89350.25,austria,NA
19509,0,1,1321934,belgium,NA
19509,0,1,511536,bulgaria,NA
19509,0,1,1349780,czech_republic,NA
19509,0,1,268569,denmark,NA
19509,0,1,163194,estonia,NA
19509,0,1,172444,finland,NA
19509,0,1,1518687,france,NA
19509,0,1,9862411.75,germany,NA
19509,0,1,1371766,greece,NA
19509,0,1,503830.75,hungary,NA
19509,0,1,56502,latvia,NA
19509,0,1,80538,lithuania,NA
19509,0,1,9583,luxembourg,NA
19509,0,1,2827163.25,netherlands,NA
19509,0,1,43029,norway,NA
19509,0,1,6527262,poland,NA
19509,0,1,889890,portugal,NA
19509,0,1,715954.75,romania,NA
19509,0,1,228445,slovakia,NA
19509,0,1,257546,slovenia,NA
19509,0,1,5072567,spain,NA
19539,0,1,30933.25,austria,NA
19539,0,1,205814,belgium,NA
19539,0,1,140372,bulgaria,NA
19539,0,1,284996,czech_republic,NA
19539,0,1,74792,denmark,NA
19539,0,1,25898,estonia,NA
19539,0,1,33201.25,finland,NA
19539,0,1,273153,france,NA
19539,0,1,1856311.25,germany,NA
19539,0,1,362382,greece,NA
19539,0,1,130583.5,hungary,NA
19539,0,1,10734,lithuania,NA
19539,0,1,2307.25,luxembourg,NA
19539,0,1,335116.75,netherlands,NA
19539,0,1,12121,norway,NA
19539,0,1,1505716,poland,NA
19539,0,1,242518,portugal,NA
19539,0,1,177360.25,romania,NA
19539,0,1,40173,slovakia,NA
19539,0,1,43534,slovenia,NA
19539,0,1,1092838,spain,NA
