mth,country,category,category_group,mwh
2015-01-01,austria,biomass,renewable_ex_nuclear,186635
2015-01-01,austria,fossil_gas,fossil,924454.25
2015-01-01,austria,fossil_hard_coal,fossil,210535.75
2015-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,508485.75
2015-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1476202.75
2015-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,274885.5
2015-01-01,austria,other,other,223254.75
2015-01-01,austria,solar,renewable_ex_nuclear,11730.75
2015-01-01,austria,wind_onshore,renewable_ex_nuclear,430807.75
2016-01-01,austria,biomass,renewable_ex_nuclear,188850
2016-01-01,austria,fossil_gas,fossil,1011132.75
2016-01-01,austria,fossil_hard_coal,fossil,199478.75
2016-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,541888
2016-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1166971.75
2016-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,166019.75
2016-01-01,austria,other,other,13728
2016-01-01,austria,solar,renewable_ex_nuclear,17030.5
2016-01-01,austria,waste,fossil,62400
2016-01-01,austria,wind_onshore,renewable_ex_nuclear,346430.5
2017-01-01,austria,biomass,renewable_ex_nuclear,197869
2017-01-01,austria,fossil_gas,fossil,1951801.75
2017-01-01,austria,fossil_hard_coal,fossil,272463
2017-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,822112
2017-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,976631.75
2017-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,263732.25
2017-01-01,austria,other,other,14256
2017-01-01,austria,solar,renewable_ex_nuclear,17339
2017-01-01,austria,waste,fossil,64800
2017-01-01,austria,wind_onshore,renewable_ex_nuclear,501531.25
2018-01-01,austria,biomass,renewable_ex_nuclear,206463
2018-01-01,austria,fossil_gas,fossil,992410.75
2018-01-01,austria,fossil_hard_coal,fossil,184304.75
2018-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,652805
2018-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2195896.75
2018-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,293107.75
2018-01-01,austria,other,other,14256
2018-01-01,austria,solar,renewable_ex_nuclear,29601.5
2018-01-01,austria,waste,fossil,64800
2018-01-01,austria,wind_onshore,renewable_ex_nuclear,540830
2019-01-01,austria,biomass,renewable_ex_nuclear,198864
2019-01-01,austria,fossil_gas,fossil,1352792
2019-01-01,austria,fossil_hard_coal,fossil,154467.75
2019-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,582595.5
2019-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1685424
2019-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,272880.75
2019-01-01,austria,other,other,14256
2019-01-01,austria,solar,renewable_ex_nuclear,12990
2019-01-01,austria,waste,fossil,64800
2019-01-01,austria,wind_onshore,renewable_ex_nuclear,790388
2020-01-01,austria,biomass,renewable_ex_nuclear,129274
2020-01-01,austria,fossil_gas,fossil,1530695.75
2020-01-01,austria,fossil_hard_coal,fossil,99110.25
2020-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,578428.75
2020-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1210633
2020-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,264733.75
2020-01-01,austria,other,other,13728
2020-01-01,austria,solar,renewable_ex_nuclear,15532
2020-01-01,austria,waste,fossil,62400
2020-01-01,austria,wind_onshore,renewable_ex_nuclear,359662
2021-01-01,austria,biomass,renewable_ex_nuclear,114306
2021-01-01,austria,fossil_gas,fossil,1222043
2021-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,552900.75
2021-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1217234.25
2021-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,229044.25
2021-01-01,austria,other,other,13728
2021-01-01,austria,solar,renewable_ex_nuclear,18403
2021-01-01,austria,waste,fossil,62400
2021-01-01,austria,wind_onshore,renewable_ex_nuclear,498733
2022-01-01,austria,biomass,renewable_ex_nuclear,208493
2022-01-01,austria,fossil_gas,fossil,1350307.5
2022-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,643204.25
2022-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1548389
2022-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,234864
2022-01-01,austria,other,other,14256
2022-01-01,austria,solar,renewable_ex_nuclear,20696
2022-01-01,austria,waste,fossil,64800
2022-01-01,austria,wind_onshore,renewable_ex_nuclear,832884
2023-01-01,austria,biomass,renewable_ex_nuclear,158312
2023-01-01,austria,fossil_gas,fossil,879878.25
2023-01-01,austria,hydro_pumped_storage,renewable_ex_nuclear,699134.5
2023-01-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1397512.5
2023-01-01,austria,hydro_water_reservoir,renewable_ex_nuclear,203144.5
2023-01-01,austria,other,other,14256
2023-01-01,austria,solar,renewable_ex_nuclear,20710
2023-01-01,austria,waste,fossil,64800
2023-01-01,austria,wind_onshore,renewable_ex_nuclear,770037
2015-02-01,austria,biomass,renewable_ex_nuclear,178473
2015-02-01,austria,fossil_gas,fossil,966633.5
2015-02-01,austria,fossil_hard_coal,fossil,329677.5
2015-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,437627.25
2015-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,980608.5
2015-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,232831
2015-02-01,austria,other,other,195082.75
2015-02-01,austria,solar,renewable_ex_nuclear,27140
2015-02-01,austria,wind_onshore,renewable_ex_nuclear,395861.75
2016-02-01,austria,biomass,renewable_ex_nuclear,184910
2016-02-01,austria,fossil_gas,fossil,862065
2016-02-01,austria,fossil_hard_coal,fossil,140590.75
2016-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,519938.75
2016-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1826342
2016-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,153286
2016-02-01,austria,other,other,13200
2016-02-01,austria,solar,renewable_ex_nuclear,37742
2016-02-01,austria,waste,fossil,60000
2016-02-01,austria,wind_onshore,renewable_ex_nuclear,561709.5
2017-02-01,austria,biomass,renewable_ex_nuclear,179520
2017-02-01,austria,fossil_gas,fossil,1274934.25
2017-02-01,austria,fossil_hard_coal,fossil,161849
2017-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,562840
2017-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1161749.25
2017-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,86676.75
2017-02-01,austria,other,other,12672
2017-02-01,austria,solar,renewable_ex_nuclear,45584
2017-02-01,austria,waste,fossil,57600
2017-02-01,austria,wind_onshore,renewable_ex_nuclear,365334.75
2018-02-01,austria,biomass,renewable_ex_nuclear,180882
2018-02-01,austria,fossil_gas,fossil,1052788.75
2018-02-01,austria,fossil_hard_coal,fossil,187005
2018-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,647141
2018-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1403863.5
2018-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,319948.25
2018-02-01,austria,other,other,12672
2018-02-01,austria,solar,renewable_ex_nuclear,42369
2018-02-01,austria,waste,fossil,57600
2018-02-01,austria,wind_onshore,renewable_ex_nuclear,413222.5
2019-02-01,austria,biomass,renewable_ex_nuclear,177928
2019-02-01,austria,fossil_gas,fossil,1032233.75
2019-02-01,austria,fossil_hard_coal,fossil,153278.75
2019-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,371593.25
2019-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1453902.75
2019-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,206081.5
2019-02-01,austria,other,other,12672
2019-02-01,austria,solar,renewable_ex_nuclear,27372
2019-02-01,austria,waste,fossil,57600
2019-02-01,austria,wind_onshore,renewable_ex_nuclear,635201
2020-02-01,austria,biomass,renewable_ex_nuclear,125678
2020-02-01,austria,fossil_gas,fossil,840636
2020-02-01,austria,fossil_hard_coal,fossil,90874
2020-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,510313.5
2020-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1790544
2020-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,179134.25
2020-02-01,austria,other,other,13200
2020-02-01,austria,solar,renewable_ex_nuclear,28974
2020-02-01,austria,waste,fossil,60000
2020-02-01,austria,wind_onshore,renewable_ex_nuclear,986366
2021-02-01,austria,biomass,renewable_ex_nuclear,104351
2021-02-01,austria,fossil_gas,fossil,969514
2021-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,525680.25
2021-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1679251.25
2021-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,200614.5
2021-02-01,austria,other,other,12672
2021-02-01,austria,solar,renewable_ex_nuclear,37404
2021-02-01,austria,waste,fossil,57600
2021-02-01,austria,wind_onshore,renewable_ex_nuclear,441666
2022-02-01,austria,biomass,renewable_ex_nuclear,185794
2022-02-01,austria,fossil_gas,fossil,1083685.75
2022-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,544440.75
2022-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1331188
2022-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,128087
2022-02-01,austria,other,other,12672
2022-02-01,austria,solar,renewable_ex_nuclear,39709
2022-02-01,austria,waste,fossil,57600
2022-02-01,austria,wind_onshore,renewable_ex_nuclear,885331
2023-02-01,austria,biomass,renewable_ex_nuclear,148161
2023-02-01,austria,fossil_gas,fossil,911119.25
2023-02-01,austria,hydro_pumped_storage,renewable_ex_nuclear,522412.5
2023-02-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1420218
2023-02-01,austria,hydro_water_reservoir,renewable_ex_nuclear,221650.5
2023-02-01,austria,other,other,12672
2023-02-01,austria,solar,renewable_ex_nuclear,47156
2023-02-01,austria,waste,fossil,57600
2023-02-01,austria,wind_onshore,renewable_ex_nuclear,734639
2015-03-01,austria,biomass,renewable_ex_nuclear,201838
2015-03-01,austria,fossil_gas,fossil,921465.5
2015-03-01,austria,fossil_hard_coal,fossil,266793.5
2015-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,430107.75
2015-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1240963.75
2015-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,228117.5
2015-03-01,austria,other,other,232192
2015-03-01,austria,solar,renewable_ex_nuclear,55435.75
2015-03-01,austria,wind_onshore,renewable_ex_nuclear,439973
2016-03-01,austria,biomass,renewable_ex_nuclear,199943
2016-03-01,austria,fossil_gas,fossil,673885.75
2016-03-01,austria,fossil_hard_coal,fossil,165279.25
2016-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,471544.5
2016-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1579564
2016-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,135584
2016-03-01,austria,other,other,14256
2016-03-01,austria,solar,renewable_ex_nuclear,69423
2016-03-01,austria,waste,fossil,64800
2016-03-01,austria,wind_onshore,renewable_ex_nuclear,443441.75
2017-03-01,austria,biomass,renewable_ex_nuclear,190186
2017-03-01,austria,fossil_gas,fossil,755616.25
2017-03-01,austria,fossil_hard_coal,fossil,131217
2017-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,512870.25
2017-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1893196
2017-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,148291
2017-03-01,austria,other,other,13728
2017-03-01,austria,solar,renewable_ex_nuclear,76316.75
2017-03-01,austria,waste,fossil,62400
2017-03-01,austria,wind_onshore,renewable_ex_nuclear,481300.75
2018-03-01,austria,biomass,renewable_ex_nuclear,192088
2018-03-01,austria,fossil_gas,fossil,761881.25
2018-03-01,austria,fossil_hard_coal,fossil,192864
2018-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,529536.75
2018-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1472827
2018-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,213276.25
2018-03-01,austria,other,other,13728
2018-03-01,austria,solar,renewable_ex_nuclear,78584.75
2018-03-01,austria,waste,fossil,62400
2018-03-01,austria,wind_onshore,renewable_ex_nuclear,485412.5
2019-03-01,austria,biomass,renewable_ex_nuclear,192477
2019-03-01,austria,fossil_gas,fossil,542819.5
2019-03-01,austria,fossil_hard_coal,fossil,99292
2019-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,405854.5
2019-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2309900.75
2019-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,236299.5
2019-03-01,austria,other,other,13728
2019-03-01,austria,solar,renewable_ex_nuclear,39762
2019-03-01,austria,waste,fossil,62400
2019-03-01,austria,wind_onshore,renewable_ex_nuclear,654155
2020-03-01,austria,biomass,renewable_ex_nuclear,137569
2020-03-01,austria,fossil_gas,fossil,817382.5
2020-03-01,austria,fossil_hard_coal,fossil,93519
2020-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,609343.75
2020-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1884747.5
2020-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,265852.75
2020-03-01,austria,other,other,14256
2020-03-01,austria,solar,renewable_ex_nuclear,52390
2020-03-01,austria,waste,fossil,64800
2020-03-01,austria,wind_onshore,renewable_ex_nuclear,735418
2021-03-01,austria,biomass,renewable_ex_nuclear,119137
2021-03-01,austria,fossil_gas,fossil,967284.5
2021-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,381057.75
2021-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1504645.5
2021-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,188143.25
2021-03-01,austria,other,other,14256
2021-03-01,austria,solar,renewable_ex_nuclear,64781
2021-03-01,austria,waste,fossil,64800
2021-03-01,austria,wind_onshore,renewable_ex_nuclear,562212
2022-03-01,austria,biomass,renewable_ex_nuclear,208752
2022-03-01,austria,fossil_gas,fossil,1275452.75
2022-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,676741.25
2022-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1332001.5
2022-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,191574
2022-03-01,austria,other,other,14256
2022-03-01,austria,solar,renewable_ex_nuclear,75723
2022-03-01,austria,waste,fossil,64800
2022-03-01,austria,wind_onshore,renewable_ex_nuclear,489884
2023-03-01,austria,biomass,renewable_ex_nuclear,164085
2023-03-01,austria,fossil_gas,fossil,678329.5
2023-03-01,austria,hydro_pumped_storage,renewable_ex_nuclear,573344
2023-03-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1645269.75
2023-03-01,austria,hydro_water_reservoir,renewable_ex_nuclear,223828.5
2023-03-01,austria,other,other,13728
2023-03-01,austria,solar,renewable_ex_nuclear,82140
2023-03-01,austria,waste,fossil,62400
2023-03-01,austria,wind_onshore,renewable_ex_nuclear,720524
2015-04-01,austria,biomass,renewable_ex_nuclear,190076
2015-04-01,austria,fossil_gas,fossil,633674.75
2015-04-01,austria,fossil_hard_coal,fossil,151815
2015-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,363462
2015-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1780205.5
2015-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,163714.5
2015-04-01,austria,other,other,432485.25
2015-04-01,austria,solar,renewable_ex_nuclear,79300.5
2015-04-01,austria,wind_onshore,renewable_ex_nuclear,473596
2016-04-01,austria,biomass,renewable_ex_nuclear,175682
2016-04-01,austria,fossil_gas,fossil,428475.75
2016-04-01,austria,fossil_hard_coal,fossil,103160.25
2016-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,377845
2016-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2042647.75
2016-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,212310
2016-04-01,austria,other,other,13200
2016-04-01,austria,solar,renewable_ex_nuclear,87714.5
2016-04-01,austria,waste,fossil,60000
2016-04-01,austria,wind_onshore,renewable_ex_nuclear,421298.25
2017-04-01,austria,biomass,renewable_ex_nuclear,190277
2017-04-01,austria,fossil_gas,fossil,444070
2017-04-01,austria,fossil_hard_coal,fossil,54874.5
2017-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,478055.75
2017-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1827155
2017-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,207531.5
2017-04-01,austria,other,other,13728
2017-04-01,austria,solar,renewable_ex_nuclear,100697.5
2017-04-01,austria,waste,fossil,62400
2017-04-01,austria,wind_onshore,renewable_ex_nuclear,621970.75
2018-04-01,austria,biomass,renewable_ex_nuclear,181525
2018-04-01,austria,fossil_gas,fossil,213451.75
2018-04-01,austria,fossil_hard_coal,fossil,45266.25
2018-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,508870
2018-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2614786.75
2018-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,326059
2018-04-01,austria,other,other,13728
2018-04-01,austria,solar,renewable_ex_nuclear,138788.25
2018-04-01,austria,waste,fossil,62400
2018-04-01,austria,wind_onshore,renewable_ex_nuclear,581255
2019-04-01,austria,biomass,renewable_ex_nuclear,182625
2019-04-01,austria,fossil_gas,fossil,448341.75
2019-04-01,austria,fossil_hard_coal,fossil,77027.5
2019-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,432606
2019-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2348850.75
2019-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,304597.25
2019-04-01,austria,other,other,13728
2019-04-01,austria,solar,renewable_ex_nuclear,58322
2019-04-01,austria,waste,fossil,62400
2019-04-01,austria,wind_onshore,renewable_ex_nuclear,733121
2020-04-01,austria,biomass,renewable_ex_nuclear,129807
2020-04-01,austria,fossil_gas,fossil,361971.5
2020-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,628017.25
2020-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1903236
2020-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,252971.75
2020-04-01,austria,other,other,13728
2020-04-01,austria,solar,renewable_ex_nuclear,88306
2020-04-01,austria,waste,fossil,62400
2020-04-01,austria,wind_onshore,renewable_ex_nuclear,385892
2021-04-01,austria,biomass,renewable_ex_nuclear,107530
2021-04-01,austria,fossil_gas,fossil,726793.25
2021-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,395800.75
2021-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1579310.5
2021-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,178924.25
2021-04-01,austria,other,other,13200
2021-04-01,austria,solar,renewable_ex_nuclear,79340
2021-04-01,austria,waste,fossil,60000
2021-04-01,austria,wind_onshore,renewable_ex_nuclear,680020
2022-04-01,austria,biomass,renewable_ex_nuclear,180698
2022-04-01,austria,fossil_gas,fossil,628154
2022-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,599666.75
2022-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1750176
2022-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,203220.75
2022-04-01,austria,other,other,13200
2022-04-01,austria,solar,renewable_ex_nuclear,76991
2022-04-01,austria,waste,fossil,60000
2022-04-01,austria,wind_onshore,renewable_ex_nuclear,614661
2023-04-01,austria,biomass,renewable_ex_nuclear,95364
2023-04-01,austria,fossil_gas,fossil,533790.5
2023-04-01,austria,hydro_pumped_storage,renewable_ex_nuclear,511422.5
2023-04-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2295696.75
2023-04-01,austria,hydro_water_reservoir,renewable_ex_nuclear,190086.75
2023-04-01,austria,other,other,13728
2023-04-01,austria,solar,renewable_ex_nuclear,200287
2023-04-01,austria,waste,fossil,62400
2023-04-01,austria,wind_onshore,renewable_ex_nuclear,652325
2015-05-01,austria,biomass,renewable_ex_nuclear,189122
2015-05-01,austria,fossil_gas,fossil,263206
2015-05-01,austria,fossil_hard_coal,fossil,19766.25
2015-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,476935
2015-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2246570.25
2015-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,151962
2015-05-01,austria,other,other,695818.5
2015-05-01,austria,solar,renewable_ex_nuclear,83324.75
2015-05-01,austria,wind_onshore,renewable_ex_nuclear,361832
2016-05-01,austria,biomass,renewable_ex_nuclear,189423
2016-05-01,austria,fossil_gas,fossil,110103
2016-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,555218.25
2016-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2727369
2016-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,338210.75
2016-05-01,austria,other,other,14256
2016-05-01,austria,solar,renewable_ex_nuclear,104114.75
2016-05-01,austria,waste,fossil,64800
2016-05-01,austria,wind_onshore,renewable_ex_nuclear,472298.25
2017-05-01,austria,biomass,renewable_ex_nuclear,192457
2017-05-01,austria,fossil_gas,fossil,133609.75
2017-05-01,austria,fossil_hard_coal,fossil,12310.5
2017-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,509619.25
2017-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2585497
2017-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,398742.75
2017-05-01,austria,other,other,14256
2017-05-01,austria,solar,renewable_ex_nuclear,133195.5
2017-05-01,austria,waste,fossil,64800
2017-05-01,austria,wind_onshore,renewable_ex_nuclear,438129
2018-05-01,austria,biomass,renewable_ex_nuclear,185344
2018-05-01,austria,fossil_gas,fossil,88861
2018-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,535435.25
2018-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2828040.5
2018-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,576925.75
2018-05-01,austria,other,other,14256
2018-05-01,austria,solar,renewable_ex_nuclear,165071.5
2018-05-01,austria,waste,fossil,64800
2018-05-01,austria,wind_onshore,renewable_ex_nuclear,282880.5
2019-05-01,austria,biomass,renewable_ex_nuclear,169536
2019-05-01,austria,fossil_gas,fossil,68278
2019-05-01,austria,fossil_hard_coal,fossil,64251.25
2019-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,453275.5
2019-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2723179.75
2019-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,366102.75
2019-05-01,austria,other,other,13728
2019-05-01,austria,solar,renewable_ex_nuclear,56785
2019-05-01,austria,waste,fossil,62400
2019-05-01,austria,wind_onshore,renewable_ex_nuclear,771201
2020-05-01,austria,biomass,renewable_ex_nuclear,125685
2020-05-01,austria,fossil_gas,fossil,72297.75
2020-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,635168.25
2020-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2355818.25
2020-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,350945.5
2020-05-01,austria,other,other,13728
2020-05-01,austria,solar,renewable_ex_nuclear,86344
2020-05-01,austria,waste,fossil,62400
2020-05-01,austria,wind_onshore,renewable_ex_nuclear,649837
2021-05-01,austria,biomass,renewable_ex_nuclear,112757
2021-05-01,austria,fossil_gas,fossil,229933.75
2021-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,530781
2021-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2928908.5
2021-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,380755.25
2021-05-01,austria,other,other,14256
2021-05-01,austria,solar,renewable_ex_nuclear,87996
2021-05-01,austria,waste,fossil,64800
2021-05-01,austria,wind_onshore,renewable_ex_nuclear,744257
2022-05-01,austria,biomass,renewable_ex_nuclear,191178
2022-05-01,austria,fossil_gas,fossil,477468.25
2022-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,561616.25
2022-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2571902.5
2022-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,387501.75
2022-05-01,austria,other,other,14256
2022-05-01,austria,solar,renewable_ex_nuclear,107464
2022-05-01,austria,waste,fossil,64800
2022-05-01,austria,wind_onshore,renewable_ex_nuclear,311905
2023-05-01,austria,biomass,renewable_ex_nuclear,62477
2023-05-01,austria,fossil_gas,fossil,210413.25
2023-05-01,austria,hydro_pumped_storage,renewable_ex_nuclear,572324
2023-05-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,3391844
2023-05-01,austria,hydro_water_reservoir,renewable_ex_nuclear,414116.5
2023-05-01,austria,other,other,14256
2023-05-01,austria,solar,renewable_ex_nuclear,256561
2023-05-01,austria,waste,fossil,64800
2023-05-01,austria,wind_onshore,renewable_ex_nuclear,542790
2015-06-01,austria,biomass,renewable_ex_nuclear,178747
2015-06-01,austria,fossil_gas,fossil,178128.25
2015-06-01,austria,fossil_hard_coal,fossil,21622.75
2015-06-01,austria,hydro_pumped_storage,renewable_ex_nuclear,563092.5
2015-06-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2104347.25
2015-06-01,austria,hydro_water_reservoir,renewable_ex_nuclear,174755
2015-06-01,austria,other,other,687063
2015-06-01,austria,solar,renewable_ex_nuclear,85764.5
2015-06-01,austria,wind_onshore,renewable_ex_nuclear,212864.75
2016-06-01,austria,biomass,renewable_ex_nuclear,175686
2016-06-01,austria,fossil_gas,fossil,65821.5
2016-06-01,austria,fossil_hard_coal,fossil,9861.75
2016-06-01,austria,hydro_pumped_storage,renewable_ex_nuclear,464679.25
2016-06-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2999366.5
2016-06-01,austria,hydro_water_reservoir,renewable_ex_nuclear,562261
2016-06-01,austria,other,other,13728
2016-06-01,austria,solar,renewable_ex_nuclear,95323.25
2016-06-01,austria,waste,fossil,62400
2016-06-01,austria,wind_onshore,renewable_ex_nuclear,193339.75
2017-06-01,austria,biomass,renewable_ex_nuclear,172366
2017-06-01,austria,fossil_gas,fossil,350982
2017-06-01,austria,fossil_hard_coal,fossil,13503.75
2017-06-01,austria,hydro_pumped_storage,renewable_ex_nuclear,481697
2017-06-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1965909.75
2017-06-01,austria,hydro_water_reservoir,renewable_ex_nuclear,375380.25
2017-06-01,austria,other,other,13200
2017-06-01,austria,solar,renewable_ex_nuclear,127040
2017-06-01,austria,waste,fossil,60000
2017-06-01,austria,wind_onshore,renewable_ex_nuclear,236019
2018-06-01,austria,biomass,renewable_ex_nuclear,166204
2018-06-01,austria,fossil_gas,fossil,169316.25
2018-06-01,austria,hydro_pumped_storage,renewable_ex_nuclear,425402.25
2018-06-01,austria,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2312168
2018-06-01,austria,hydro_water_reservoir,renewable_ex_nuclear,508134.5
2018-06-01,austria,other,other,13200
2018-06-01,austria,solar,renewable_ex_nuclear,158688
2018-06-01,austria,waste,fossil,60000
