mth,country,category,category_group,mwh
2018-06-01,estonia,other_renewable,renewable_ex_nuclear,4030
2018-06-01,estonia,solar,renewable_ex_nuclear,597
2018-06-01,estonia,waste,fossil,10462
2018-06-01,estonia,wind_onshore,renewable_ex_nuclear,35331
2019-06-01,estonia,biomass,renewable_ex_nuclear,30361
2019-06-01,estonia,fossil_coal_derived_gas,fossil,43111
2019-06-01,estonia,fossil_gas,fossil,930
2019-06-01,estonia,fossil_oil_shale,fossil,117163
2019-06-01,estonia,fossil_peat,fossil,2034
2019-06-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2221
2019-06-01,estonia,other_renewable,renewable_ex_nuclear,4139
2019-06-01,estonia,solar,renewable_ex_nuclear,624
2019-06-01,estonia,waste,fossil,9659
2019-06-01,estonia,wind_onshore,renewable_ex_nuclear,37991
2020-06-01,estonia,biomass,renewable_ex_nuclear,35281
2020-06-01,estonia,fossil_coal_derived_gas,fossil,32133
2020-06-01,estonia,fossil_gas,fossil,1651
2020-06-01,estonia,fossil_oil_shale,fossil,131556
2020-06-01,estonia,fossil_peat,fossil,1639
2020-06-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1214
2020-06-01,estonia,other_renewable,renewable_ex_nuclear,3117
2020-06-01,estonia,solar,renewable_ex_nuclear,16796
2020-06-01,estonia,waste,fossil,9738
2020-06-01,estonia,wind_onshore,renewable_ex_nuclear,38853
2021-06-01,estonia,biomass,renewable_ex_nuclear,24263
2021-06-01,estonia,fossil_coal_derived_gas,fossil,32221
2021-06-01,estonia,fossil_gas,fossil,1649
2021-06-01,estonia,fossil_oil_shale,fossil,223935
2021-06-01,estonia,fossil_peat,fossil,907
2021-06-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1665
2021-06-01,estonia,other_renewable,renewable_ex_nuclear,2982
2021-06-01,estonia,solar,renewable_ex_nuclear,56702
2021-06-01,estonia,waste,fossil,10443
2021-06-01,estonia,wind_onshore,renewable_ex_nuclear,27260
2022-06-01,estonia,biomass,renewable_ex_nuclear,113510
2022-06-01,estonia,fossil_coal_derived_gas,fossil,33836
2022-06-01,estonia,fossil_gas,fossil,1624
2022-06-01,estonia,fossil_oil_shale,fossil,240569
2022-06-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1599
2022-06-01,estonia,other_renewable,renewable_ex_nuclear,1870
2022-06-01,estonia,solar,renewable_ex_nuclear,76080
2022-06-01,estonia,waste,fossil,9850
2022-06-01,estonia,wind_onshore,renewable_ex_nuclear,27492
2023-06-01,estonia,biomass,renewable_ex_nuclear,28071
2023-06-01,estonia,fossil_coal_derived_gas,fossil,28835
2023-06-01,estonia,fossil_gas,fossil,1112
2023-06-01,estonia,fossil_oil_shale,fossil,122877
2023-06-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,19
2023-06-01,estonia,other_renewable,renewable_ex_nuclear,1054
2023-06-01,estonia,solar,renewable_ex_nuclear,104733
2023-06-01,estonia,waste,fossil,10370
2023-06-01,estonia,wind_onshore,renewable_ex_nuclear,37349
2015-07-01,estonia,biomass,renewable_ex_nuclear,22849
2015-07-01,estonia,fossil_coal_derived_gas,fossil,8626
2015-07-01,estonia,fossil_gas,fossil,3711
2015-07-01,estonia,fossil_oil_shale,fossil,374584
2015-07-01,estonia,fossil_peat,fossil,1723
2015-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2459
2015-07-01,estonia,other_renewable,renewable_ex_nuclear,4275
2015-07-01,estonia,waste,fossil,4793
2015-07-01,estonia,wind_onshore,renewable_ex_nuclear,31378
2016-07-01,estonia,biomass,renewable_ex_nuclear,16590
2016-07-01,estonia,fossil_coal_derived_gas,fossil,22365
2016-07-01,estonia,fossil_gas,fossil,962
2016-07-01,estonia,fossil_oil_shale,fossil,607469
2016-07-01,estonia,fossil_peat,fossil,1652
2016-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1891
2016-07-01,estonia,other_renewable,renewable_ex_nuclear,4096
2016-07-01,estonia,solar,renewable_ex_nuclear,624
2016-07-01,estonia,waste,fossil,5364
2016-07-01,estonia,wind_onshore,renewable_ex_nuclear,32093
2017-07-01,estonia,biomass,renewable_ex_nuclear,39856
2017-07-01,estonia,fossil_coal_derived_gas,fossil,35849
2017-07-01,estonia,fossil_gas,fossil,665
2017-07-01,estonia,fossil_oil_shale,fossil,537972
2017-07-01,estonia,fossil_peat,fossil,3210
2017-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2013
2017-07-01,estonia,other_renewable,renewable_ex_nuclear,4093
2017-07-01,estonia,solar,renewable_ex_nuclear,578
2017-07-01,estonia,waste,fossil,5990
2017-07-01,estonia,wind_onshore,renewable_ex_nuclear,32084
2018-07-01,estonia,biomass,renewable_ex_nuclear,35183
2018-07-01,estonia,fossil_coal_derived_gas,fossil,36058
2018-07-01,estonia,fossil_gas,fossil,886
2018-07-01,estonia,fossil_oil_shale,fossil,545831
2018-07-01,estonia,fossil_peat,fossil,3031
2018-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2421
2018-07-01,estonia,other_renewable,renewable_ex_nuclear,4221
2018-07-01,estonia,solar,renewable_ex_nuclear,621
2018-07-01,estonia,waste,fossil,5856
2018-07-01,estonia,wind_onshore,renewable_ex_nuclear,31766
2019-07-01,estonia,biomass,renewable_ex_nuclear,31852
2019-07-01,estonia,fossil_coal_derived_gas,fossil,40344
2019-07-01,estonia,fossil_gas,fossil,943
2019-07-01,estonia,fossil_oil_shale,fossil,125861
2019-07-01,estonia,fossil_peat,fossil,3245
2019-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2441
2019-07-01,estonia,other_renewable,renewable_ex_nuclear,4125
2019-07-01,estonia,solar,renewable_ex_nuclear,648
2019-07-01,estonia,waste,fossil,5
2019-07-01,estonia,wind_onshore,renewable_ex_nuclear,32520
2020-07-01,estonia,biomass,renewable_ex_nuclear,41041
2020-07-01,estonia,fossil_coal_derived_gas,fossil,26005
2020-07-01,estonia,fossil_gas,fossil,1629
2020-07-01,estonia,fossil_oil_shale,fossil,123490
2020-07-01,estonia,fossil_peat,fossil,2155
2020-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1232
2020-07-01,estonia,other_renewable,renewable_ex_nuclear,3005
2020-07-01,estonia,solar,renewable_ex_nuclear,16627
2020-07-01,estonia,waste,fossil,5153
2020-07-01,estonia,wind_onshore,renewable_ex_nuclear,48065
2021-07-01,estonia,biomass,renewable_ex_nuclear,24020
2021-07-01,estonia,fossil_coal_derived_gas,fossil,26619
2021-07-01,estonia,fossil_gas,fossil,1631
2021-07-01,estonia,fossil_oil_shale,fossil,255735
2021-07-01,estonia,fossil_peat,fossil,1028
2021-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1264
2021-07-01,estonia,other_renewable,renewable_ex_nuclear,2504
2021-07-01,estonia,solar,renewable_ex_nuclear,55569
2021-07-01,estonia,waste,fossil,3549
2021-07-01,estonia,wind_onshore,renewable_ex_nuclear,35953
2022-07-01,estonia,biomass,renewable_ex_nuclear,124133
2022-07-01,estonia,fossil_coal_derived_gas,fossil,20592
2022-07-01,estonia,fossil_gas,fossil,2134
2022-07-01,estonia,fossil_oil_shale,fossil,211207
2022-07-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1456
2022-07-01,estonia,other_renewable,renewable_ex_nuclear,1971
2022-07-01,estonia,solar,renewable_ex_nuclear,70676
2022-07-01,estonia,waste,fossil,4172
2022-07-01,estonia,wind_onshore,renewable_ex_nuclear,25631
2023-07-01,estonia,biomass,renewable_ex_nuclear,6165
2023-07-01,estonia,fossil_coal_derived_gas,fossil,7330
2023-07-01,estonia,fossil_gas,fossil,408
2023-07-01,estonia,fossil_oil_shale,fossil,17667
2023-07-01,estonia,other_renewable,renewable_ex_nuclear,286
2023-07-01,estonia,solar,renewable_ex_nuclear,20167
2023-07-01,estonia,waste,fossil,493
2023-07-01,estonia,wind_onshore,renewable_ex_nuclear,21897
2015-08-01,estonia,biomass,renewable_ex_nuclear,39220
2015-08-01,estonia,fossil_coal_derived_gas,fossil,13886
2015-08-01,estonia,fossil_gas,fossil,3982
2015-08-01,estonia,fossil_oil_shale,fossil,463683
2015-08-01,estonia,fossil_peat,fossil,3880
2015-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2584
2015-08-01,estonia,other_renewable,renewable_ex_nuclear,4922
2015-08-01,estonia,waste,fossil,10346
2015-08-01,estonia,wind_onshore,renewable_ex_nuclear,24832
2016-08-01,estonia,biomass,renewable_ex_nuclear,34253
2016-08-01,estonia,fossil_coal_derived_gas,fossil,35456
2016-08-01,estonia,fossil_gas,fossil,987
2016-08-01,estonia,fossil_oil_shale,fossil,715262
2016-08-01,estonia,fossil_peat,fossil,3073
2016-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1948
2016-08-01,estonia,other_renewable,renewable_ex_nuclear,4289
2016-08-01,estonia,solar,renewable_ex_nuclear,648
2016-08-01,estonia,waste,fossil,10666
2016-08-01,estonia,wind_onshore,renewable_ex_nuclear,36530
2017-08-01,estonia,biomass,renewable_ex_nuclear,36055
2017-08-01,estonia,fossil_coal_derived_gas,fossil,37823
2017-08-01,estonia,fossil_gas,fossil,610
2017-08-01,estonia,fossil_oil_shale,fossil,590664
2017-08-01,estonia,fossil_peat,fossil,3197
2017-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,794
2017-08-01,estonia,other_renewable,renewable_ex_nuclear,2239
2017-08-01,estonia,solar,renewable_ex_nuclear,208
2017-08-01,estonia,waste,fossil,10453
2017-08-01,estonia,wind_onshore,renewable_ex_nuclear,46208
2018-08-01,estonia,biomass,renewable_ex_nuclear,34889
2018-08-01,estonia,fossil_coal_derived_gas,fossil,26551
2018-08-01,estonia,fossil_gas,fossil,987
2018-08-01,estonia,fossil_oil_shale,fossil,614998
2018-08-01,estonia,fossil_peat,fossil,2941
2018-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2391
2018-08-01,estonia,other_renewable,renewable_ex_nuclear,4071
2018-08-01,estonia,solar,renewable_ex_nuclear,598
2018-08-01,estonia,waste,fossil,9450
2018-08-01,estonia,wind_onshore,renewable_ex_nuclear,33847
2019-08-01,estonia,biomass,renewable_ex_nuclear,37762
2019-08-01,estonia,fossil_coal_derived_gas,fossil,33784
2019-08-01,estonia,fossil_gas,fossil,967
2019-08-01,estonia,fossil_oil_shale,fossil,189758
2019-08-01,estonia,fossil_peat,fossil,3051
2019-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2385
2019-08-01,estonia,other_renewable,renewable_ex_nuclear,4207
2019-08-01,estonia,solar,renewable_ex_nuclear,624
2019-08-01,estonia,waste,fossil,6855
2019-08-01,estonia,wind_onshore,renewable_ex_nuclear,31714
2020-08-01,estonia,biomass,renewable_ex_nuclear,44081
2020-08-01,estonia,fossil_coal_derived_gas,fossil,31201
2020-08-01,estonia,fossil_gas,fossil,1480
2020-08-01,estonia,fossil_oil_shale,fossil,296070
2020-08-01,estonia,fossil_peat,fossil,2043
2020-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1278
2020-08-01,estonia,other_renewable,renewable_ex_nuclear,3240
2020-08-01,estonia,solar,renewable_ex_nuclear,16141
2020-08-01,estonia,waste,fossil,10902
2020-08-01,estonia,wind_onshore,renewable_ex_nuclear,30632
2021-08-01,estonia,biomass,renewable_ex_nuclear,21191
2021-08-01,estonia,fossil_coal_derived_gas,fossil,29795
2021-08-01,estonia,fossil_gas,fossil,1694
2021-08-01,estonia,fossil_oil_shale,fossil,200534
2021-08-01,estonia,fossil_peat,fossil,775
2021-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1296
2021-08-01,estonia,other_renewable,renewable_ex_nuclear,2943
2021-08-01,estonia,solar,renewable_ex_nuclear,34382
2021-08-01,estonia,waste,fossil,11162
2021-08-01,estonia,wind_onshore,renewable_ex_nuclear,56415
2022-08-01,estonia,biomass,renewable_ex_nuclear,122856
2022-08-01,estonia,fossil_coal_derived_gas,fossil,28976
2022-08-01,estonia,fossil_gas,fossil,2758
2022-08-01,estonia,fossil_oil_shale,fossil,200038
2022-08-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1306
2022-08-01,estonia,other_renewable,renewable_ex_nuclear,2274
2022-08-01,estonia,solar,renewable_ex_nuclear,69888
2022-08-01,estonia,waste,fossil,7788
2022-08-01,estonia,wind_onshore,renewable_ex_nuclear,30501
2015-09-01,estonia,biomass,renewable_ex_nuclear,40779
2015-09-01,estonia,fossil_coal_derived_gas,fossil,33865
2015-09-01,estonia,fossil_gas,fossil,4103
2015-09-01,estonia,fossil_oil_shale,fossil,562437
2015-09-01,estonia,fossil_peat,fossil,3696
2015-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2458
2015-09-01,estonia,other_renewable,renewable_ex_nuclear,4765
2015-09-01,estonia,waste,fossil,8390
2015-09-01,estonia,wind_onshore,renewable_ex_nuclear,29641
2016-09-01,estonia,biomass,renewable_ex_nuclear,30536
2016-09-01,estonia,fossil_coal_derived_gas,fossil,34365
2016-09-01,estonia,fossil_gas,fossil,950
2016-09-01,estonia,fossil_oil_shale,fossil,662896
2016-09-01,estonia,fossil_peat,fossil,2850
2016-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1813
2016-09-01,estonia,other_renewable,renewable_ex_nuclear,3861
2016-09-01,estonia,solar,renewable_ex_nuclear,597
2016-09-01,estonia,waste,fossil,10391
2016-09-01,estonia,wind_onshore,renewable_ex_nuclear,24317
2017-09-01,estonia,biomass,renewable_ex_nuclear,30114
2017-09-01,estonia,fossil_coal_derived_gas,fossil,25801
2017-09-01,estonia,fossil_gas,fossil,950
2017-09-01,estonia,fossil_oil_shale,fossil,534409
2017-09-01,estonia,fossil_peat,fossil,2891
2017-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1854
2017-09-01,estonia,other_renewable,renewable_ex_nuclear,4060
2017-09-01,estonia,solar,renewable_ex_nuclear,600
2017-09-01,estonia,waste,fossil,9015
2017-09-01,estonia,wind_onshore,renewable_ex_nuclear,42914
2018-09-01,estonia,biomass,renewable_ex_nuclear,40409
2018-09-01,estonia,fossil_coal_derived_gas,fossil,33608
2018-09-01,estonia,fossil_gas,fossil,924
2018-09-01,estonia,fossil_oil_shale,fossil,508088
2018-09-01,estonia,fossil_peat,fossil,2942
2018-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2408
2018-09-01,estonia,other_renewable,renewable_ex_nuclear,3828
2018-09-01,estonia,solar,renewable_ex_nuclear,602
2018-09-01,estonia,waste,fossil,9205
2018-09-01,estonia,wind_onshore,renewable_ex_nuclear,60410
2019-09-01,estonia,biomass,renewable_ex_nuclear,41939
2019-09-01,estonia,fossil_coal_derived_gas,fossil,37163
2019-09-01,estonia,fossil_gas,fossil,1299
2019-09-01,estonia,fossil_oil_shale,fossil,233934
2019-09-01,estonia,fossil_peat,fossil,2593
2019-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1850
2019-09-01,estonia,other_renewable,renewable_ex_nuclear,3727
2019-09-01,estonia,solar,renewable_ex_nuclear,924
2019-09-01,estonia,waste,fossil,10553
2019-09-01,estonia,wind_onshore,renewable_ex_nuclear,51354
2020-09-01,estonia,biomass,renewable_ex_nuclear,36196
2020-09-01,estonia,fossil_coal_derived_gas,fossil,30517
2020-09-01,estonia,fossil_gas,fossil,1655
2020-09-01,estonia,fossil_oil_shale,fossil,230020
2020-09-01,estonia,fossil_peat,fossil,1821
2020-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1236
2020-09-01,estonia,other_renewable,renewable_ex_nuclear,3098
2020-09-01,estonia,solar,renewable_ex_nuclear,11079
2020-09-01,estonia,waste,fossil,10355
2020-09-01,estonia,wind_onshore,renewable_ex_nuclear,62380
2021-09-01,estonia,biomass,renewable_ex_nuclear,24649
2021-09-01,estonia,fossil_coal_derived_gas,fossil,33555
2021-09-01,estonia,fossil_gas,fossil,1580
2021-09-01,estonia,fossil_oil_shale,fossil,308327
2021-09-01,estonia,fossil_peat,fossil,1084
2021-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1240
2021-09-01,estonia,other_renewable,renewable_ex_nuclear,2865
2021-09-01,estonia,solar,renewable_ex_nuclear,29429
2021-09-01,estonia,waste,fossil,10776
2021-09-01,estonia,wind_onshore,renewable_ex_nuclear,53167
2022-09-01,estonia,biomass,renewable_ex_nuclear,173967
2022-09-01,estonia,fossil_coal_derived_gas,fossil,26859
2022-09-01,estonia,fossil_gas,fossil,2471
2022-09-01,estonia,fossil_oil_shale,fossil,285738
2022-09-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1200
2022-09-01,estonia,other_renewable,renewable_ex_nuclear,1821
2022-09-01,estonia,solar,renewable_ex_nuclear,46036
2022-09-01,estonia,waste,fossil,2709
2022-09-01,estonia,wind_onshore,renewable_ex_nuclear,30537
2015-10-01,estonia,biomass,renewable_ex_nuclear,41992
2015-10-01,estonia,fossil_coal_derived_gas,fossil,33517
2015-10-01,estonia,fossil_gas,fossil,4011
2015-10-01,estonia,fossil_oil_shale,fossil,508609
2015-10-01,estonia,fossil_peat,fossil,3602
2015-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2492
2015-10-01,estonia,other_renewable,renewable_ex_nuclear,4816
2015-10-01,estonia,waste,fossil,10062
2015-10-01,estonia,wind_onshore,renewable_ex_nuclear,31231
2016-10-01,estonia,biomass,renewable_ex_nuclear,33915
2016-10-01,estonia,fossil_coal_derived_gas,fossil,32108
2016-10-01,estonia,fossil_gas,fossil,1009
2016-10-01,estonia,fossil_oil_shale,fossil,752572
2016-10-01,estonia,fossil_peat,fossil,3076
2016-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2014
2016-10-01,estonia,other_renewable,renewable_ex_nuclear,4054
2016-10-01,estonia,solar,renewable_ex_nuclear,647
2016-10-01,estonia,waste,fossil,10966
2016-10-01,estonia,wind_onshore,renewable_ex_nuclear,48260
2017-10-01,estonia,biomass,renewable_ex_nuclear,33574
2017-10-01,estonia,fossil_coal_derived_gas,fossil,23639
2017-10-01,estonia,fossil_gas,fossil,1060
2017-10-01,estonia,fossil_oil_shale,fossil,661260
2017-10-01,estonia,fossil_peat,fossil,3168
2017-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1941
2017-10-01,estonia,other_renewable,renewable_ex_nuclear,4348
2017-10-01,estonia,solar,renewable_ex_nuclear,647
2017-10-01,estonia,waste,fossil,8374
2017-10-01,estonia,wind_onshore,renewable_ex_nuclear,62153
2018-10-01,estonia,biomass,renewable_ex_nuclear,42208
2018-10-01,estonia,fossil_coal_derived_gas,fossil,37740
2018-10-01,estonia,fossil_gas,fossil,997
2018-10-01,estonia,fossil_oil_shale,fossil,495915
2018-10-01,estonia,fossil_peat,fossil,3019
2018-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2194
2018-10-01,estonia,other_renewable,renewable_ex_nuclear,3630
2018-10-01,estonia,solar,renewable_ex_nuclear,620
2018-10-01,estonia,waste,fossil,8638
2018-10-01,estonia,wind_onshore,renewable_ex_nuclear,66405
2019-10-01,estonia,biomass,renewable_ex_nuclear,49245
2019-10-01,estonia,fossil_coal_derived_gas,fossil,31014
2019-10-01,estonia,fossil_gas,fossil,1848
2019-10-01,estonia,fossil_oil_shale,fossil,207534
2019-10-01,estonia,fossil_peat,fossil,2084
2019-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,976
2019-10-01,estonia,other_renewable,renewable_ex_nuclear,2897
2019-10-01,estonia,solar,renewable_ex_nuclear,1294
2019-10-01,estonia,waste,fossil,9113
2019-10-01,estonia,wind_onshore,renewable_ex_nuclear,48530
2020-10-01,estonia,biomass,renewable_ex_nuclear,44886
2020-10-01,estonia,fossil_coal_derived_gas,fossil,36477
2020-10-01,estonia,fossil_gas,fossil,1577
2020-10-01,estonia,fossil_oil_shale,fossil,185819
2020-10-01,estonia,fossil_peat,fossil,1988
2020-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1101
2020-10-01,estonia,other_renewable,renewable_ex_nuclear,2496
2020-10-01,estonia,solar,renewable_ex_nuclear,6192
2020-10-01,estonia,waste,fossil,10838
2020-10-01,estonia,wind_onshore,renewable_ex_nuclear,57279
2021-10-01,estonia,biomass,renewable_ex_nuclear,32206
2021-10-01,estonia,fossil_coal_derived_gas,fossil,31225
2021-10-01,estonia,fossil_gas,fossil,1245
2021-10-01,estonia,fossil_oil_shale,fossil,279730
2021-10-01,estonia,fossil_peat,fossil,1242
2021-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1359
2021-10-01,estonia,other_renewable,renewable_ex_nuclear,3021
2021-10-01,estonia,solar,renewable_ex_nuclear,18702
2021-10-01,estonia,waste,fossil,10929
2021-10-01,estonia,wind_onshore,renewable_ex_nuclear,79432
2022-10-01,estonia,biomass,renewable_ex_nuclear,68991
2022-10-01,estonia,fossil_coal_derived_gas,fossil,28465
2022-10-01,estonia,fossil_gas,fossil,3411
2022-10-01,estonia,fossil_oil_shale,fossil,306862
2022-10-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,221
2022-10-01,estonia,other_renewable,renewable_ex_nuclear,866
2022-10-01,estonia,solar,renewable_ex_nuclear,23337
2022-10-01,estonia,waste,fossil,7041
2022-10-01,estonia,wind_onshore,renewable_ex_nuclear,63661
2015-11-01,estonia,biomass,renewable_ex_nuclear,40546
2015-11-01,estonia,fossil_coal_derived_gas,fossil,35277
2015-11-01,estonia,fossil_gas,fossil,4022
2015-11-01,estonia,fossil_oil_shale,fossil,512789
2015-11-01,estonia,fossil_peat,fossil,3498
2015-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2396
2015-11-01,estonia,other_renewable,renewable_ex_nuclear,4921
2015-11-01,estonia,waste,fossil,10012
2015-11-01,estonia,wind_onshore,renewable_ex_nuclear,48180
2016-11-01,estonia,biomass,renewable_ex_nuclear,36726
2016-11-01,estonia,fossil_coal_derived_gas,fossil,31888
2016-11-01,estonia,fossil_gas,fossil,1012
2016-11-01,estonia,fossil_oil_shale,fossil,768896
2016-11-01,estonia,fossil_peat,fossil,2792
2016-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1872
2016-11-01,estonia,other_renewable,renewable_ex_nuclear,3650
2016-11-01,estonia,solar,renewable_ex_nuclear,624
2016-11-01,estonia,waste,fossil,9497
2016-11-01,estonia,wind_onshore,renewable_ex_nuclear,51405
2017-11-01,estonia,biomass,renewable_ex_nuclear,39789
2017-11-01,estonia,fossil_coal_derived_gas,fossil,30004
2017-11-01,estonia,fossil_gas,fossil,1009
2017-11-01,estonia,fossil_oil_shale,fossil,654739
2017-11-01,estonia,fossil_peat,fossil,2832
2017-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1872
2017-11-01,estonia,other_renewable,renewable_ex_nuclear,4215
2017-11-01,estonia,solar,renewable_ex_nuclear,624
2017-11-01,estonia,waste,fossil,8568
2017-11-01,estonia,wind_onshore,renewable_ex_nuclear,60633
2018-11-01,estonia,biomass,renewable_ex_nuclear,39861
2018-11-01,estonia,fossil_coal_derived_gas,fossil,26056
2018-11-01,estonia,fossil_gas,fossil,984
2018-11-01,estonia,fossil_oil_shale,fossil,595128
2018-11-01,estonia,fossil_peat,fossil,2636
2018-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1884
2018-11-01,estonia,other_renewable,renewable_ex_nuclear,3195
2018-11-01,estonia,solar,renewable_ex_nuclear,574
2018-11-01,estonia,waste,fossil,9507
2018-11-01,estonia,wind_onshore,renewable_ex_nuclear,44781
2019-11-01,estonia,biomass,renewable_ex_nuclear,46031
2019-11-01,estonia,fossil_coal_derived_gas,fossil,36223
2019-11-01,estonia,fossil_gas,fossil,1556
2019-11-01,estonia,fossil_oil_shale,fossil,254887
2019-11-01,estonia,fossil_peat,fossil,1872
2019-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,639
2019-11-01,estonia,other_renewable,renewable_ex_nuclear,2915
2019-11-01,estonia,solar,renewable_ex_nuclear,1200
2019-11-01,estonia,waste,fossil,8874
2019-11-01,estonia,wind_onshore,renewable_ex_nuclear,53068
2020-11-01,estonia,biomass,renewable_ex_nuclear,43836
2020-11-01,estonia,fossil_coal_derived_gas,fossil,30300
2020-11-01,estonia,fossil_gas,fossil,1592
2020-11-01,estonia,fossil_oil_shale,fossil,182766
2020-11-01,estonia,fossil_peat,fossil,1921
2020-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,893
2020-11-01,estonia,other_renewable,renewable_ex_nuclear,1881
2020-11-01,estonia,solar,renewable_ex_nuclear,1794
2020-11-01,estonia,waste,fossil,9926
2020-11-01,estonia,wind_onshore,renewable_ex_nuclear,71772
2021-11-01,estonia,biomass,renewable_ex_nuclear,34748
2021-11-01,estonia,fossil_coal_derived_gas,fossil,29154
2021-11-01,estonia,fossil_gas,fossil,1245
2021-11-01,estonia,fossil_oil_shale,fossil,379785
2021-11-01,estonia,fossil_peat,fossil,1234
2021-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1672
2021-11-01,estonia,other_renewable,renewable_ex_nuclear,2987
2021-11-01,estonia,solar,renewable_ex_nuclear,5445
2021-11-01,estonia,waste,fossil,9668
2021-11-01,estonia,wind_onshore,renewable_ex_nuclear,76989
2022-11-01,estonia,biomass,renewable_ex_nuclear,44256
2022-11-01,estonia,fossil_coal_derived_gas,fossil,30216
2022-11-01,estonia,fossil_gas,fossil,3886
2022-11-01,estonia,fossil_oil_shale,fossil,381013
2022-11-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1
2022-11-01,estonia,other_renewable,renewable_ex_nuclear,631
2022-11-01,estonia,solar,renewable_ex_nuclear,4178
2022-11-01,estonia,waste,fossil,10857
2022-11-01,estonia,wind_onshore,renewable_ex_nuclear,41290
2015-12-01,estonia,biomass,renewable_ex_nuclear,41242
2015-12-01,estonia,fossil_coal_derived_gas,fossil,25402
2015-12-01,estonia,fossil_gas,fossil,4177
2015-12-01,estonia,fossil_oil_shale,fossil,505022
2015-12-01,estonia,fossil_peat,fossil,3561
2015-12-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,2045
2015-12-01,estonia,other_renewable,renewable_ex_nuclear,5194
2015-12-01,estonia,waste,fossil,10340
2015-12-01,estonia,wind_onshore,renewable_ex_nuclear,68646
2016-12-01,estonia,biomass,renewable_ex_nuclear,41668
2016-12-01,estonia,fossil_coal_derived_gas,fossil,34073
2016-12-01,estonia,fossil_gas,fossil,907
2016-12-01,estonia,fossil_oil_shale,fossil,614825
2016-12-01,estonia,fossil_peat,fossil,2655
2016-12-01,estonia,hydro_run_of_river_and_poundage,renewable_ex_nuclear,1872
2016-12-01,estonia,other_renewable,renewable_ex_nuclear,3663
2016-12-01,estonia,solar,renewable_ex_nuclear,624
2016-12-01,estonia,waste,fossil,9876
2016-12-01,estonia,wind_onshore,renewable_ex_nuclear,55576
2017-12-01,estonia,biomass,renewable_ex_nuclear,44355
2017-12-01,estonia,fossil_coal_derived_gas,fossil,31854
2017-12-01,estonia,fossil_gas,fossil,885
2017-12-01,estonia,fossil_oil_shale,fossil,542617
