wk,country,quantity_sum
2017-08-19,czech_republic,968850
2017-08-26,czech_republic,991798
2017-09-02,czech_republic,985882
2017-09-09,czech_republic,1003800
2017-09-16,czech_republic,1044106
2017-09-23,czech_republic,1031133
2017-09-30,czech_republic,1041965
2017-10-07,czech_republic,1070855
2017-10-14,czech_republic,1060922
2017-10-21,czech_republic,1089142
2017-10-28,czech_republic,1103926
2017-11-04,czech_republic,1131418
2017-11-11,czech_republic,1158663
2017-11-18,czech_republic,1175810
2017-11-25,czech_republic,1187333
2017-12-02,czech_republic,1254286
2017-12-09,czech_republic,1223824
2017-12-16,czech_republic,1208777
2017-12-23,czech_republic,932518
2017-12-30,czech_republic,1059821
2018-01-06,czech_republic,1159651
2018-01-13,czech_republic,1233946
2018-01-20,czech_republic,1230943
2018-01-27,czech_republic,1198306
2018-02-03,czech_republic,1239365
2018-02-10,czech_republic,1255276
2018-02-17,czech_republic,1263200
2018-02-24,czech_republic,1382182
2018-03-03,czech_republic,1303994
2018-03-10,czech_republic,1159091
2018-03-17,czech_republic,1278329
2018-03-24,czech_republic,1206190
2018-03-31,czech_republic,1058926
2018-04-07,czech_republic,1052173
2018-04-14,czech_republic,1034272
2018-04-21,czech_republic,1027935
2018-04-28,czech_republic,974967
2018-05-05,czech_republic,968558
2018-05-12,czech_republic,1025984
2018-05-19,czech_republic,1018633
2018-05-26,czech_republic,1031639
2018-06-02,czech_republic,1027999
2018-06-09,czech_republic,1030753
2018-06-16,czech_republic,1023576
2018-06-23,czech_republic,1020115
2018-06-30,czech_republic,944790
2018-07-07,czech_republic,972184
2018-07-14,czech_republic,986248
2018-07-21,czech_republic,969964
2018-07-28,czech_republic,974368
2018-08-04,czech_republic,983797
2018-08-11,czech_republic,981201
2018-08-18,czech_republic,1018009
2018-08-25,czech_republic,999160
2018-09-01,czech_republic,994201
2018-09-08,czech_republic,1004922
2018-09-15,czech_republic,1001803
2018-09-22,czech_republic,1012815
2018-09-29,czech_republic,1063549
2018-10-06,czech_republic,1002348
2018-10-13,czech_republic,1038412
2018-10-20,czech_republic,1104448
2018-10-27,czech_republic,1097912
2018-11-03,czech_republic,1098017
2018-11-10,czech_republic,1131613
2018-11-17,czech_republic,1227550
2018-11-24,czech_republic,1237335
2018-12-01,czech_republic,1258324
2018-12-08,czech_republic,1246504
2018-12-15,czech_republic,1257142
2018-12-22,czech_republic,941026
2018-12-29,czech_republic,1023663
2019-01-05,czech_republic,1244420
2019-01-12,czech_republic,1241111
2019-01-19,czech_republic,1326055
2019-01-26,czech_republic,1290880
2019-02-02,czech_republic,1264649
2019-02-09,czech_republic,1229433
2019-02-16,czech_republic,1190035
2019-02-23,czech_republic,1178868
2019-03-02,czech_republic,1134435
2019-03-09,czech_republic,1149433
2019-03-16,czech_republic,1146641
2019-03-23,czech_republic,1114532
2019-03-30,czech_republic,1065557
2019-04-06,czech_republic,1080640
2019-04-13,czech_republic,1114787
2019-04-20,czech_republic,981656
2019-04-27,czech_republic,1024698
2019-05-04,czech_republic,1043740
2019-05-11,czech_republic,1077076
2019-05-18,czech_republic,1037003
2019-05-25,czech_republic,1011069
2019-06-01,czech_republic,1012621
2019-06-08,czech_republic,1018043
2019-06-15,czech_republic,1010015
2019-06-22,czech_republic,1028779
2019-06-29,czech_republic,991309
2019-07-06,czech_republic,959471
2019-07-13,czech_republic,962176
2019-07-20,czech_republic,963356
2019-07-27,czech_republic,922073
2019-08-03,czech_republic,934980
2019-08-10,czech_republic,972662
2019-08-17,czech_republic,989814
2019-08-24,czech_republic,1018503
2019-08-31,czech_republic,1002993
2019-09-07,czech_republic,1009512
2019-09-14,czech_republic,1021725
2019-09-21,czech_republic,1043363
2019-09-28,czech_republic,1043350
2019-10-05,czech_republic,1106339
2019-10-12,czech_republic,1050146
2019-10-19,czech_republic,1066908
2019-10-26,czech_republic,1067470
2019-11-02,czech_republic,1121675
2019-11-09,czech_republic,1178491
2019-11-16,czech_republic,1138615
2019-11-23,czech_republic,1148098
2019-11-30,czech_republic,1231371
2019-12-07,czech_republic,1242162
2019-12-14,czech_republic,1176983
2019-12-21,czech_republic,901096
2019-12-28,czech_republic,983171
2020-01-04,czech_republic,1207423
2020-01-11,czech_republic,1237176
2020-01-18,czech_republic,1277381
2020-01-25,czech_republic,1285226
2020-02-01,czech_republic,1199708
2020-02-08,czech_republic,1229482
2020-02-15,czech_republic,1203076
2020-02-22,czech_republic,1195247
2020-02-29,czech_republic,1194740
2020-03-07,czech_republic,1186039
2020-03-14,czech_republic,1119199
2020-03-21,czech_republic,1118012
2020-03-28,czech_republic,1058285
2020-04-04,czech_republic,972377
2020-04-11,czech_republic,900868
2020-04-18,czech_republic,931771
2020-04-25,czech_republic,915732
2020-05-02,czech_republic,919188
2020-05-09,czech_republic,931644
2020-05-16,czech_republic,919873
2020-05-23,czech_republic,934023
2020-05-30,czech_republic,935384
2020-06-06,czech_republic,936906
2020-06-13,czech_republic,932416
2020-06-20,czech_republic,938287
2020-06-27,czech_republic,943185
2020-07-04,czech_republic,882222
2020-07-11,czech_republic,927964
2020-07-18,czech_republic,923802
2020-07-25,czech_republic,893068
2020-08-01,czech_republic,881606
2020-08-08,czech_republic,950381
2020-08-15,czech_republic,953913
2020-08-22,czech_republic,969211
2020-08-29,czech_republic,965724
2020-09-05,czech_republic,984845
2020-09-12,czech_republic,997479
2020-09-19,czech_republic,1003214
2020-09-26,czech_republic,1014533
2020-10-03,czech_republic,1031547
2020-10-10,czech_republic,1091046
2020-10-17,czech_republic,1103779
2020-10-24,czech_republic,1062844
2020-10-31,czech_republic,1088208
2020-11-07,czech_republic,1163244
2020-11-14,czech_republic,1119209
2020-11-21,czech_republic,1230952
2020-11-28,czech_republic,1271341
2020-12-05,czech_republic,1215750
2020-12-12,czech_republic,1230876
2020-12-19,czech_republic,1066498
2020-12-26,czech_republic,990603
2021-01-02,czech_republic,1170960
2021-01-09,czech_republic,1271681
2021-01-16,czech_republic,1298368
2021-01-23,czech_republic,1245826
2021-01-30,czech_republic,1247511
2021-02-06,czech_republic,1324281
2021-02-13,czech_republic,1350058
2021-02-20,czech_republic,1211988
2021-02-27,czech_republic,1184208
2021-03-06,czech_republic,1228310
2021-03-13,czech_republic,1190847
2021-03-20,czech_republic,1211993
2021-03-27,czech_republic,1080277
2021-04-03,czech_republic,1091430
2021-04-10,czech_republic,1127765
2021-04-17,czech_republic,1122903
2021-04-24,czech_republic,1084356
2021-05-01,czech_republic,1060455
2021-05-08,czech_republic,1017724
2021-05-15,czech_republic,1035405
2021-05-22,czech_republic,1042224
2021-05-29,czech_republic,1013936
2021-06-05,czech_republic,998136
2021-06-12,czech_republic,1003340
2021-06-19,czech_republic,1020921
2021-06-26,czech_republic,990892
2021-07-03,czech_republic,907497
2021-07-10,czech_republic,979005
2021-07-17,czech_republic,958456
2021-07-24,czech_republic,934888
2021-07-31,czech_republic,890152
2021-08-07,czech_republic,922195
2021-08-14,czech_republic,967209
2021-08-21,czech_republic,973987
2021-08-28,czech_republic,984984
2021-09-04,czech_republic,983374
2021-09-11,czech_republic,990661
2021-09-18,czech_republic,1016275
2021-09-25,czech_republic,961421
2021-10-02,czech_republic,1019973
2021-10-09,czech_republic,1082640
2021-10-16,czech_republic,1083416
2021-10-23,czech_republic,1082413
2021-10-30,czech_republic,1103708
2021-11-06,czech_republic,1142926
2021-11-13,czech_republic,1135017
2021-11-20,czech_republic,1167394
2021-11-27,czech_republic,1223627
2021-12-04,czech_republic,1262722
2021-12-11,czech_republic,1235613
2021-12-18,czech_republic,1162802
2021-12-25,czech_republic,1038180
2022-01-01,czech_republic,1086798
2022-01-08,czech_republic,1265599
2022-01-15,czech_republic,1261586
2022-01-22,czech_republic,1260942
2022-01-29,czech_republic,1238785
2022-02-05,czech_republic,1205929
2022-02-12,czech_republic,1197192
2022-02-19,czech_republic,1179533
2022-02-26,czech_republic,1214791
2022-03-05,czech_republic,1231578
2022-03-12,czech_republic,1182255
2022-03-19,czech_republic,1140238
2022-03-26,czech_republic,1087390
2022-04-02,czech_republic,1160840
2022-04-09,czech_republic,1096888
2022-04-16,czech_republic,1037032
2022-04-23,czech_republic,1066333
2022-04-30,czech_republic,1001256
2022-05-07,czech_republic,991780
2022-05-14,czech_republic,984253
2022-05-21,czech_republic,983434
2022-05-28,czech_republic,982444
2022-06-04,czech_republic,982181
2022-06-11,czech_republic,963312
2022-06-18,czech_republic,970852
2022-06-25,czech_republic,986577
2022-07-02,czech_republic,848941
2022-07-09,czech_republic,929582
2022-07-16,czech_republic,943959
2022-07-23,czech_republic,883020
2022-07-30,czech_republic,852731
2022-08-06,czech_republic,880538
2022-08-13,czech_republic,943099
2022-08-20,czech_republic,933762
2022-08-27,czech_republic,941272
2022-09-03,czech_republic,945809
2022-09-10,czech_republic,956117
2022-09-17,czech_republic,988247
2022-09-24,czech_republic,972559
2022-10-01,czech_republic,1006947
2022-10-08,czech_republic,1000129
2022-10-15,czech_republic,989073
2022-10-22,czech_republic,1021339
2022-10-29,czech_republic,1027154
2022-11-05,czech_republic,1067969
2022-11-12,czech_republic,1084761
2022-11-19,czech_republic,1184735
2022-11-26,czech_republic,1173065
2022-12-03,czech_republic,1179882
2022-12-10,czech_republic,1266115
2022-12-17,czech_republic,1217972
2022-12-24,czech_republic,900785
2022-12-31,czech_republic,1016774
2023-01-07,czech_republic,1114197
2023-01-14,czech_republic,1140158
2023-01-21,czech_republic,1214964
2023-01-28,czech_republic,1225684
2023-02-04,czech_republic,1245654
2023-02-11,czech_republic,1178283
2023-02-18,czech_republic,1098128
2023-02-25,czech_republic,1156354
2023-03-04,czech_republic,1146363
2023-03-11,czech_republic,1112322
2023-03-18,czech_republic,1033221
2023-03-25,czech_republic,1067591
2023-04-01,czech_republic,1091154
2023-04-08,czech_republic,1004708
2023-04-15,czech_republic,1028270
2023-04-22,czech_republic,995899
2023-04-29,czech_republic,925110
2023-05-06,czech_republic,893230
2023-05-13,czech_republic,946425
2023-05-20,czech_republic,920747
2023-05-27,czech_republic,915230
2023-06-03,czech_republic,910428
2023-06-10,czech_republic,897574
2023-06-17,czech_republic,915097
2023-06-24,czech_republic,907620
2023-07-01,czech_republic,822926
2015-01-03,denmark,607701
2015-01-10,denmark,625505
2015-01-17,denmark,617591
2015-01-24,denmark,619793
2015-01-31,denmark,622662
2015-02-07,denmark,597069
2015-02-14,denmark,608765
2015-02-21,denmark,596549
2015-02-28,denmark,590451
2015-03-07,denmark,558672
2015-03-14,denmark,555713
2015-03-21,denmark,568589
2015-03-28,denmark,555958
2015-04-04,denmark,518703
2015-04-11,denmark,542104
2015-04-18,denmark,510533
2015-04-25,denmark,524226
2015-05-02,denmark,517995
2015-05-09,denmark,505801
2015-05-16,denmark,514065
2015-05-23,denmark,492742
2015-05-30,denmark,505666
2015-06-06,denmark,492803
2015-06-13,denmark,496114
2015-06-20,denmark,496867
2015-06-27,denmark,495613
2015-07-04,denmark,491378
2015-07-11,denmark,463663
2015-07-18,denmark,452067
2015-07-25,denmark,463413
2015-08-01,denmark,485054
2015-08-08,denmark,499752
2015-08-15,denmark,513103
2015-08-22,denmark,520667
2015-08-29,denmark,517244
2015-09-05,denmark,513385
2015-09-12,denmark,523080
2015-09-19,denmark,519522
2015-09-26,denmark,513625
2015-10-03,denmark,528001
2015-10-10,denmark,537564
2015-10-17,denmark,550000
2015-10-24,denmark,547627
2015-10-31,denmark,556808
2015-11-07,denmark,536180
2015-11-14,denmark,552856
2015-11-21,denmark,584263
2015-11-28,denmark,578556
2015-12-05,denmark,565629
2015-12-12,denmark,591594
2015-12-19,denmark,537566
2015-12-26,denmark,522939
2016-01-02,denmark,608890
2016-01-09,denmark,599355
2016-01-16,denmark,643411
2016-01-23,denmark,594610
2016-01-30,denmark,588385
2016-02-06,denmark,585640
2016-02-13,denmark,597255
2016-02-20,denmark,563953
2016-02-27,denmark,592396
2016-03-05,denmark,588698
2016-03-12,denmark,570059
2016-03-19,denmark,529344
2016-03-26,denmark,514471
2016-04-02,denmark,533943
2016-04-09,denmark,526429
2016-04-16,denmark,519294
2016-04-23,denmark,529749
2016-04-30,denmark,494713
2016-05-07,denmark,481916
2016-05-14,denmark,476137
2016-05-21,denmark,493885
2016-05-28,denmark,495108
2016-06-04,denmark,503118
2016-06-11,denmark,505382
2016-06-18,denmark,497706
2016-06-25,denmark,498580
2016-07-02,denmark,477288
2016-07-09,denmark,466713
2016-07-16,denmark,438860
2016-07-23,denmark,444310
2016-07-30,denmark,456205
2016-08-06,denmark,481857
2016-08-13,denmark,496220
2016-08-20,denmark,511902
2016-08-27,denmark,496631
2016-09-03,denmark,500453
2016-09-10,denmark,499625
2016-09-17,denmark,499672
2016-09-24,denmark,489045
2016-10-01,denmark,501298
2016-10-08,denmark,517564
2016-10-15,denmark,518975
2016-10-22,denmark,537755
2016-10-29,denmark,534110
2016-11-05,denmark,582968
2016-11-12,denmark,572561
2016-11-19,denmark,558118
2016-11-26,denmark,556632
2016-12-03,denmark,563911
2016-12-10,denmark,575925
2016-12-17,denmark,574975
2016-12-24,denmark,491348
2016-12-31,denmark,549313
2017-01-07,denmark,577149
2017-01-14,denmark,589585
2017-01-21,denmark,584209
2017-01-28,denmark,579087
2017-02-04,denmark,590340
2017-02-11,denmark,583092
2017-02-18,denmark,541522
2017-02-25,denmark,558731
2017-03-04,denmark,579553
2017-03-11,denmark,546206
2017-03-18,denmark,553993
2017-03-25,denmark,537150
2017-04-01,denmark,517319
2017-04-08,denmark,484833
2017-04-15,denmark,513938
2017-04-22,denmark,514491
2017-04-29,denmark,491833
2017-05-06,denmark,516071
2017-05-13,denmark,496653
2017-05-20,denmark,475091
2017-05-27,denmark,493399
2017-06-03,denmark,479643
2017-06-10,denmark,484144
2017-06-17,denmark,502592
2017-06-24,denmark,487790
2017-07-01,denmark,485300
2017-07-08,denmark,480792
2017-07-15,denmark,448392
2017-07-22,denmark,445024
2017-07-29,denmark,466142
2017-08-05,denmark,488721
2017-08-12,denmark,499194
2017-08-19,denmark,512993
2017-08-26,denmark,515145
2017-09-02,denmark,514677
2017-09-09,denmark,513997
2017-09-16,denmark,521355
2017-09-23,denmark,522538
2017-09-30,denmark,540921
2017-10-07,denmark,541951
2017-10-14,denmark,528599
2017-10-21,denmark,546559
2017-10-28,denmark,560960
2017-11-04,denmark,565108
2017-11-11,denmark,579698
2017-11-18,denmark,591431
2017-11-25,denmark,605460
2017-12-02,denmark,600572
2017-12-09,denmark,620497
2017-12-16,denmark,612392
2017-12-23,denmark,524170
2017-12-30,denmark,579552
2018-01-06,denmark,615315
2018-01-13,denmark,616421
2018-01-20,denmark,602087
2018-01-27,denmark,596565
2018-02-03,denmark,640512
2018-02-10,denmark,615025
2018-02-17,denmark,605685
2018-02-24,denmark,640249
2018-03-03,denmark,630678
2018-03-10,denmark,621043
2018-03-17,denmark,619257
2018-03-24,denmark,577856
2018-03-31,denmark,546820
2018-04-07,denmark,529887
2018-04-14,denmark,528687
2018-04-21,denmark,512168
2018-04-28,denmark,516281
2018-05-05,denmark,501171
2018-05-12,denmark,514869
2018-05-19,denmark,508506
2018-05-26,denmark,525875
2018-06-02,denmark,512065
2018-06-09,denmark,528592
2018-06-16,denmark,511793
2018-06-23,denmark,520766
2018-06-30,denmark,516997
2018-07-07,denmark,511793
2018-07-14,denmark,479863
2018-07-21,denmark,477973
2018-07-28,denmark,494394
2018-08-04,denmark,515693
2018-08-11,denmark,499340
2018-08-18,denmark,501413
2018-08-25,denmark,497051
2018-09-01,denmark,502668
2018-09-08,denmark,512094
2018-09-15,denmark,513547
2018-09-22,denmark,528343
2018-09-29,denmark,538791
2018-10-06,denmark,534559
2018-10-13,denmark,514172
2018-10-20,denmark,540893
2018-10-27,denmark,568669
2018-11-03,denmark,564765
2018-11-10,denmark,562833
2018-11-17,denmark,595843
2018-11-24,denmark,625322
2018-12-01,denmark,601094
2018-12-08,denmark,611219
2018-12-15,denmark,613520
2018-12-22,denmark,532248
2018-12-29,denmark,546690
2019-01-05,denmark,606599
2019-01-12,denmark,613050
2019-01-19,denmark,630447
2019-01-26,denmark,628454
2019-02-02,denmark,618949
2019-02-09,denmark,598590
2019-02-16,denmark,577265
2019-02-23,denmark,565906
2019-03-02,denmark,579614
2019-03-09,denmark,586833
2019-03-16,denmark,573188
2019-03-23,denmark,556428
2019-03-30,denmark,531356
2019-04-06,denmark,523686
2019-04-13,denmark,521385
2019-04-20,denmark,495959
2019-04-27,denmark,510077
2019-05-04,denmark,534139
2019-05-11,denmark,528500
2019-05-18,denmark,524287
2019-05-25,denmark,503686
2019-06-01,denmark,493443
2019-06-08,denmark,503840
2019-06-15,denmark,516751
2019-06-22,denmark,521808
2019-06-29,denmark,524094
2019-07-06,denmark,507842
2019-07-13,denmark,478154
2019-07-20,denmark,466552
2019-07-27,denmark,492809
2019-08-03,denmark,503536
2019-08-10,denmark,522052
2019-08-17,denmark,526018
2019-08-24,denmark,526251
2019-08-31,denmark,514263
2019-09-07,denmark,524543
2019-09-14,denmark,521393
2019-09-21,denmark,531798
2019-09-28,denmark,550060
2019-10-05,denmark,556751
2019-10-12,denmark,542051
2019-10-19,denmark,551160
2019-10-26,denmark,573790
2019-11-02,denmark,591810
2019-11-09,denmark,594035
2019-11-16,denmark,591549
2019-11-23,denmark,601942
2019-11-30,denmark,625063
2019-12-07,denmark,629595
2019-12-14,denmark,606922
2019-12-21,denmark,526859
2019-12-28,denmark,554733
2020-01-04,denmark,611668
2020-01-11,denmark,615405
2020-01-18,denmark,608805
2020-01-25,denmark,609201
2020-02-01,denmark,605547
2020-02-08,denmark,628480
2020-02-15,denmark,616937
2020-02-22,denmark,622005
2020-02-29,denmark,599033
2020-03-07,denmark,607451
2020-03-14,denmark,577141
2020-03-21,denmark,572088
2020-03-28,denmark,565478
2020-04-04,denmark,514915
2020-04-11,denmark,515188
2020-04-18,denmark,524299
2020-04-25,denmark,534393
2020-05-02,denmark,522765
2020-05-09,denmark,531802
2020-05-16,denmark,519621
2020-05-23,denmark,520513
2020-05-30,denmark,518147
2020-06-06,denmark,519592
2020-06-13,denmark,530753
2020-06-20,denmark,527836
2020-06-27,denmark,516664
2020-07-04,denmark,506285
2020-07-11,denmark,480089
2020-07-18,denmark,472633
2020-07-25,denmark,494334
2020-08-01,denmark,512658
2020-08-08,denmark,549081
2020-08-15,denmark,550547
2020-08-22,denmark,534249
2020-08-29,denmark,524449
2020-09-05,denmark,526383
2020-09-12,denmark,536242
2020-09-19,denmark,533406
2020-09-26,denmark,528995
2020-10-03,denmark,555293
2020-10-10,denmark,563426
2020-10-17,denmark,572561
2020-10-24,denmark,577096
2020-10-31,denmark,574795
2020-11-07,denmark,589312
2020-11-14,denmark,591930
2020-11-21,denmark,610469
2020-11-28,denmark,642906
2020-12-05,denmark,618855
2020-12-12,denmark,608193
2020-12-19,denmark,568019
2020-12-26,denmark,560593
2021-01-02,denmark,645937
2021-01-09,denmark,658889
2021-01-16,denmark,668370
2021-01-23,denmark,650431
2021-01-30,denmark,676658
2021-02-06,denmark,740513
2021-02-13,denmark,703854
2021-02-20,denmark,622713
2021-02-27,denmark,614201
2021-03-06,denmark,653193
2021-03-13,denmark,634598
2021-03-20,denmark,595884
2021-03-27,denmark,554540
2021-04-03,denmark,605736
2021-04-10,denmark,612754
2021-04-17,denmark,573732
2021-04-24,denmark,585549
2021-05-01,denmark,593732
2021-05-08,denmark,555026
2021-05-15,denmark,550480
2021-05-22,denmark,561776
2021-05-29,denmark,536731
2021-06-05,denmark,531295
2021-06-12,denmark,546765
2021-06-19,denmark,544396
2021-06-26,denmark,548303
2021-07-03,denmark,549446
2021-07-10,denmark,544646
2021-07-17,denmark,516888
2021-07-24,denmark,499745
2021-07-31,denmark,512142
2021-08-07,denmark,544916
2021-08-14,denmark,558913
2021-08-21,denmark,556110
2021-08-28,denmark,558035
2021-09-04,denmark,552894
2021-09-11,denmark,560604
2021-09-18,denmark,576100
2021-09-25,denmark,574523
2021-10-02,denmark,554788
2021-10-09,denmark,570683
2021-10-16,denmark,585031
2021-10-23,denmark,608906
2021-10-30,denmark,601024
2021-11-06,denmark,620827
2021-11-13,denmark,618027
2021-11-20,denmark,613905
2021-11-27,denmark,678728
2021-12-04,denmark,696758
2021-12-11,denmark,651289
2021-12-18,denmark,649325
2021-12-25,denmark,642806
2022-01-01,denmark,635316
2022-01-08,denmark,666232
2022-01-15,denmark,664319
2022-01-22,denmark,638553
2022-01-29,denmark,650220
2022-02-05,denmark,655660
2022-02-12,denmark,656506
2022-02-19,denmark,659768
2022-02-26,denmark,631549
2022-03-05,denmark,618695
2022-03-12,denmark,607204
2022-03-19,denmark,588721
2022-03-26,denmark,575952
2022-04-02,denmark,612548
2022-04-09,denmark,568220
2022-04-16,denmark,526481
2022-04-23,denmark,541809
2022-04-30,denmark,539136
2022-05-07,denmark,542889
2022-05-14,denmark,536192
2022-05-21,denmark,528715
2022-05-28,denmark,531418
2022-06-04,denmark,525362
2022-06-11,denmark,508879
2022-06-18,denmark,505399
2022-06-25,denmark,541663
2022-07-02,denmark,524037
2022-07-09,denmark,497703
2022-07-16,denmark,458231
2022-07-23,denmark,468410
2022-07-30,denmark,508725
2022-08-06,denmark,528134
2022-08-13,denmark,543205
2022-08-20,denmark,529738
2022-08-27,denmark,498729
2022-09-03,denmark,521887
2022-09-10,denmark,511768
2022-09-17,denmark,513285
2022-09-24,denmark,520512
2022-10-01,denmark,526541
2022-10-08,denmark,521792
2022-10-15,denmark,523644
2022-10-22,denmark,531703
2022-10-29,denmark,531718
2022-11-05,denmark,546446
2022-11-12,denmark,576906
2022-11-19,denmark,606786
2022-11-26,denmark,588018
2022-12-03,denmark,603726
2022-12-10,denmark,625434
2022-12-17,denmark,635966
2022-12-24,denmark,558963
2022-12-31,denmark,589767
2023-01-07,denmark,603824
2023-01-14,denmark,624593
2023-01-21,denmark,632256
2023-01-28,denmark,623272
2023-02-04,denmark,621888
2023-02-11,denmark,578996
2023-02-18,denmark,595468
2023-02-25,denmark,591542
2023-03-04,denmark,618106
2023-03-11,denmark,625385
2023-03-18,denmark,588373
2023-03-25,denmark,613880
2023-04-01,denmark,567633
2023-04-08,denmark,538455
2023-04-15,denmark,534564
2023-04-22,denmark,533165
2023-04-29,denmark,516123
2023-05-06,denmark,512935
2023-05-13,denmark,499743
2023-05-20,denmark,512974
2023-05-27,denmark,497094
2023-06-03,denmark,504486
2023-06-10,denmark,518859
2023-06-17,denmark,524831
2023-06-24,denmark,503228
2023-07-01,denmark,503810
2015-01-03,estonia,158280
2015-01-10,estonia,154196
2015-01-17,estonia,151858
2015-01-24,estonia,155730
2015-01-31,estonia,153286
2015-02-07,estonia,143142
2015-02-14,estonia,151522
2015-02-21,estonia,140069
2015-02-28,estonia,142614
2015-03-07,estonia,140059
2015-03-14,estonia,131967
2015-03-21,estonia,139507
2015-03-28,estonia,137311
2015-04-04,estonia,135085
2015-04-11,estonia,127119
2015-04-18,estonia,128536
2015-04-25,estonia,125429
2015-05-02,estonia,122629
2015-05-09,estonia,119750
2015-05-16,estonia,121868
2015-05-23,estonia,118493
2015-05-30,estonia,115772
2015-06-06,estonia,111833
2015-06-13,estonia,110013
2015-06-20,estonia,98254
2015-06-27,estonia,109586
2015-07-04,estonia,108209
2015-07-11,estonia,104739
2015-07-18,estonia,101759
2015-07-25,estonia,104179
2015-08-01,estonia,106273
2015-08-08,estonia,110422
2015-08-15,estonia,108908
2015-08-22,estonia,112573
2015-08-29,estonia,116627
2015-09-05,estonia,120674
2015-09-12,estonia,123175
2015-09-19,estonia,123820
2015-09-26,estonia,125594
2015-10-03,estonia,132041
2015-10-10,estonia,136890
2015-10-17,estonia,137889
2015-10-24,estonia,135428
2015-10-31,estonia,137135
2015-11-07,estonia,138340
2015-11-14,estonia,139355
2015-11-21,estonia,148266
2015-11-28,estonia,146311
2015-12-05,estonia,143943
2015-12-12,estonia,147457
2015-12-19,estonia,130679
2015-12-26,estonia,142558
2016-01-02,estonia,175089
2016-01-09,estonia,186292
2016-01-16,estonia,171750
2016-01-23,estonia,165273
2016-01-30,estonia,153335
2016-02-06,estonia,150812
2016-02-13,estonia,151109
2016-02-20,estonia,143265
2016-02-27,estonia,148901
2016-03-05,estonia,147099
2016-03-12,estonia,143365
2016-03-19,estonia,147239
2016-03-26,estonia,132066
2016-04-02,estonia,132843
2016-04-09,estonia,125189
2016-04-16,estonia,126247
2016-04-23,estonia,132295
2016-04-30,estonia,118860
2016-05-07,estonia,115679
2016-05-14,estonia,116225
2016-05-21,estonia,115191
2016-05-28,estonia,111821
2016-06-04,estonia,111397
2016-06-11,estonia,112402
2016-06-18,estonia,104782
2016-06-25,estonia,107701
2016-07-02,estonia,110264
2016-07-09,estonia,107536
2016-07-16,estonia,106643
2016-07-23,estonia,109003
2016-07-30,estonia,109733
2016-08-06,estonia,113470
2016-08-13,estonia,117300
2016-08-20,estonia,116970
2016-08-27,estonia,115924
2016-09-03,estonia,118118
2016-09-10,estonia,113103
2016-09-17,estonia,118415
2016-09-24,estonia,124700
2016-10-01,estonia,124267
2016-10-08,estonia,133778
2016-10-15,estonia,136867
2016-10-22,estonia,140912
2016-10-29,estonia,143571
2016-11-05,estonia,158241
2016-11-12,estonia,155252
2016-11-19,estonia,147569
2016-11-26,estonia,154571
2016-12-03,estonia,159391
2016-12-10,estonia,160440
2016-12-17,estonia,150080
2016-12-24,estonia,135665
2016-12-31,estonia,152632
2017-01-07,estonia,168137
2017-01-14,estonia,159282
2017-01-21,estonia,157072
2017-01-28,estonia,154988
2017-02-04,estonia,166337
2017-02-11,estonia,159515
2017-02-18,estonia,151151
2017-02-25,estonia,150586
2017-03-04,estonia,152783
2017-03-11,estonia,146752
2017-03-18,estonia,143509
2017-03-25,estonia,138739
2017-04-01,estonia,137860
2017-04-08,estonia,135055
2017-04-15,estonia,139246
2017-04-22,estonia,135148
2017-04-29,estonia,127463
2017-05-06,estonia,127994
2017-05-13,estonia,124647
2017-05-20,estonia,118052
2017-05-27,estonia,116609
2017-06-03,estonia,121107
2017-06-10,estonia,118248
2017-06-17,estonia,114830
2017-06-24,estonia,109670
2017-07-01,estonia,112822
2017-07-08,estonia,108347
2017-07-15,estonia,108524
2017-07-22,estonia,109728
2017-07-29,estonia,110628
2017-08-05,estonia,113828
2017-08-12,estonia,114224
2017-08-19,estonia,120518
2017-08-26,estonia,120894
2017-09-02,estonia,122889
2017-09-09,estonia,124530
2017-09-16,estonia,124276
2017-09-23,estonia,125492
2017-09-30,estonia,132874
2017-10-07,estonia,135933
2017-10-14,estonia,134393
2017-10-21,estonia,146109
2017-10-28,estonia,147310
2017-11-04,estonia,143759
2017-11-11,estonia,147853
2017-11-18,estonia,153663
2017-11-25,estonia,153072
2017-12-02,estonia,156328
2017-12-09,estonia,157410
2017-12-16,estonia,157583
2017-12-23,estonia,138849
2017-12-30,estonia,142108
2018-01-06,estonia,156764
2018-01-13,estonia,173702
2018-01-20,estonia,165458
2018-01-27,estonia,158158
2018-02-03,estonia,167110
2018-02-10,estonia,167271
2018-02-17,estonia,171765
2018-02-24,estonia,183413
2018-03-03,estonia,170554
2018-03-10,estonia,159300
2018-03-17,estonia,160237
2018-03-24,estonia,153515
2018-03-31,estonia,146951
2018-04-07,estonia,121208
2018-04-14,estonia,132615
2018-04-21,estonia,132102
2018-04-28,estonia,123915
2018-05-05,estonia,120291
2018-05-12,estonia,118571
2018-05-19,estonia,117249
2018-05-26,estonia,118377
2018-06-02,estonia,116808
2018-06-09,estonia,118319
2018-06-16,estonia,116854
2018-06-23,estonia,112009
2018-06-30,estonia,115602
2018-07-07,estonia,112407
2018-07-14,estonia,112110
2018-07-21,estonia,113574
2018-07-28,estonia,120499
2018-08-04,estonia,117408
2018-08-11,estonia,116840
