wk,country,quantity_sum
2022-11-12,serbia,568716
2022-11-19,serbia,600356
2022-11-26,serbia,645501
2022-12-03,serbia,639720
2022-12-10,serbia,647598
2022-12-17,serbia,663543
2022-12-24,serbia,625875
2022-12-31,serbia,564907
2023-01-07,serbia,611462
2023-01-14,serbia,627119
2023-01-21,serbia,665037
2023-01-28,serbia,683068
2023-02-04,serbia,716598
2023-02-11,serbia,672330
2023-02-18,serbia,594025
2023-02-25,serbia,641295
2023-03-04,serbia,606332
2023-03-11,serbia,614947
2023-03-18,serbia,568289
2023-03-25,serbia,566062
2023-04-01,serbia,617328
2023-04-08,serbia,596322
2023-04-15,serbia,525350
2023-04-22,serbia,529866
2023-04-29,serbia,483253
2023-05-06,serbia,498866
2023-05-13,serbia,513897
2023-05-20,serbia,473670
2023-05-27,serbia,469982
2023-06-03,serbia,462153
2023-06-10,serbia,463840
2023-06-17,serbia,478174
2023-06-24,serbia,472527
2023-07-01,serbia,486065
2015-01-03,slovakia,477686
2015-01-10,slovakia,499935
2015-01-17,slovakia,499932
2015-01-24,slovakia,511142
2015-01-31,slovakia,507919
2015-02-07,slovakia,512200
2015-02-14,slovakia,500246
2015-02-21,slovakia,495410
2015-02-28,slovakia,491010
2015-03-07,slovakia,488993
2015-03-14,slovakia,481215
2015-03-21,slovakia,466569
2015-03-28,slovakia,474292
2015-04-04,slovakia,443445
2015-04-11,slovakia,453362
2015-04-18,slovakia,450418
2015-04-25,slovakia,440552
2015-05-02,slovakia,435912
2015-05-09,slovakia,438547
2015-05-16,slovakia,435762
2015-05-23,slovakia,440751
2015-05-30,slovakia,430581
2015-06-06,slovakia,435722
2015-06-13,slovakia,433700
2015-06-20,slovakia,430642
2015-06-27,slovakia,434235
2015-07-04,slovakia,447041
2015-07-11,slovakia,440057
2015-07-18,slovakia,451627
2015-07-25,slovakia,415460
2015-08-01,slovakia,402994
2015-08-08,slovakia,435572
2015-08-15,slovakia,437603
2015-08-22,slovakia,434573
2015-08-29,slovakia,436815
2015-09-05,slovakia,440473
2015-09-12,slovakia,431093
2015-09-19,slovakia,439338
2015-09-26,slovakia,453401
2015-10-03,slovakia,455999
2015-10-10,slovakia,474832
2015-10-17,slovakia,473063
2015-10-24,slovakia,474986
2015-10-31,slovakia,453120
2015-11-07,slovakia,482601
2015-11-14,slovakia,468921
2015-11-21,slovakia,507249
2015-11-28,slovakia,511312
2015-12-05,slovakia,507907
2015-12-12,slovakia,511191
2015-12-19,slovakia,455681
2015-12-26,slovakia,431479
2016-01-02,slovakia,496369
2016-01-09,slovakia,510944
2016-01-16,slovakia,529972
2016-01-23,slovakia,529129
2016-01-30,slovakia,504188
2016-02-06,slovakia,499006
2016-02-13,slovakia,493179
2016-02-20,slovakia,490842
2016-02-27,slovakia,494885
2016-03-05,slovakia,486826
2016-03-12,slovakia,483288
2016-03-19,slovakia,481268
2016-03-26,slovakia,438545
2016-04-02,slovakia,438863
2016-04-09,slovakia,451579
2016-04-16,slovakia,449064
2016-04-23,slovakia,467511
2016-04-30,slovakia,446451
2016-05-07,slovakia,443461
2016-05-14,slovakia,448467
2016-05-21,slovakia,432340
2016-05-28,slovakia,438830
2016-06-04,slovakia,434699
2016-06-11,slovakia,435634
2016-06-18,slovakia,447575
2016-06-25,slovakia,455017
2016-07-02,slovakia,433373
2016-07-09,slovakia,442163
2016-07-16,slovakia,429293
2016-07-23,slovakia,425268
2016-07-30,slovakia,426039
2016-08-06,slovakia,427543
2016-08-13,slovakia,434285
2016-08-20,slovakia,446331
2016-08-27,slovakia,433748
2016-09-03,slovakia,449668
2016-09-10,slovakia,454752
2016-09-17,slovakia,450310
2016-09-24,slovakia,454796
2016-10-01,slovakia,452829
2016-10-08,slovakia,476980
2016-10-15,slovakia,479024
2016-10-22,slovakia,477871
2016-10-29,slovakia,465651
2016-11-05,slovakia,498358
2016-11-12,slovakia,514317
2016-11-19,slovakia,500797
2016-11-26,slovakia,516924
2016-12-03,slovakia,538217
2016-12-10,slovakia,578363
2016-12-17,slovakia,540151
2016-12-24,slovakia,448034
2016-12-31,slovakia,512523
2017-01-07,slovakia,569325
2017-01-14,slovakia,561456
2017-01-21,slovakia,564053
2017-01-28,slovakia,567767
2017-02-04,slovakia,537557
2017-02-11,slovakia,530525
2017-02-18,slovakia,527092
2017-02-25,slovakia,513547
2017-03-04,slovakia,493811
2017-03-11,slovakia,502492
2017-03-18,slovakia,489426
2017-03-25,slovakia,480752
2017-04-01,slovakia,469478
2017-04-08,slovakia,482628
2017-04-15,slovakia,464634
2017-04-22,slovakia,478693
2017-04-29,slovakia,459063
2017-05-06,slovakia,451131
2017-05-13,slovakia,451847
2017-05-20,slovakia,433258
2017-05-27,slovakia,446637
2017-06-03,slovakia,446913
2017-06-10,slovakia,449391
2017-06-17,slovakia,454701
2017-06-24,slovakia,463366
2017-07-01,slovakia,439816
2017-07-08,slovakia,450980
2017-07-15,slovakia,442760
2017-07-22,slovakia,440448
2017-07-29,slovakia,440271
2017-08-05,slovakia,451957
2017-08-12,slovakia,456248
2017-08-19,slovakia,456204
2017-08-26,slovakia,453843
2017-09-02,slovakia,457951
2017-09-09,slovakia,466517
2017-09-16,slovakia,466080
2017-09-23,slovakia,472282
2017-09-30,slovakia,479812
2017-10-07,slovakia,489408
2017-10-14,slovakia,480665
2017-10-21,slovakia,491242
2017-10-28,slovakia,490588
2017-11-04,slovakia,506012
2017-11-11,slovakia,516915
2017-11-18,slovakia,525354
2017-11-25,slovakia,533652
2017-12-02,slovakia,543872
2017-12-09,slovakia,536075
2017-12-16,slovakia,537559
2017-12-23,slovakia,439470
2017-12-30,slovakia,467775
2018-01-06,slovakia,505279
2018-01-13,slovakia,534101
2018-01-20,slovakia,533677
2018-01-27,slovakia,519680
2018-02-03,slovakia,530335
2018-02-10,slovakia,529832
2018-02-17,slovakia,532800
2018-02-24,slovakia,561024
2018-03-03,slovakia,535973
2018-03-10,slovakia,501192
2018-03-17,slovakia,532000
2018-03-24,slovakia,516298
2018-03-31,slovakia,459018
2018-04-07,slovakia,470842
2018-04-14,slovakia,458254
2018-04-21,slovakia,456371
2018-04-28,slovakia,446169
2018-05-05,slovakia,449303
2018-05-12,slovakia,461285
2018-05-19,slovakia,458317
2018-05-26,slovakia,464096
2018-06-02,slovakia,463379
2018-06-09,slovakia,466308
2018-06-16,slovakia,469547
2018-06-23,slovakia,457664
2018-06-30,slovakia,446435
2018-07-07,slovakia,456385
2018-07-14,slovakia,447945
2018-07-21,slovakia,441727
2018-07-28,slovakia,449037
2018-08-04,slovakia,460053
2018-08-11,slovakia,454105
2018-08-18,slovakia,467374
2018-08-25,slovakia,445846
2018-09-01,slovakia,451626
2018-09-08,slovakia,451041
2018-09-15,slovakia,450041
2018-09-22,slovakia,466184
2018-09-29,slovakia,477701
2018-10-06,slovakia,470409
2018-10-13,slovakia,473170
2018-10-20,slovakia,488936
2018-10-27,slovakia,465010
2018-11-03,slovakia,475505
2018-11-10,slovakia,493435
2018-11-17,slovakia,511526
2018-11-24,slovakia,523887
2018-12-01,slovakia,543560
2018-12-08,slovakia,543710
2018-12-15,slovakia,545769
2018-12-22,slovakia,441999
2018-12-29,slovakia,458915
2019-01-05,slovakia,542569
2019-01-12,slovakia,540926
2019-01-19,slovakia,556323
2019-01-26,slovakia,546260
2019-02-02,slovakia,526038
2019-02-09,slovakia,529002
2019-02-16,slovakia,513505
2019-02-23,slovakia,514420
2019-03-02,slovakia,494397
2019-03-09,slovakia,504388
2019-03-16,slovakia,499749
2019-03-23,slovakia,490220
2019-03-30,slovakia,477363
2019-04-06,slovakia,467903
2019-04-13,slovakia,473107
2019-04-20,slovakia,427025
2019-04-27,slovakia,450799
2019-05-04,slovakia,470665
2019-05-11,slovakia,469536
2019-05-18,slovakia,457000
2019-05-25,slovakia,452353
2019-06-01,slovakia,445070
2019-06-08,slovakia,453426
2019-06-15,slovakia,458455
2019-06-22,slovakia,456726
2019-06-29,slovakia,449621
2019-07-06,slovakia,440852
2019-07-13,slovakia,436506
2019-07-20,slovakia,437374
2019-07-27,slovakia,429671
2019-08-03,slovakia,434193
2019-08-10,slovakia,442965
2019-08-17,slovakia,449007
2019-08-24,slovakia,445821
2019-08-31,slovakia,442496
2019-09-07,slovakia,443465
2019-09-14,slovakia,450490
2019-09-21,slovakia,458418
2019-09-28,slovakia,454080
2019-10-05,slovakia,467343
2019-10-12,slovakia,461155
2019-10-19,slovakia,462041
2019-10-26,slovakia,475414
2019-11-02,slovakia,479917
2019-11-09,slovakia,487452
2019-11-16,slovakia,482636
2019-11-23,slovakia,499057
2019-11-30,slovakia,530920
2019-12-07,slovakia,539998
2019-12-14,slovakia,516101
2019-12-21,slovakia,425774
2019-12-28,slovakia,456021
2020-01-04,slovakia,520025
2020-01-11,slovakia,545342
2020-01-18,slovakia,544101
2020-01-25,slovakia,539124
2020-02-01,slovakia,510445
2020-02-08,slovakia,520140
2020-02-15,slovakia,507118
2020-02-22,slovakia,501192
2020-02-29,slovakia,506282
2020-03-07,slovakia,499217
2020-03-14,slovakia,472385
2020-03-21,slovakia,462146
2020-03-28,slovakia,442457
2020-04-04,slovakia,412009
2020-04-11,slovakia,384110
2020-04-18,slovakia,404373
2020-04-25,slovakia,405960
2020-05-02,slovakia,407297
2020-05-09,slovakia,407894
2020-05-16,slovakia,406967
2020-05-23,slovakia,406338
2020-05-30,slovakia,405108
2020-06-06,slovakia,414857
2020-06-13,slovakia,413329
2020-06-20,slovakia,415083
2020-06-27,slovakia,423168
2020-07-04,slovakia,420721
2020-07-11,slovakia,415277
2020-07-18,slovakia,420047
2020-07-25,slovakia,410956
2020-08-01,slovakia,405957
2020-08-08,slovakia,435270
2020-08-15,slovakia,436981
2020-08-22,slovakia,428053
2020-08-29,slovakia,416743
2020-09-05,slovakia,436473
2020-09-12,slovakia,421563
2020-09-19,slovakia,434806
2020-09-26,slovakia,453706
2020-10-03,slovakia,443793
2020-10-10,slovakia,476349
2020-10-17,slovakia,482524
2020-10-24,slovakia,474737
2020-10-31,slovakia,474597
2020-11-07,slovakia,496094
2020-11-14,slovakia,487653
2020-11-21,slovakia,526643
2020-11-28,slovakia,540398
2020-12-05,slovakia,513161
2020-12-12,slovakia,525974
2020-12-19,slovakia,480202
2020-12-26,slovakia,436387
2021-01-02,slovakia,466960
2021-01-09,slovakia,530940
2021-01-16,slovakia,543578
2021-01-23,slovakia,520700
2021-01-30,slovakia,524072
2021-02-06,slovakia,526121
2021-02-13,slovakia,537304
2021-02-20,slovakia,504911
2021-02-27,slovakia,492882
2021-03-06,slovakia,512857
2021-03-13,slovakia,502996
2021-03-20,slovakia,516820
2021-03-27,slovakia,473369
2021-04-03,slovakia,461147
2021-04-10,slovakia,490180
2021-04-17,slovakia,486304
2021-04-24,slovakia,478472
2021-05-01,slovakia,458837
2021-05-08,slovakia,454779
2021-05-15,slovakia,463958
2021-05-22,slovakia,464965
2021-05-29,slovakia,458313
2021-06-05,slovakia,458649
2021-06-12,slovakia,442759
2021-06-19,slovakia,471413
2021-06-26,slovakia,460736
2021-07-03,slovakia,454598
2021-07-10,slovakia,468666
2021-07-17,slovakia,459733
2021-07-24,slovakia,453722
2021-07-31,slovakia,431910
2021-08-07,slovakia,437770
2021-08-14,slovakia,463119
2021-08-21,slovakia,461643
2021-08-28,slovakia,452128
2021-09-04,slovakia,449453
2021-09-11,slovakia,447359
2021-09-18,slovakia,463227
2021-09-25,slovakia,467393
2021-10-02,slovakia,468056
2021-10-09,slovakia,480146
2021-10-16,slovakia,492417
2021-10-23,slovakia,498865
2021-10-30,slovakia,485258
2021-11-06,slovakia,507218
2021-11-13,slovakia,510091
2021-11-20,slovakia,516125
2021-11-27,slovakia,530352
2021-12-04,slovakia,544651
2021-12-11,slovakia,539389
2021-12-18,slovakia,516540
2021-12-25,slovakia,471262
2022-01-01,slovakia,470292
2022-01-08,slovakia,538019
2022-01-15,slovakia,540995
2022-01-22,slovakia,543964
2022-01-29,slovakia,525759
2022-02-05,slovakia,508462
2022-02-12,slovakia,503774
2022-02-19,slovakia,496209
2022-02-26,slovakia,504688
2022-03-05,slovakia,507136
2022-03-12,slovakia,494099
2022-03-19,slovakia,481380
2022-03-26,slovakia,461412
2022-04-02,slovakia,478670
2022-04-09,slovakia,464891
2022-04-16,slovakia,442824
2022-04-23,slovakia,464123
2022-04-30,slovakia,447785
2022-05-07,slovakia,443308
2022-05-14,slovakia,432629
2022-05-21,slovakia,428621
2022-05-28,slovakia,425996
2022-06-04,slovakia,436831
2022-06-11,slovakia,430649
2022-06-18,slovakia,426959
2022-06-25,slovakia,435588
2022-07-02,slovakia,411442
2022-07-09,slovakia,407923
2022-07-16,slovakia,411709
2022-07-23,slovakia,402485
2022-07-30,slovakia,389174
2022-08-06,slovakia,411492
2022-08-13,slovakia,427875
2022-08-20,slovakia,417775
2022-08-27,slovakia,377531
2022-09-03,slovakia,379945
2022-09-10,slovakia,367483
2022-09-17,slovakia,387167
2022-09-24,slovakia,404362
2022-10-01,slovakia,408058
2022-10-08,slovakia,409299
2022-10-15,slovakia,410473
2022-10-22,slovakia,420556
2022-10-29,slovakia,399558
2022-11-05,slovakia,430584
2022-11-12,slovakia,432416
2022-11-19,slovakia,454703
2022-11-26,slovakia,458526
2022-12-03,slovakia,456427
2022-12-10,slovakia,476179
2022-12-17,slovakia,469589
2022-12-24,slovakia,369958
2022-12-31,slovakia,404315
2023-01-07,slovakia,439987
2023-01-14,slovakia,455694
2023-01-21,slovakia,468424
2023-01-28,slovakia,476549
2023-02-04,slovakia,491037
2023-02-11,slovakia,474766
2023-02-18,slovakia,447881
2023-02-25,slovakia,458264
2023-03-04,slovakia,455294
2023-03-11,slovakia,445628
2023-03-18,slovakia,426123
2023-03-25,slovakia,428625
2023-04-01,slovakia,441192
2023-04-08,slovakia,404652
2023-04-15,slovakia,414277
2023-04-22,slovakia,400797
2023-04-29,slovakia,386362
2023-05-06,slovakia,380198
2023-05-13,slovakia,402027
2023-05-20,slovakia,383620
2023-05-27,slovakia,386492
2023-06-03,slovakia,382696
2023-06-10,slovakia,383682
2023-06-17,slovakia,389754
2023-06-24,slovakia,385951
2023-07-01,slovakia,375128
2015-01-03,slovenia,215851
2015-01-10,slovenia,221236
2015-01-17,slovenia,214201
2015-01-24,slovenia,222101
2015-01-31,slovenia,228230
2015-02-07,slovenia,227593
2015-02-14,slovenia,215317
2015-02-21,slovenia,213821
2015-02-28,slovenia,207613
2015-03-07,slovenia,204135
2015-03-14,slovenia,204664
2015-03-21,slovenia,201644
2015-03-28,slovenia,194718
2015-04-04,slovenia,186044
2015-04-11,slovenia,188583
2015-04-18,slovenia,191253
2015-04-25,slovenia,171912
2015-05-02,slovenia,182960
2015-05-09,slovenia,192906
2015-05-16,slovenia,192876
2015-05-23,slovenia,190748
2015-05-30,slovenia,192684
2015-06-06,slovenia,196576
2015-06-13,slovenia,199538
2015-06-20,slovenia,183946
2015-06-27,slovenia,189311
2015-07-04,slovenia,205267
2015-07-11,slovenia,203818
2015-07-18,slovenia,210587
2015-07-25,slovenia,182688
2015-08-01,slovenia,169252
2015-08-08,slovenia,187125
2015-08-15,slovenia,191749
2015-08-22,slovenia,195529
2015-08-29,slovenia,203163
2015-09-05,slovenia,195197
2015-09-12,slovenia,198378
2015-09-19,slovenia,200997
2015-09-26,slovenia,197779
2015-10-03,slovenia,201507
2015-10-10,slovenia,204027
2015-10-17,slovenia,198149
2015-10-24,slovenia,200769
2015-10-31,slovenia,192462
2015-11-07,slovenia,205004
2015-11-14,slovenia,207634
2015-11-21,slovenia,221528
2015-11-28,slovenia,217906
2015-12-05,slovenia,227776
2015-12-12,slovenia,230151
2015-12-19,slovenia,210737
2015-12-26,slovenia,188357
2016-01-02,slovenia,228689
2016-01-09,slovenia,221627
2016-01-16,slovenia,233266
2016-01-23,slovenia,232775
2016-01-30,slovenia,222011
2016-02-06,slovenia,211193
2016-02-13,slovenia,223932
2016-02-20,slovenia,212471
2016-02-27,slovenia,215167
2016-03-05,slovenia,214443
2016-03-12,slovenia,213452
2016-03-19,slovenia,206494
2016-03-26,slovenia,190479
2016-04-02,slovenia,195174
2016-04-09,slovenia,198893
2016-04-16,slovenia,197205
2016-04-23,slovenia,195966
2016-04-30,slovenia,180700
2016-05-07,slovenia,199494
2016-05-14,slovenia,196595
2016-05-21,slovenia,195071
2016-05-28,slovenia,196139
2016-06-04,slovenia,197595
2016-06-11,slovenia,197842
2016-06-18,slovenia,199066
2016-06-25,slovenia,201085
2016-07-02,slovenia,201197
2016-07-09,slovenia,207997
2016-07-16,slovenia,201830
2016-07-23,slovenia,199863
2016-07-30,slovenia,181323
2016-08-06,slovenia,180021
2016-08-13,slovenia,182877
2016-08-20,slovenia,196781
2016-08-27,slovenia,205647
2016-09-03,slovenia,207645
2016-09-10,slovenia,212129
2016-09-17,slovenia,205069
2016-09-24,slovenia,201026
2016-10-01,slovenia,207965
2016-10-08,slovenia,217616
2016-10-15,slovenia,215624
2016-10-22,slovenia,213359
2016-10-29,slovenia,185006
2016-11-05,slovenia,214675
2016-11-12,slovenia,224153
2016-11-19,slovenia,209359
2016-11-26,slovenia,218725
2016-12-03,slovenia,230810
2016-12-10,slovenia,228345
2016-12-17,slovenia,237486
2016-12-24,slovenia,194398
2016-12-31,slovenia,213001
2017-01-07,slovenia,255500
2017-01-14,slovenia,248113
2017-01-21,slovenia,254978
2017-01-28,slovenia,248458
2017-02-04,slovenia,225053
2017-02-11,slovenia,235814
2017-02-18,slovenia,227732
2017-02-25,slovenia,219657
2017-03-04,slovenia,215554
2017-03-11,slovenia,211663
2017-03-18,slovenia,209603
2017-03-25,slovenia,207560
2017-04-01,slovenia,204361
2017-04-08,slovenia,204906
2017-04-15,slovenia,194982
2017-04-22,slovenia,204712
2017-04-29,slovenia,170153
2017-05-06,slovenia,202925
2017-05-13,slovenia,202560
2017-05-20,slovenia,205283
2017-05-27,slovenia,209598
2017-06-03,slovenia,208463
2017-06-10,slovenia,209953
2017-06-17,slovenia,214594
2017-06-24,slovenia,214617
2017-07-01,slovenia,205442
2017-07-08,slovenia,217776
2017-07-15,slovenia,205289
2017-07-22,slovenia,197395
2017-07-29,slovenia,191925
2017-08-05,slovenia,196965
2017-08-12,slovenia,186619
2017-08-19,slovenia,202734
2017-08-26,slovenia,214214
2017-09-02,slovenia,206950
2017-09-09,slovenia,209753
2017-09-16,slovenia,211851
2017-09-23,slovenia,211206
2017-09-30,slovenia,213892
2017-10-07,slovenia,216424
2017-10-14,slovenia,212795
2017-10-21,slovenia,218618
2017-10-28,slovenia,193090
2017-11-04,slovenia,226361
2017-11-11,slovenia,233500
2017-11-18,slovenia,232995
2017-11-25,slovenia,237853
2017-12-02,slovenia,246966
2017-12-09,slovenia,242137
2017-12-16,slovenia,242451
2017-12-23,slovenia,190504
2017-12-30,slovenia,209260
2018-01-06,slovenia,246833
2018-01-13,slovenia,256234
2018-01-20,slovenia,253269
2018-01-27,slovenia,251973
2018-02-03,slovenia,256772
2018-02-10,slovenia,259112
2018-02-17,slovenia,264131
2018-02-24,slovenia,279726
2018-03-03,slovenia,267333
2018-03-10,slovenia,245672
2018-03-17,slovenia,260493
2018-03-24,slovenia,253011
2018-03-31,slovenia,222428
2018-04-07,slovenia,233332
2018-04-14,slovenia,225725
2018-04-21,slovenia,225957
2018-04-28,slovenia,184958
2018-05-05,slovenia,225023
2018-05-12,slovenia,227622
2018-05-19,slovenia,222723
2018-05-26,slovenia,231744
2018-06-02,slovenia,231869
2018-06-09,slovenia,233859
2018-06-16,slovenia,234119
2018-06-23,slovenia,213614
2018-06-30,slovenia,228762
2018-07-07,slovenia,229264
2018-07-14,slovenia,231269
2018-07-21,slovenia,220904
2018-07-28,slovenia,216770
2018-08-04,slovenia,215838
2018-08-11,slovenia,206510
2018-08-18,slovenia,227263
2018-08-25,slovenia,219769
2018-09-01,slovenia,226336
2018-09-08,slovenia,227697
2018-09-15,slovenia,230195
2018-09-22,slovenia,227305
2018-09-29,slovenia,227576
2018-10-06,slovenia,228165
2018-10-13,slovenia,229283
2018-10-20,slovenia,231598
2018-10-27,slovenia,207251
2018-11-03,slovenia,226587
2018-11-10,slovenia,235233
2018-11-17,slovenia,250775
2018-11-24,slovenia,250513
2018-12-01,slovenia,257008
2018-12-08,slovenia,260549
2018-12-15,slovenia,265296
2018-12-22,slovenia,206226
2018-12-29,slovenia,207842
2019-01-05,slovenia,267228
2019-01-12,slovenia,260148
2019-01-19,slovenia,269209
2019-01-26,slovenia,264576
2019-02-02,slovenia,250198
2019-02-09,slovenia,246063
2019-02-16,slovenia,242097
2019-02-23,slovenia,245615
2019-03-02,slovenia,239549
2019-03-09,slovenia,240081
2019-03-16,slovenia,241189
2019-03-23,slovenia,236845
2019-03-30,slovenia,229726
2019-04-06,slovenia,237829
2019-04-13,slovenia,233009
2019-04-20,slovenia,211381
2019-04-27,slovenia,190292
2019-05-04,slovenia,227140
2019-05-11,slovenia,233741
2019-05-18,slovenia,227515
2019-05-25,slovenia,229195
2019-06-01,slovenia,223311
2019-06-08,slovenia,234773
2019-06-15,slovenia,237808
2019-06-22,slovenia,223514
2019-06-29,slovenia,233789
2019-07-06,slovenia,225762
2019-07-13,slovenia,219421
2019-07-20,slovenia,229554
2019-07-27,slovenia,209698
2019-08-03,slovenia,201725
2019-08-10,slovenia,205439
2019-08-17,slovenia,221595
2019-08-24,slovenia,228370
2019-08-31,slovenia,224448
2019-09-07,slovenia,221580
2019-09-14,slovenia,223924
2019-09-21,slovenia,222716
2019-09-28,slovenia,222262
2019-10-05,slovenia,230642
2019-10-12,slovenia,223976
2019-10-19,slovenia,223910
2019-10-26,slovenia,213708
2019-11-02,slovenia,223921
2019-11-09,slovenia,235920
2019-11-16,slovenia,236468
2019-11-23,slovenia,239011
2019-11-30,slovenia,253609
2019-12-07,slovenia,259941
2019-12-14,slovenia,245681
2019-12-21,slovenia,199545
2019-12-28,slovenia,200263
2020-01-04,slovenia,252017
2020-01-11,slovenia,259382
2020-01-18,slovenia,263271
2020-01-25,slovenia,255999
2020-02-01,slovenia,246354
2020-02-08,slovenia,244247
2020-02-15,slovenia,239496
2020-02-22,slovenia,243349
2020-02-29,slovenia,240125
2020-03-07,slovenia,239778
2020-03-14,slovenia,225522
2020-03-21,slovenia,229033
2020-03-28,slovenia,213760
2020-04-04,slovenia,201846
2020-04-11,slovenia,188793
2020-04-18,slovenia,195067
2020-04-25,slovenia,171395
2020-05-02,slovenia,183930
2020-05-09,slovenia,196882
2020-05-16,slovenia,198898
2020-05-23,slovenia,197158
2020-05-30,slovenia,196699
2020-06-06,slovenia,202269
2020-06-13,slovenia,204882
2020-06-20,slovenia,190413
2020-06-27,slovenia,199667
2020-07-04,slovenia,201465
2020-07-11,slovenia,203480
2020-07-18,slovenia,204449
2020-07-25,slovenia,198881
2020-08-01,slovenia,183038
2020-08-08,slovenia,196015
2020-08-15,slovenia,203818
2020-08-22,slovenia,212042
2020-08-29,slovenia,212029
2020-09-05,slovenia,216090
2020-09-12,slovenia,219266
2020-09-19,slovenia,215131
2020-09-26,slovenia,219166
2020-10-03,slovenia,221919
2020-10-10,slovenia,231554
2020-10-17,slovenia,228816
2020-10-24,slovenia,221892
2020-10-31,slovenia,217390
2020-11-07,slovenia,234836
2020-11-14,slovenia,232808
2020-11-21,slovenia,247256
2020-11-28,slovenia,256888
2020-12-05,slovenia,252290
2020-12-12,slovenia,248694
2020-12-19,slovenia,222584
2020-12-26,slovenia,199338
2021-01-02,slovenia,232758
2021-01-09,slovenia,261382
2021-01-16,slovenia,260135
2021-01-23,slovenia,253715
2021-01-30,slovenia,246773
2021-02-06,slovenia,235179
2021-02-13,slovenia,256292
2021-02-20,slovenia,235243
2021-02-27,slovenia,231690
2021-03-06,slovenia,239141
2021-03-13,slovenia,240484
2021-03-20,slovenia,240999
2021-03-27,slovenia,223860
2021-04-03,slovenia,219202
2021-04-10,slovenia,235249
2021-04-17,slovenia,226570
2021-04-24,slovenia,209525
2021-05-01,slovenia,210714
2021-05-08,slovenia,214141
2021-05-15,slovenia,216852
2021-05-22,slovenia,219421
2021-05-29,slovenia,211768
2021-06-05,slovenia,212059
2021-06-12,slovenia,213615
2021-06-19,slovenia,228531
2021-06-26,slovenia,219772
2021-07-03,slovenia,219716
2021-07-10,slovenia,217075
2021-07-17,slovenia,211239
2021-07-24,slovenia,206589
2021-07-31,slovenia,186699
2021-08-07,slovenia,195343
2021-08-14,slovenia,211797
2021-08-21,slovenia,210581
2021-08-28,slovenia,206512
2021-09-04,slovenia,213307
2021-09-11,slovenia,213620
2021-09-18,slovenia,214104
2021-09-25,slovenia,216747
2021-10-02,slovenia,221535
2021-10-09,slovenia,229655
2021-10-16,slovenia,230231
2021-10-23,slovenia,232451
2021-10-30,slovenia,219300
2021-11-06,slovenia,238093
2021-11-13,slovenia,241884
2021-11-20,slovenia,247717
2021-11-27,slovenia,256479
2021-12-04,slovenia,266691
2021-12-11,slovenia,269058
2021-12-18,slovenia,257815
2021-12-25,slovenia,211365
2022-01-01,slovenia,225132
2022-01-08,slovenia,266066
2022-01-15,slovenia,260778
2022-01-22,slovenia,262929
2022-01-29,slovenia,254524
2022-02-05,slovenia,235317
2022-02-12,slovenia,246907
2022-02-19,slovenia,243386
2022-02-26,slovenia,247953
2022-03-05,slovenia,250711
2022-03-12,slovenia,245873
2022-03-19,slovenia,235294
2022-03-26,slovenia,226854
2022-04-02,slovenia,232727
2022-04-09,slovenia,226070
2022-04-16,slovenia,208446
2022-04-23,slovenia,205710
2022-04-30,slovenia,193024
2022-05-07,slovenia,214258
2022-05-14,slovenia,211228
2022-05-21,slovenia,215812
2022-05-28,slovenia,211508
2022-06-04,slovenia,214544
2022-06-11,slovenia,210004
2022-06-18,slovenia,215302
2022-06-25,slovenia,216557
2022-07-02,slovenia,212781
2022-07-09,slovenia,200110
2022-07-16,slovenia,203831
2022-07-23,slovenia,193382
2022-07-30,slovenia,173341
2022-08-06,slovenia,177299
2022-08-13,slovenia,185891
2022-08-20,slovenia,203772
2022-08-27,slovenia,205725
2022-09-03,slovenia,204729
2022-09-10,slovenia,201836
2022-09-17,slovenia,195944
2022-09-24,slovenia,202060
2022-10-01,slovenia,199302
2022-10-08,slovenia,203927
2022-10-15,slovenia,205850
2022-10-22,slovenia,202910
2022-10-29,slovenia,169252
2022-11-05,slovenia,211216
2022-11-12,slovenia,222717
2022-11-19,slovenia,235914
2022-11-26,slovenia,243992
2022-12-03,slovenia,243530
2022-12-10,slovenia,255291
2022-12-17,slovenia,241086
2022-12-24,slovenia,180256
2022-12-31,slovenia,185989
2023-01-07,slovenia,223426
2023-01-14,slovenia,241140
2023-01-21,slovenia,254505
2023-01-28,slovenia,247359
2023-02-04,slovenia,245027
2023-02-11,slovenia,242000
2023-02-18,slovenia,226874
2023-02-25,slovenia,239739
2023-03-04,slovenia,229054
2023-03-11,slovenia,218268
2023-03-18,slovenia,207511
2023-03-25,slovenia,213552
2023-04-01,slovenia,207922
2023-04-08,slovenia,198464
2023-04-15,slovenia,208100
2023-04-22,slovenia,181633
2023-04-29,slovenia,152789
2023-05-06,slovenia,193733
2023-05-13,slovenia,204061
2023-05-20,slovenia,186330
2023-05-27,slovenia,182187
2023-06-03,slovenia,184550
2023-06-10,slovenia,179082
2023-06-17,slovenia,186800
2023-06-24,slovenia,180318
2023-07-01,slovenia,185789
2015-01-03,spain,4120754
2015-01-10,spain,4399524
2015-01-17,spain,4614426
2015-01-24,spain,4482373
2015-01-31,spain,4554898
2015-02-07,spain,4553147
2015-02-14,spain,4388897
2015-02-21,spain,4362964
2015-02-28,spain,4115914
2015-03-07,spain,4015992
2015-03-14,spain,4130860
2015-03-21,spain,4213855
2015-03-28,spain,3726608
