wk,country,category_group,mwh
2017-04-22,slovakia,renewable_ex_nuclear,106238
2017-04-22,slovenia,fossil,70457
2017-04-22,slovenia,nuclear,88162
2017-04-22,slovenia,renewable_ex_nuclear,57325
2017-04-22,spain,fossil,1195355
2017-04-22,spain,nuclear,995565
2017-04-22,spain,other,2734
2017-04-22,spain,renewable_ex_nuclear,1414398
2017-04-22,sweden,nuclear,1285671
2017-04-22,sweden,other,154473
2017-04-22,sweden,renewable_ex_nuclear,1218869
2017-04-22,switzerland,nuclear,420110
2017-04-22,switzerland,renewable_ex_nuclear,211999
2017-04-29,austria,fossil,68523.5
2017-04-29,austria,other,3168
2017-04-29,austria,renewable_ex_nuclear,870341.5
2017-04-29,belgium,fossil,382678
2017-04-29,belgium,nuclear,412228
2017-04-29,belgium,other,84678
2017-04-29,belgium,renewable_ex_nuclear,221383
2017-04-29,bosnia_herzegovina,fossil,100267
2017-04-29,bosnia_herzegovina,renewable_ex_nuclear,25189
2017-04-29,bulgaria,fossil,350396
2017-04-29,bulgaria,nuclear,146795
2017-04-29,bulgaria,renewable_ex_nuclear,116441
2017-04-29,czech_republic,fossil,633353
2017-04-29,czech_republic,nuclear,493305
2017-04-29,czech_republic,other,16598
2017-04-29,czech_republic,renewable_ex_nuclear,236942
2017-04-29,denmark,fossil,128196
2017-04-29,denmark,renewable_ex_nuclear,410787
2017-04-29,estonia,fossil,173764
2017-04-29,estonia,renewable_ex_nuclear,23119
2017-04-29,finland,fossil,221269
2017-04-29,finland,nuclear,281860
2017-04-29,finland,other,9066
2017-04-29,finland,renewable_ex_nuclear,357921
2017-04-29,france,fossil,617177
2017-04-29,france,nuclear,6117223
2017-04-29,france,renewable_ex_nuclear,1551061
2017-04-29,germany,fossil,3240268.25
2017-04-29,germany,nuclear,1065451
2017-04-29,germany,other,485241.75
2017-04-29,germany,renewable_ex_nuclear,4121746.75
2017-04-29,greece,fossil,422340
2017-04-29,greece,renewable_ex_nuclear,173466
2017-04-29,hungary,fossil,111351
2017-04-29,hungary,nuclear,274940.25
2017-04-29,hungary,other,14004
2017-04-29,hungary,renewable_ex_nuclear,27888
2017-04-29,ireland,fossil,242093.5
2017-04-29,ireland,other,179.5
2017-04-29,ireland,renewable_ex_nuclear,144144
2017-04-29,italy,fossil,1053919
2017-04-29,italy,other,1331568
2017-04-29,italy,renewable_ex_nuclear,1466499
2017-04-29,latvia,fossil,1006
2017-04-29,latvia,other,14915
2017-04-29,latvia,renewable_ex_nuclear,129292
2017-04-29,lithuania,fossil,9558
2017-04-29,lithuania,other,1735
2017-04-29,lithuania,renewable_ex_nuclear,36466
2017-04-29,luxembourg,fossil,5646
2017-04-29,luxembourg,renewable_ex_nuclear,7883.75
2017-04-29,montenegro,renewable_ex_nuclear,5220
2017-04-29,netherlands,fossil,1071628.75
2017-04-29,netherlands,nuclear,277.75
2017-04-29,netherlands,other,514765
2017-04-29,netherlands,renewable_ex_nuclear,43452.75
2017-04-29,north_macedonia,fossil,17773
2017-04-29,north_macedonia,renewable_ex_nuclear,2116
2017-04-29,norway,fossil,34681
2017-04-29,norway,other,245
2017-04-29,norway,renewable_ex_nuclear,1997436
2017-04-29,poland,fossil,1856096
2017-04-29,poland,renewable_ex_nuclear,343768
2017-04-29,portugal,fossil,427286
2017-04-29,portugal,other,4354
2017-04-29,portugal,renewable_ex_nuclear,404687
2017-04-29,romania,fossil,376896
2017-04-29,romania,nuclear,149614
2017-04-29,romania,renewable_ex_nuclear,388383
2017-04-29,serbia,fossil,303557
2017-04-29,serbia,other,1770
2017-04-29,serbia,renewable_ex_nuclear,194873
2017-04-29,slovakia,fossil,39285
2017-04-29,slovakia,nuclear,205894
2017-04-29,slovakia,other,53005
2017-04-29,slovakia,renewable_ex_nuclear,137469
2017-04-29,slovenia,fossil,30738
2017-04-29,slovenia,nuclear,99306
2017-04-29,slovenia,renewable_ex_nuclear,104273
2017-04-29,spain,fossil,1166266
2017-04-29,spain,nuclear,1003411
2017-04-29,spain,other,2045
2017-04-29,spain,renewable_ex_nuclear,1572860
2017-04-29,sweden,nuclear,1183689
2017-04-29,sweden,other,134158
2017-04-29,sweden,renewable_ex_nuclear,980312
2017-04-29,switzerland,nuclear,419685
2017-04-29,switzerland,renewable_ex_nuclear,201493
2017-05-06,austria,fossil,29122
2017-05-06,austria,other,3168
2017-05-06,austria,renewable_ex_nuclear,930467
2017-05-06,belgium,fossil,297916
2017-05-06,belgium,nuclear,535053
2017-05-06,belgium,other,81496
2017-05-06,belgium,renewable_ex_nuclear,241376
2017-05-06,bosnia_herzegovina,fossil,129463
2017-05-06,bosnia_herzegovina,renewable_ex_nuclear,22729
2017-05-06,bulgaria,fossil,359420
2017-05-06,bulgaria,nuclear,146723
2017-05-06,bulgaria,renewable_ex_nuclear,112172
2017-05-06,czech_republic,fossil,685453
2017-05-06,czech_republic,nuclear,495317
2017-05-06,czech_republic,other,17041
2017-05-06,czech_republic,renewable_ex_nuclear,227781
2017-05-06,denmark,fossil,152975
2017-05-06,denmark,renewable_ex_nuclear,249300
2017-05-06,estonia,fossil,178496
2017-05-06,estonia,renewable_ex_nuclear,18319
2017-05-06,finland,fossil,280644
2017-05-06,finland,nuclear,364095
2017-05-06,finland,other,9924
2017-05-06,finland,renewable_ex_nuclear,372249
2017-05-06,france,fossil,569243
2017-05-06,france,nuclear,6029715
2017-05-06,france,renewable_ex_nuclear,1775616
2017-05-06,germany,fossil,3873514.25
2017-05-06,germany,nuclear,1113327
2017-05-06,germany,other,600695.25
2017-05-06,germany,renewable_ex_nuclear,2996181
2017-05-06,greece,fossil,443912
2017-05-06,greece,renewable_ex_nuclear,184909
2017-05-06,hungary,fossil,154590
2017-05-06,hungary,nuclear,275052.75
2017-05-06,hungary,other,12040.75
2017-05-06,hungary,renewable_ex_nuclear,35083
2017-05-06,ireland,fossil,317438.5
2017-05-06,ireland,other,240.5
2017-05-06,ireland,renewable_ex_nuclear,50830
2017-05-06,italy,fossil,1127240
2017-05-06,italy,other,1335091
2017-05-06,italy,renewable_ex_nuclear,1382561
2017-05-06,latvia,fossil,21179
2017-05-06,latvia,other,13291
2017-05-06,latvia,renewable_ex_nuclear,121601
2017-05-06,lithuania,fossil,25130
2017-05-06,lithuania,other,1897
2017-05-06,lithuania,renewable_ex_nuclear,30538
2017-05-06,luxembourg,fossil,5510.25
2017-05-06,luxembourg,renewable_ex_nuclear,7889.75
2017-05-06,montenegro,renewable_ex_nuclear,1765
2017-05-06,netherlands,fossil,994970
2017-05-06,netherlands,other,439739
2017-05-06,netherlands,renewable_ex_nuclear,44454
2017-05-06,north_macedonia,fossil,52318
2017-05-06,north_macedonia,renewable_ex_nuclear,10078
2017-05-06,norway,fossil,45243
2017-05-06,norway,other,662
2017-05-06,norway,renewable_ex_nuclear,2185581
2017-05-06,poland,fossil,2141289
2017-05-06,poland,renewable_ex_nuclear,236036
2017-05-06,portugal,fossil,488501
2017-05-06,portugal,other,3205
2017-05-06,portugal,renewable_ex_nuclear,432597
2017-05-06,romania,fossil,362919
2017-05-06,romania,nuclear,105150
2017-05-06,romania,renewable_ex_nuclear,438857
2017-05-06,serbia,fossil,329108
2017-05-06,serbia,other,1584
2017-05-06,serbia,renewable_ex_nuclear,207696
2017-05-06,slovakia,fossil,43072
2017-05-06,slovakia,nuclear,202818
2017-05-06,slovakia,other,50380
2017-05-06,slovakia,renewable_ex_nuclear,141563
2017-05-06,slovenia,fossil,65560
2017-05-06,slovenia,nuclear,99731
2017-05-06,slovenia,renewable_ex_nuclear,71422
2017-05-06,spain,fossil,1203269
2017-05-06,spain,nuclear,866945
2017-05-06,spain,other,7694
2017-05-06,spain,renewable_ex_nuclear,1565472
2017-05-06,sweden,nuclear,1160081
2017-05-06,sweden,other,126868
2017-05-06,sweden,renewable_ex_nuclear,1064644
2017-05-06,switzerland,nuclear,416907
2017-05-06,switzerland,renewable_ex_nuclear,147347
2017-05-13,austria,fossil,37786.25
2017-05-13,austria,other,3168
2017-05-13,austria,renewable_ex_nuclear,963176.75
2017-05-13,belgium,fossil,348717
2017-05-13,belgium,nuclear,550054
2017-05-13,belgium,other,69297
2017-05-13,belgium,renewable_ex_nuclear,231540
2017-05-13,bosnia_herzegovina,fossil,113174
2017-05-13,bosnia_herzegovina,renewable_ex_nuclear,13490
2017-05-13,bulgaria,fossil,352281
2017-05-13,bulgaria,nuclear,146727
2017-05-13,bulgaria,renewable_ex_nuclear,131577
2017-05-13,czech_republic,fossil,510710
2017-05-13,czech_republic,nuclear,428576
2017-05-13,czech_republic,other,16640
2017-05-13,czech_republic,renewable_ex_nuclear,224429
2017-05-13,denmark,fossil,119278
2017-05-13,denmark,renewable_ex_nuclear,217593
2017-05-13,estonia,fossil,206141
2017-05-13,estonia,renewable_ex_nuclear,14313
2017-05-13,finland,fossil,251250
2017-05-13,finland,nuclear,270676
2017-05-13,finland,other,8384
2017-05-13,finland,renewable_ex_nuclear,362553
2017-05-13,france,fossil,449592
2017-05-13,france,nuclear,6037106
2017-05-13,france,renewable_ex_nuclear,1663287
2017-05-13,germany,fossil,3866114
2017-05-13,germany,nuclear,1045945.25
2017-05-13,germany,other,625019.25
2017-05-13,germany,renewable_ex_nuclear,3073853.75
2017-05-13,greece,fossil,372719
2017-05-13,greece,renewable_ex_nuclear,214234
2017-05-13,hungary,fossil,122013.25
2017-05-13,hungary,nuclear,256745.5
2017-05-13,hungary,other,8686
2017-05-13,hungary,renewable_ex_nuclear,29580
2017-05-13,ireland,fossil,237579.5
2017-05-13,ireland,other,164
2017-05-13,ireland,renewable_ex_nuclear,152642.5
2017-05-13,italy,fossil,1037211
2017-05-13,italy,other,1156182
2017-05-13,italy,renewable_ex_nuclear,1677906
2017-05-13,latvia,fossil,7293
2017-05-13,latvia,other,13058
2017-05-13,latvia,renewable_ex_nuclear,88687
2017-05-13,lithuania,fossil,10882
2017-05-13,lithuania,renewable_ex_nuclear,43312
2017-05-13,luxembourg,fossil,4870.25
2017-05-13,luxembourg,renewable_ex_nuclear,7720.25
2017-05-13,montenegro,renewable_ex_nuclear,2290
2017-05-13,netherlands,fossil,983938.25
2017-05-13,netherlands,other,323884.5
2017-05-13,netherlands,renewable_ex_nuclear,53501.75
2017-05-13,north_macedonia,fossil,49713
2017-05-13,north_macedonia,renewable_ex_nuclear,9402
2017-05-13,norway,fossil,29816
2017-05-13,norway,other,918
2017-05-13,norway,renewable_ex_nuclear,2188400
2017-05-13,poland,fossil,2084821
2017-05-13,poland,renewable_ex_nuclear,174288
2017-05-13,portugal,fossil,530543
2017-05-13,portugal,other,1936
2017-05-13,portugal,renewable_ex_nuclear,380206
2017-05-13,romania,fossil,371929
2017-05-13,romania,nuclear,94828
2017-05-13,romania,renewable_ex_nuclear,453048
2017-05-13,serbia,fossil,250080
2017-05-13,serbia,other,1584
2017-05-13,serbia,renewable_ex_nuclear,162454
2017-05-13,slovakia,fossil,54058
2017-05-13,slovakia,nuclear,203491
2017-05-13,slovakia,other,47773
2017-05-13,slovakia,renewable_ex_nuclear,137557
2017-05-13,slovenia,fossil,70061
2017-05-13,slovenia,nuclear,99468
2017-05-13,slovenia,renewable_ex_nuclear,85738
2017-05-13,spain,fossil,1391996
2017-05-13,spain,nuclear,726593
2017-05-13,spain,other,7561
2017-05-13,spain,renewable_ex_nuclear,1385687
2017-05-13,sweden,nuclear,1147700
2017-05-13,sweden,other,100765
2017-05-13,sweden,renewable_ex_nuclear,1052175
2017-05-13,switzerland,nuclear,414694
2017-05-13,switzerland,renewable_ex_nuclear,203711
2017-05-20,austria,fossil,47500.75
2017-05-20,austria,other,3168
2017-05-20,austria,renewable_ex_nuclear,1017514.75
2017-05-20,belgium,fossil,294457
2017-05-20,belgium,nuclear,580468
2017-05-20,belgium,other,68306
2017-05-20,belgium,renewable_ex_nuclear,225409
2017-05-20,bosnia_herzegovina,fossil,125471
2017-05-20,bosnia_herzegovina,renewable_ex_nuclear,11875
2017-05-20,bulgaria,fossil,371344
2017-05-20,bulgaria,nuclear,146581
2017-05-20,bulgaria,renewable_ex_nuclear,112448
2017-05-20,czech_republic,fossil,523835
2017-05-20,czech_republic,nuclear,284556
2017-05-20,czech_republic,other,16308
2017-05-20,czech_republic,renewable_ex_nuclear,218571
2017-05-20,denmark,fossil,88497
2017-05-20,denmark,renewable_ex_nuclear,227312
2017-05-20,estonia,fossil,153516
2017-05-20,estonia,renewable_ex_nuclear,13508
2017-05-20,finland,fossil,156182
2017-05-20,finland,nuclear,269774
2017-05-20,finland,other,6450
2017-05-20,finland,renewable_ex_nuclear,413614
2017-05-20,france,fossil,312814
2017-05-20,france,nuclear,5569275
2017-05-20,france,renewable_ex_nuclear,1728332
2017-05-20,germany,fossil,3454170.75
2017-05-20,germany,nuclear,1113890.75
2017-05-20,germany,other,525489.25
2017-05-20,germany,renewable_ex_nuclear,3330543.5
2017-05-20,greece,fossil,421233
2017-05-20,greece,renewable_ex_nuclear,149288
2017-05-20,hungary,fossil,118045.75
2017-05-20,hungary,nuclear,271903.75
2017-05-20,hungary,other,10257.75
2017-05-20,hungary,renewable_ex_nuclear,42241
2017-05-20,ireland,fossil,276471
2017-05-20,ireland,other,144
2017-05-20,ireland,renewable_ex_nuclear,110450
2017-05-20,italy,fossil,1047307
2017-05-20,italy,other,1247697
2017-05-20,italy,renewable_ex_nuclear,1760373
2017-05-20,latvia,fossil,5211
2017-05-20,latvia,other,12114
2017-05-20,latvia,renewable_ex_nuclear,64954
2017-05-20,lithuania,fossil,16771
2017-05-20,lithuania,other,1115
2017-05-20,lithuania,renewable_ex_nuclear,46677
2017-05-20,luxembourg,fossil,4815
2017-05-20,luxembourg,renewable_ex_nuclear,7901.5
2017-05-20,montenegro,renewable_ex_nuclear,4039
2017-05-20,netherlands,fossil,900818
2017-05-20,netherlands,other,349102
2017-05-20,netherlands,renewable_ex_nuclear,31642
2017-05-20,north_macedonia,fossil,24893
2017-05-20,north_macedonia,renewable_ex_nuclear,3574
2017-05-20,norway,fossil,26899
2017-05-20,norway,other,1296
2017-05-20,norway,renewable_ex_nuclear,2073100
2017-05-20,poland,fossil,2044124
2017-05-20,poland,renewable_ex_nuclear,224513
2017-05-20,portugal,fossil,519766
2017-05-20,portugal,other,1973
2017-05-20,portugal,renewable_ex_nuclear,355434
2017-05-20,romania,fossil,363212
2017-05-20,romania,nuclear,100305
2017-05-20,romania,renewable_ex_nuclear,420010
2017-05-20,serbia,fossil,324002
2017-05-20,serbia,other,1584
2017-05-20,serbia,renewable_ex_nuclear,176388
2017-05-20,slovakia,fossil,50419
2017-05-20,slovakia,nuclear,201892
2017-05-20,slovakia,other,44764
2017-05-20,slovakia,renewable_ex_nuclear,109132
2017-05-20,slovenia,fossil,75165
2017-05-20,slovenia,nuclear,99053
2017-05-20,slovenia,renewable_ex_nuclear,75420
2017-05-20,spain,fossil,1545098
2017-05-20,spain,nuclear,725854
2017-05-20,spain,other,7593
2017-05-20,spain,renewable_ex_nuclear,1450398
2017-05-20,sweden,nuclear,1099825
2017-05-20,sweden,other,68615
2017-05-20,sweden,renewable_ex_nuclear,1182324
2017-05-20,switzerland,nuclear,413204
2017-05-20,switzerland,renewable_ex_nuclear,239071
2017-05-27,austria,fossil,81046
2017-05-27,austria,other,3168
2017-05-27,austria,renewable_ex_nuclear,895580.25
2017-05-27,belgium,fossil,335622
2017-05-27,belgium,nuclear,512964
2017-05-27,belgium,other,61520
2017-05-27,belgium,renewable_ex_nuclear,233176
2017-05-27,bosnia_herzegovina,fossil,132817
2017-05-27,bosnia_herzegovina,renewable_ex_nuclear,15367
2017-05-27,bulgaria,fossil,367677
2017-05-27,bulgaria,nuclear,145979
2017-05-27,bulgaria,renewable_ex_nuclear,121088
2017-05-27,czech_republic,fossil,632968
2017-05-27,czech_republic,nuclear,345135
2017-05-27,czech_republic,other,16262
2017-05-27,czech_republic,renewable_ex_nuclear,233424
2017-05-27,denmark,fossil,94160
2017-05-27,denmark,renewable_ex_nuclear,291263
2017-05-27,estonia,fossil,151770
2017-05-27,estonia,renewable_ex_nuclear,23593
2017-05-27,finland,fossil,160895
2017-05-27,finland,nuclear,269014
2017-05-27,finland,other,7940
2017-05-27,finland,renewable_ex_nuclear,454896
2017-05-27,france,fossil,437484
2017-05-27,france,nuclear,5182577
2017-05-27,france,renewable_ex_nuclear,1657603
2017-05-27,germany,fossil,3584704
2017-05-27,germany,nuclear,1114767.5
2017-05-27,germany,other,514413
2017-05-27,germany,renewable_ex_nuclear,3585865.75
2017-05-27,greece,fossil,438455
2017-05-27,greece,renewable_ex_nuclear,179883
2017-05-27,hungary,fossil,118198
2017-05-27,hungary,nuclear,270350.75
2017-05-27,hungary,other,12662
2017-05-27,hungary,renewable_ex_nuclear,23876.75
2017-05-27,ireland,fossil,302728
2017-05-27,ireland,other,144
2017-05-27,ireland,renewable_ex_nuclear,85911.5
2017-05-27,italy,fossil,998033
2017-05-27,italy,other,1360728
2017-05-27,italy,renewable_ex_nuclear,1722109
2017-05-27,latvia,fossil,6169
2017-05-27,latvia,other,12043
2017-05-27,latvia,renewable_ex_nuclear,49948
2017-05-27,lithuania,fossil,24784
2017-05-27,lithuania,other,1994
2017-05-27,lithuania,renewable_ex_nuclear,57346
2017-05-27,luxembourg,fossil,3566.5
2017-05-27,luxembourg,renewable_ex_nuclear,7393
2017-05-27,montenegro,renewable_ex_nuclear,8192
2017-05-27,netherlands,fossil,1114066.5
2017-05-27,netherlands,other,392106
2017-05-27,netherlands,renewable_ex_nuclear,42966.25
2017-05-27,north_macedonia,fossil,9332
2017-05-27,north_macedonia,renewable_ex_nuclear,1012
2017-05-27,norway,fossil,26128
2017-05-27,norway,other,2135
2017-05-27,norway,renewable_ex_nuclear,2074369
2017-05-27,poland,fossil,2025992
2017-05-27,poland,renewable_ex_nuclear,284101
2017-05-27,portugal,fossil,528830
2017-05-27,portugal,other,3696
2017-05-27,portugal,renewable_ex_nuclear,284749
2017-05-27,romania,fossil,387885
2017-05-27,romania,nuclear,88324
2017-05-27,romania,renewable_ex_nuclear,402383
2017-05-27,serbia,fossil,421502
2017-05-27,serbia,other,1558
2017-05-27,serbia,renewable_ex_nuclear,154105
2017-05-27,slovakia,fossil,53030
2017-05-27,slovakia,nuclear,200135
2017-05-27,slovakia,other,47864
2017-05-27,slovakia,renewable_ex_nuclear,100589
2017-05-27,slovenia,fossil,75112
2017-05-27,slovenia,nuclear,98299
2017-05-27,slovenia,renewable_ex_nuclear,75474
2017-05-27,spain,fossil,1794761
2017-05-27,spain,nuclear,710738
2017-05-27,spain,other,7964
2017-05-27,spain,renewable_ex_nuclear,1264976
2017-05-27,sweden,nuclear,908391
2017-05-27,sweden,other,64619
2017-05-27,sweden,renewable_ex_nuclear,1241613
2017-05-27,switzerland,nuclear,404980
2017-05-27,switzerland,renewable_ex_nuclear,371073
2017-06-03,austria,fossil,67406.5
2017-06-03,austria,other,3168
2017-06-03,austria,renewable_ex_nuclear,899737.25
2017-06-03,belgium,fossil,256805
2017-06-03,belgium,nuclear,712090
2017-06-03,belgium,other,60354
2017-06-03,belgium,renewable_ex_nuclear,302696
2017-06-03,bosnia_herzegovina,fossil,149645
2017-06-03,bosnia_herzegovina,renewable_ex_nuclear,12952
2017-06-03,bulgaria,fossil,348907
2017-06-03,bulgaria,nuclear,144762
2017-06-03,bulgaria,renewable_ex_nuclear,129599
2017-06-03,czech_republic,fossil,481551
2017-06-03,czech_republic,nuclear,347622
2017-06-03,czech_republic,other,16029
2017-06-03,czech_republic,renewable_ex_nuclear,217241
2017-06-03,denmark,fossil,54520
2017-06-03,denmark,renewable_ex_nuclear,288066
2017-06-03,estonia,fossil,143276
2017-06-03,estonia,renewable_ex_nuclear,15627
2017-06-03,finland,fossil,155419
2017-06-03,finland,nuclear,269320
2017-06-03,finland,other,6532
2017-06-03,finland,renewable_ex_nuclear,436374
2017-06-03,france,fossil,216057
2017-06-03,france,nuclear,5261168
2017-06-03,france,renewable_ex_nuclear,1914717
2017-06-03,germany,fossil,2656548.5
2017-06-03,germany,nuclear,1272112
2017-06-03,germany,other,456477
2017-06-03,germany,renewable_ex_nuclear,4090388.5
2017-06-03,greece,fossil,496150
2017-06-03,greece,renewable_ex_nuclear,153378
2017-06-03,hungary,fossil,121149.75
2017-06-03,hungary,nuclear,267155
2017-06-03,hungary,other,13104
2017-06-03,hungary,renewable_ex_nuclear,30974.25
2017-06-03,ireland,fossil,262162.5
2017-06-03,ireland,other,700.5
2017-06-03,ireland,renewable_ex_nuclear,137022
2017-06-03,italy,fossil,1117846
2017-06-03,italy,other,1317709
2017-06-03,italy,renewable_ex_nuclear,1702137
2017-06-03,latvia,fossil,20604
2017-06-03,latvia,other,11744
2017-06-03,latvia,renewable_ex_nuclear,45059
2017-06-03,lithuania,fossil,19927
2017-06-03,lithuania,other,1993
2017-06-03,lithuania,renewable_ex_nuclear,45026
2017-06-03,luxembourg,fossil,4609.75
2017-06-03,luxembourg,renewable_ex_nuclear,11046.25
2017-06-03,montenegro,renewable_ex_nuclear,2585
2017-06-03,netherlands,fossil,802120.5
2017-06-03,netherlands,nuclear,47.75
2017-06-03,netherlands,other,395785
2017-06-03,netherlands,renewable_ex_nuclear,104558
2017-06-03,north_macedonia,fossil,49906
2017-06-03,north_macedonia,renewable_ex_nuclear,4620
2017-06-03,norway,fossil,30184
2017-06-03,norway,other,1780
2017-06-03,norway,renewable_ex_nuclear,1929479
2017-06-03,poland,fossil,2009811
2017-06-03,poland,renewable_ex_nuclear,270925
2017-06-03,portugal,fossil,542906
2017-06-03,portugal,other,4905
2017-06-03,portugal,renewable_ex_nuclear,387666
2017-06-03,romania,fossil,339570
2017-06-03,romania,nuclear,197611
2017-06-03,romania,renewable_ex_nuclear,366165
2017-06-03,serbia,fossil,344060
2017-06-03,serbia,other,1440
2017-06-03,serbia,renewable_ex_nuclear,140107
2017-06-03,slovakia,fossil,57741
2017-06-03,slovakia,nuclear,208531
2017-06-03,slovakia,other,48835
2017-06-03,slovakia,renewable_ex_nuclear,102445
2017-06-03,slovenia,fossil,76192
2017-06-03,slovenia,nuclear,97746
2017-06-03,slovenia,renewable_ex_nuclear,82262
2017-06-03,spain,fossil,1625142
2017-06-03,spain,nuclear,753104
2017-06-03,spain,other,7851
2017-06-03,spain,renewable_ex_nuclear,1405845
2017-06-03,sweden,nuclear,948783
2017-06-03,sweden,other,72134
2017-06-03,sweden,renewable_ex_nuclear,1055179
2017-06-03,switzerland,nuclear,290287
2017-06-03,switzerland,renewable_ex_nuclear,278868
2017-06-10,austria,fossil,90189
2017-06-10,austria,other,3168
2017-06-10,austria,renewable_ex_nuclear,819659.25
2017-06-10,belgium,fossil,300737
2017-06-10,belgium,nuclear,713768
2017-06-10,belgium,other,66489
2017-06-10,belgium,renewable_ex_nuclear,254921
2017-06-10,bosnia_herzegovina,fossil,192646
2017-06-10,bosnia_herzegovina,renewable_ex_nuclear,11903
2017-06-10,bulgaria,fossil,245784
2017-06-10,bulgaria,nuclear,283639
2017-06-10,bulgaria,renewable_ex_nuclear,141950
2017-06-10,czech_republic,fossil,531684
2017-06-10,czech_republic,nuclear,346894
2017-06-10,czech_republic,other,15706
2017-06-10,czech_republic,renewable_ex_nuclear,219076
2017-06-10,denmark,fossil,60731
2017-06-10,denmark,renewable_ex_nuclear,314793
2017-06-10,estonia,fossil,143612
2017-06-10,estonia,renewable_ex_nuclear,16764
2017-06-10,finland,fossil,130642
2017-06-10,finland,nuclear,267696
2017-06-10,finland,other,5719
2017-06-10,finland,renewable_ex_nuclear,415574
2017-06-10,france,fossil,374214
2017-06-10,france,nuclear,5333902
2017-06-10,france,renewable_ex_nuclear,1642154
2017-06-10,germany,fossil,3148928.25
2017-06-10,germany,nuclear,1282553
2017-06-10,germany,other,496000.25
2017-06-10,germany,renewable_ex_nuclear,3820197.5
2017-06-10,greece,fossil,489352
2017-06-10,greece,renewable_ex_nuclear,169762
2017-06-10,hungary,fossil,154379.5
2017-06-10,hungary,nuclear,267530.75
2017-06-10,hungary,other,11916.5
2017-06-10,hungary,renewable_ex_nuclear,27951.25
2017-06-10,ireland,fossil,212124.5
2017-06-10,ireland,other,223
2017-06-10,ireland,renewable_ex_nuclear,203799.5
2017-06-10,italy,fossil,1341234
2017-06-10,italy,other,1511755
2017-06-10,italy,renewable_ex_nuclear,1681014
2017-06-10,latvia,fossil,27878
2017-06-10,latvia,other,11763
2017-06-10,latvia,renewable_ex_nuclear,41825
2017-06-10,lithuania,fossil,4683
2017-06-10,lithuania,other,1927
2017-06-10,lithuania,renewable_ex_nuclear,59381
2017-06-10,luxembourg,fossil,4663.5
2017-06-10,luxembourg,renewable_ex_nuclear,8410.75
2017-06-10,montenegro,renewable_ex_nuclear,7898
2017-06-10,netherlands,fossil,992317.75
2017-06-10,netherlands,nuclear,170.75
2017-06-10,netherlands,other,414656
2017-06-10,netherlands,renewable_ex_nuclear,74925.25
2017-06-10,north_macedonia,fossil,47419
2017-06-10,north_macedonia,renewable_ex_nuclear,6017
2017-06-10,norway,fossil,39008
2017-06-10,norway,other,1774
2017-06-10,norway,renewable_ex_nuclear,2099357
2017-06-10,poland,fossil,1970564
2017-06-10,poland,renewable_ex_nuclear,295805
2017-06-10,portugal,fossil,606579
2017-06-10,portugal,other,4482
2017-06-10,portugal,renewable_ex_nuclear,279815
2017-06-10,romania,fossil,364540
2017-06-10,romania,nuclear,198831
2017-06-10,romania,renewable_ex_nuclear,388229
2017-06-10,serbia,fossil,338673
2017-06-10,serbia,other,1440
2017-06-10,serbia,renewable_ex_nuclear,134636
2017-06-10,slovakia,fossil,56495
2017-06-10,slovakia,nuclear,222571
2017-06-10,slovakia,other,47428
2017-06-10,slovakia,renewable_ex_nuclear,91375
2017-06-10,slovenia,fossil,16474
2017-06-10,slovenia,nuclear,98400
2017-06-10,slovenia,renewable_ex_nuclear,75021
2017-06-10,spain,fossil,1929129
2017-06-10,spain,nuclear,860520
2017-06-10,spain,other,7499
2017-06-10,spain,renewable_ex_nuclear,1342194
2017-06-10,sweden,nuclear,924496
2017-06-10,sweden,other,60249
2017-06-10,sweden,renewable_ex_nuclear,1023847
2017-06-10,switzerland,nuclear,259298
2017-06-10,switzerland,renewable_ex_nuclear,335271
2017-06-17,austria,fossil,145210.5
2017-06-17,austria,other,3168
2017-06-17,austria,renewable_ex_nuclear,734684.5
2017-06-17,belgium,fossil,325720
2017-06-17,belgium,nuclear,716460
2017-06-17,belgium,other,59067
2017-06-17,belgium,renewable_ex_nuclear,244814
2017-06-17,bosnia_herzegovina,fossil,195274
2017-06-17,bosnia_herzegovina,renewable_ex_nuclear,15184
2017-06-17,bulgaria,fossil,247580
2017-06-17,bulgaria,nuclear,289074
2017-06-17,bulgaria,renewable_ex_nuclear,135197
2017-06-17,czech_republic,fossil,554005
2017-06-17,czech_republic,nuclear,345672
2017-06-17,czech_republic,other,15889
2017-06-17,czech_republic,renewable_ex_nuclear,214174
2017-06-17,denmark,fossil,76592
2017-06-17,denmark,renewable_ex_nuclear,248336
2017-06-17,estonia,fossil,147513
2017-06-17,estonia,renewable_ex_nuclear,24897
2017-06-17,finland,fossil,106012
2017-06-17,finland,nuclear,266688
2017-06-17,finland,other,5899
2017-06-17,finland,renewable_ex_nuclear,400927
2017-06-17,france,fossil,580712
2017-06-17,france,nuclear,5317920
2017-06-17,france,renewable_ex_nuclear,1628252
2017-06-17,germany,fossil,3867284.5
2017-06-17,germany,nuclear,1274342
2017-06-17,germany,other,532599.25
2017-06-17,germany,renewable_ex_nuclear,3263889
2017-06-17,greece,fossil,504657
2017-06-17,greece,renewable_ex_nuclear,170540
2017-06-17,hungary,fossil,160796
2017-06-17,hungary,nuclear,266712
2017-06-17,hungary,other,12362
2017-06-17,hungary,renewable_ex_nuclear,29755
