wk,country,category_group,mwh
2018-07-28,slovenia,fossil,76925
2018-07-28,slovenia,nuclear,86119
2018-07-28,slovenia,renewable_ex_nuclear,57872
2018-07-28,spain,fossil,1735917
2018-07-28,spain,nuclear,927014
2018-07-28,spain,other,7609
2018-07-28,spain,renewable_ex_nuclear,1431351
2018-07-28,sweden,nuclear,969692
2018-07-28,sweden,other,47584
2018-07-28,sweden,renewable_ex_nuclear,724838
2018-07-28,switzerland,nuclear,432249
2018-07-28,switzerland,renewable_ex_nuclear,418699
2018-08-04,austria,fossil,68883.75
2018-08-04,austria,other,3168
2018-08-04,austria,renewable_ex_nuclear,622809.75
2018-08-04,belgium,fossil,400573
2018-08-04,belgium,nuclear,469593
2018-08-04,belgium,other,66436
2018-08-04,belgium,renewable_ex_nuclear,234411
2018-08-04,bosnia_herzegovina,fossil,187157
2018-08-04,bosnia_herzegovina,renewable_ex_nuclear,67562
2018-08-04,bulgaria,fossil,322512
2018-08-04,bulgaria,nuclear,294367
2018-08-04,bulgaria,renewable_ex_nuclear,161577
2018-08-04,czech_republic,fossil,559392
2018-08-04,czech_republic,nuclear,404371
2018-08-04,czech_republic,other,14847
2018-08-04,czech_republic,renewable_ex_nuclear,193828
2018-08-04,denmark,fossil,78575
2018-08-04,denmark,renewable_ex_nuclear,259456
2018-08-04,estonia,fossil,143968
2018-08-04,estonia,renewable_ex_nuclear,18016
2018-08-04,finland,fossil,143984
2018-08-04,finland,nuclear,330556
2018-08-04,finland,other,19094
2018-08-04,finland,renewable_ex_nuclear,279865
2018-08-04,france,fossil,597149
2018-08-04,france,nuclear,5303583
2018-08-04,france,renewable_ex_nuclear,1446412
2018-08-04,germany,fossil,4117869.5
2018-08-04,germany,nuclear,1244627.25
2018-08-04,germany,other,47642.25
2018-08-04,germany,renewable_ex_nuclear,3419886.5
2018-08-04,greece,fossil,547479
2018-08-04,greece,renewable_ex_nuclear,270952
2018-08-04,hungary,fossil,192257.5
2018-08-04,hungary,nuclear,248608.75
2018-08-04,hungary,other,11855
2018-08-04,hungary,renewable_ex_nuclear,17511.75
2018-08-04,ireland,fossil,336758.5
2018-08-04,ireland,other,317
2018-08-04,ireland,renewable_ex_nuclear,69214
2018-08-04,italy,fossil,1972170
2018-08-04,italy,other,1125602
2018-08-04,italy,renewable_ex_nuclear,1499425
2018-08-04,latvia,fossil,31544
2018-08-04,latvia,other,9672
2018-08-04,latvia,renewable_ex_nuclear,21818
2018-08-04,lithuania,fossil,2479
2018-08-04,lithuania,other,3308
2018-08-04,lithuania,renewable_ex_nuclear,53437
2018-08-04,luxembourg,fossil,3469.25
2018-08-04,luxembourg,renewable_ex_nuclear,9008.5
2018-08-04,montenegro,fossil,29595
2018-08-04,montenegro,renewable_ex_nuclear,22396
2018-08-04,netherlands,fossil,1025003
2018-08-04,netherlands,nuclear,6599.5
2018-08-04,netherlands,other,468542.25
2018-08-04,netherlands,renewable_ex_nuclear,42494
2018-08-04,north_macedonia,fossil,53072
2018-08-04,north_macedonia,renewable_ex_nuclear,14481
2018-08-04,norway,fossil,54287
2018-08-04,norway,other,20259
2018-08-04,norway,renewable_ex_nuclear,1795153
2018-08-04,poland,fossil,2185605
2018-08-04,poland,renewable_ex_nuclear,232524
2018-08-04,portugal,fossil,554932
2018-08-04,portugal,other,4502
2018-08-04,portugal,renewable_ex_nuclear,370315
2018-08-04,romania,fossil,378528
2018-08-04,romania,nuclear,194379
2018-08-04,romania,renewable_ex_nuclear,446804
2018-08-04,serbia,fossil,338501
2018-08-04,serbia,other,2160
2018-08-04,serbia,renewable_ex_nuclear,164920
2018-08-04,slovakia,fossil,57775
2018-08-04,slovakia,nuclear,231084
2018-08-04,slovakia,other,41297
2018-08-04,slovakia,renewable_ex_nuclear,62846
2018-08-04,slovenia,fossil,78269
2018-08-04,slovenia,nuclear,95559
2018-08-04,slovenia,renewable_ex_nuclear,54661
2018-08-04,spain,fossil,1873323
2018-08-04,spain,nuclear,968248
2018-08-04,spain,other,8684
2018-08-04,spain,renewable_ex_nuclear,1373994
2018-08-04,sweden,nuclear,1027807
2018-08-04,sweden,other,47562
2018-08-04,sweden,renewable_ex_nuclear,819230
2018-08-04,switzerland,nuclear,415202
2018-08-04,switzerland,renewable_ex_nuclear,439726
2018-08-11,austria,fossil,71324.75
2018-08-11,austria,other,3168
2018-08-11,austria,renewable_ex_nuclear,639095.25
2018-08-11,belgium,fossil,366047
2018-08-11,belgium,nuclear,422029
2018-08-11,belgium,other,74715
2018-08-11,belgium,renewable_ex_nuclear,210972
2018-08-11,bosnia_herzegovina,fossil,185993
2018-08-11,bosnia_herzegovina,renewable_ex_nuclear,59143
2018-08-11,bulgaria,fossil,355236
2018-08-11,bulgaria,nuclear,294526
2018-08-11,bulgaria,renewable_ex_nuclear,127441
2018-08-11,czech_republic,fossil,549342
2018-08-11,czech_republic,nuclear,409336
2018-08-11,czech_republic,other,15071
2018-08-11,czech_republic,renewable_ex_nuclear,181747
2018-08-11,denmark,fossil,78525
2018-08-11,denmark,renewable_ex_nuclear,233847
2018-08-11,estonia,fossil,135066
2018-08-11,estonia,renewable_ex_nuclear,16278
2018-08-11,finland,fossil,140399
2018-08-11,finland,nuclear,321729
2018-08-11,finland,other,5231
2018-08-11,finland,renewable_ex_nuclear,301129
2018-08-11,france,fossil,355117
2018-08-11,france,nuclear,5398484
2018-08-11,france,renewable_ex_nuclear,1395835
2018-08-11,germany,fossil,3706810
2018-08-11,germany,nuclear,1267913.25
2018-08-11,germany,other,40018.25
2018-08-11,germany,renewable_ex_nuclear,3443184.5
2018-08-11,greece,fossil,503208
2018-08-11,greece,renewable_ex_nuclear,248104
2018-08-11,hungary,fossil,167711.75
2018-08-11,hungary,nuclear,223852.5
2018-08-11,hungary,other,12567
2018-08-11,hungary,renewable_ex_nuclear,22199.5
2018-08-11,ireland,fossil,249344.5
2018-08-11,ireland,other,508
2018-08-11,ireland,renewable_ex_nuclear,142764.5
2018-08-11,italy,fossil,1372136
2018-08-11,italy,other,736060
2018-08-11,italy,renewable_ex_nuclear,1415218
2018-08-11,latvia,fossil,30459
2018-08-11,latvia,other,9463
2018-08-11,latvia,renewable_ex_nuclear,20713
2018-08-11,lithuania,fossil,10813
2018-08-11,lithuania,other,3271
2018-08-11,lithuania,renewable_ex_nuclear,40254
2018-08-11,luxembourg,fossil,3889.25
2018-08-11,luxembourg,renewable_ex_nuclear,7335.25
2018-08-11,montenegro,fossil,28771
2018-08-11,montenegro,renewable_ex_nuclear,16552
2018-08-11,netherlands,fossil,938890.75
2018-08-11,netherlands,nuclear,720.75
2018-08-11,netherlands,other,460313.25
2018-08-11,netherlands,renewable_ex_nuclear,77714
2018-08-11,north_macedonia,fossil,67795
2018-08-11,north_macedonia,renewable_ex_nuclear,15192
2018-08-11,norway,fossil,52284
2018-08-11,norway,other,790
2018-08-11,norway,renewable_ex_nuclear,1887916
2018-08-11,poland,fossil,2098799
2018-08-11,poland,renewable_ex_nuclear,199543
2018-08-11,portugal,fossil,494679
2018-08-11,portugal,other,4720
2018-08-11,portugal,renewable_ex_nuclear,301643
2018-08-11,romania,fossil,421891
2018-08-11,romania,nuclear,190559
2018-08-11,romania,renewable_ex_nuclear,378748
2018-08-11,serbia,fossil,315729
2018-08-11,serbia,other,2160
2018-08-11,serbia,renewable_ex_nuclear,157894
2018-08-11,slovakia,fossil,53100
2018-08-11,slovakia,nuclear,263991
2018-08-11,slovakia,other,48524
2018-08-11,slovakia,renewable_ex_nuclear,67819
2018-08-11,slovenia,fossil,75747
2018-08-11,slovenia,nuclear,95756
2018-08-11,slovenia,renewable_ex_nuclear,52392
2018-08-11,spain,fossil,1420778
2018-08-11,spain,nuclear,1001873
2018-08-11,spain,other,8579
2018-08-11,spain,renewable_ex_nuclear,1306332
2018-08-11,sweden,nuclear,1025860
2018-08-11,sweden,other,43295
2018-08-11,sweden,renewable_ex_nuclear,877918
2018-08-11,switzerland,nuclear,443096
2018-08-11,switzerland,renewable_ex_nuclear,331792
2018-08-18,austria,fossil,113106.25
2018-08-18,austria,other,3168
2018-08-18,austria,renewable_ex_nuclear,603203.75
2018-08-18,belgium,fossil,419777
2018-08-18,belgium,nuclear,286994
2018-08-18,belgium,other,78042
2018-08-18,belgium,renewable_ex_nuclear,195357
2018-08-18,bosnia_herzegovina,fossil,189506
2018-08-18,bosnia_herzegovina,renewable_ex_nuclear,63608
2018-08-18,bulgaria,fossil,329503
2018-08-18,bulgaria,nuclear,293945
2018-08-18,bulgaria,renewable_ex_nuclear,146286
2018-08-18,czech_republic,fossil,708706
2018-08-18,czech_republic,nuclear,406660
2018-08-18,czech_republic,other,15225
2018-08-18,czech_republic,renewable_ex_nuclear,183613
2018-08-18,denmark,fossil,83472
2018-08-18,denmark,renewable_ex_nuclear,286576
2018-08-18,estonia,fossil,165149
2018-08-18,estonia,renewable_ex_nuclear,23866
2018-08-18,finland,fossil,150510
2018-08-18,finland,nuclear,321161
2018-08-18,finland,other,9819
2018-08-18,finland,renewable_ex_nuclear,343091
2018-08-18,france,fossil,427497
2018-08-18,france,nuclear,5164251
2018-08-18,france,renewable_ex_nuclear,1304649
2018-08-18,germany,fossil,3971599.5
2018-08-18,germany,nuclear,1267984
2018-08-18,germany,other,299055
2018-08-18,germany,renewable_ex_nuclear,3044658.5
2018-08-18,greece,fossil,535133
2018-08-18,greece,renewable_ex_nuclear,315187
2018-08-18,hungary,fossil,191196.5
2018-08-18,hungary,nuclear,191909.5
2018-08-18,hungary,other,10842
2018-08-18,hungary,renewable_ex_nuclear,23196.75
2018-08-18,ireland,fossil,282062.5
2018-08-18,ireland,other,614
2018-08-18,ireland,renewable_ex_nuclear,131042
2018-08-18,italy,fossil,1718509
2018-08-18,italy,other,947930
2018-08-18,italy,renewable_ex_nuclear,1424075
2018-08-18,latvia,fossil,67994
2018-08-18,latvia,other,9724
2018-08-18,latvia,renewable_ex_nuclear,20721
2018-08-18,lithuania,fossil,17583
2018-08-18,lithuania,other,3270
2018-08-18,lithuania,renewable_ex_nuclear,47585
2018-08-18,luxembourg,fossil,4123.5
2018-08-18,luxembourg,renewable_ex_nuclear,6237.5
2018-08-18,montenegro,fossil,29612
2018-08-18,montenegro,renewable_ex_nuclear,22458
2018-08-18,netherlands,fossil,1130424.75
2018-08-18,netherlands,nuclear,571.5
2018-08-18,netherlands,other,454456
2018-08-18,netherlands,renewable_ex_nuclear,64690.5
2018-08-18,north_macedonia,fossil,54412
2018-08-18,north_macedonia,renewable_ex_nuclear,16810
2018-08-18,norway,fossil,51993
2018-08-18,norway,other,2606
2018-08-18,norway,renewable_ex_nuclear,2031771
2018-08-18,poland,fossil,2240101
2018-08-18,poland,renewable_ex_nuclear,175331
2018-08-18,portugal,fossil,457388
2018-08-18,portugal,other,4546
2018-08-18,portugal,renewable_ex_nuclear,371273
2018-08-18,romania,fossil,409096
2018-08-18,romania,nuclear,193680
2018-08-18,romania,renewable_ex_nuclear,395116
2018-08-18,serbia,fossil,326624
2018-08-18,serbia,other,2160
2018-08-18,serbia,renewable_ex_nuclear,158400
2018-08-18,slovakia,fossil,57232
2018-08-18,slovakia,nuclear,262644
2018-08-18,slovakia,other,48705
2018-08-18,slovakia,renewable_ex_nuclear,63063
2018-08-18,slovenia,fossil,82647
2018-08-18,slovenia,nuclear,95777
2018-08-18,slovenia,renewable_ex_nuclear,50542
2018-08-18,spain,fossil,1588587
2018-08-18,spain,nuclear,1003845
2018-08-18,spain,other,8243
2018-08-18,spain,renewable_ex_nuclear,1453050
2018-08-18,sweden,nuclear,902712
2018-08-18,sweden,other,48524
2018-08-18,sweden,renewable_ex_nuclear,1031034
2018-08-18,switzerland,nuclear,385371
2018-08-18,switzerland,renewable_ex_nuclear,414548
2018-08-25,austria,fossil,31531.5
2018-08-25,austria,other,3168
2018-08-25,austria,renewable_ex_nuclear,785625.5
2018-08-25,belgium,fossil,407958
2018-08-25,belgium,nuclear,281973
2018-08-25,belgium,other,84001
2018-08-25,belgium,renewable_ex_nuclear,218823
2018-08-25,bosnia_herzegovina,fossil,183417
2018-08-25,bosnia_herzegovina,renewable_ex_nuclear,61181
2018-08-25,bulgaria,fossil,343307
2018-08-25,bulgaria,nuclear,293202
2018-08-25,bulgaria,renewable_ex_nuclear,122571
2018-08-25,czech_republic,fossil,646298
2018-08-25,czech_republic,nuclear,428930
2018-08-25,czech_republic,other,15781
2018-08-25,czech_republic,renewable_ex_nuclear,175035
2018-08-25,denmark,fossil,82715
2018-08-25,denmark,renewable_ex_nuclear,243897
2018-08-25,estonia,fossil,162859
2018-08-25,estonia,renewable_ex_nuclear,13788
2018-08-25,finland,fossil,195119
2018-08-25,finland,nuclear,322432
2018-08-25,finland,other,24155
2018-08-25,finland,renewable_ex_nuclear,290554
2018-08-25,france,fossil,588543
2018-08-25,france,nuclear,4870595
2018-08-25,france,renewable_ex_nuclear,1324585
2018-08-25,germany,fossil,4012228
2018-08-25,germany,nuclear,1298450.5
2018-08-25,germany,other,156742.25
2018-08-25,germany,renewable_ex_nuclear,3675033.25
2018-08-25,greece,fossil,548150
2018-08-25,greece,renewable_ex_nuclear,224928
2018-08-25,hungary,fossil,135291.5
2018-08-25,hungary,nuclear,258951.75
2018-08-25,hungary,other,10808
2018-08-25,hungary,renewable_ex_nuclear,31436.25
2018-08-25,ireland,fossil,286175.5
2018-08-25,ireland,other,1005
2018-08-25,ireland,renewable_ex_nuclear,128348
2018-08-25,italy,fossil,1562070
2018-08-25,italy,other,1020193
2018-08-25,italy,renewable_ex_nuclear,1690839
2018-08-25,latvia,fossil,60972
2018-08-25,latvia,other,9973
2018-08-25,latvia,renewable_ex_nuclear,24899
2018-08-25,lithuania,fossil,16014
2018-08-25,lithuania,other,3293
2018-08-25,lithuania,renewable_ex_nuclear,47398
2018-08-25,luxembourg,fossil,4066
2018-08-25,luxembourg,renewable_ex_nuclear,7895.25
2018-08-25,montenegro,fossil,21155
2018-08-25,montenegro,renewable_ex_nuclear,21608
2018-08-25,netherlands,fossil,1131104
2018-08-25,netherlands,nuclear,734.5
2018-08-25,netherlands,other,487997.5
2018-08-25,netherlands,renewable_ex_nuclear,85330
2018-08-25,north_macedonia,fossil,62739
2018-08-25,north_macedonia,renewable_ex_nuclear,15888
2018-08-25,norway,fossil,51969
2018-08-25,norway,other,1145
2018-08-25,norway,renewable_ex_nuclear,2087525
2018-08-25,poland,fossil,2218067
2018-08-25,poland,renewable_ex_nuclear,172242
2018-08-25,portugal,fossil,582729
2018-08-25,portugal,other,4695
2018-08-25,portugal,renewable_ex_nuclear,356000
2018-08-25,romania,fossil,405148
2018-08-25,romania,nuclear,186415
2018-08-25,romania,renewable_ex_nuclear,384140
2018-08-25,serbia,fossil,303567
2018-08-25,serbia,other,2160
2018-08-25,serbia,renewable_ex_nuclear,118340
2018-08-25,slovakia,fossil,47623
2018-08-25,slovakia,nuclear,267723
2018-08-25,slovakia,other,48896
2018-08-25,slovakia,renewable_ex_nuclear,73192
2018-08-25,slovenia,fossil,90046
2018-08-25,slovenia,nuclear,98556
2018-08-25,slovenia,renewable_ex_nuclear,83116
2018-08-25,spain,fossil,1733977
2018-08-25,spain,nuclear,1003748
2018-08-25,spain,other,6869
2018-08-25,spain,renewable_ex_nuclear,1306027
2018-08-25,sweden,nuclear,646638
2018-08-25,sweden,other,55680
2018-08-25,sweden,renewable_ex_nuclear,1070061
2018-08-25,switzerland,nuclear,397288
2018-08-25,switzerland,renewable_ex_nuclear,332776
2018-09-01,austria,fossil,52463.5
2018-09-01,austria,other,3168
2018-09-01,austria,renewable_ex_nuclear,872272.75
2018-09-01,belgium,fossil,412705
2018-09-01,belgium,nuclear,281039
2018-09-01,belgium,other,83609
2018-09-01,belgium,renewable_ex_nuclear,170883
2018-09-01,bosnia_herzegovina,fossil,179154
2018-09-01,bosnia_herzegovina,renewable_ex_nuclear,63049
2018-09-01,bulgaria,fossil,348018
2018-09-01,bulgaria,nuclear,288780
2018-09-01,bulgaria,renewable_ex_nuclear,128838
2018-09-01,czech_republic,fossil,691239
2018-09-01,czech_republic,nuclear,490538
2018-09-01,czech_republic,other,15810
2018-09-01,czech_republic,renewable_ex_nuclear,154984
2018-09-01,denmark,fossil,80090
2018-09-01,denmark,renewable_ex_nuclear,140488
2018-09-01,estonia,fossil,163109
2018-09-01,estonia,renewable_ex_nuclear,13938
2018-09-01,finland,fossil,238632
2018-09-01,finland,nuclear,321126
2018-09-01,finland,other,41917
2018-09-01,finland,renewable_ex_nuclear,282715
2018-09-01,france,fossil,588907
2018-09-01,france,nuclear,5686723
2018-09-01,france,renewable_ex_nuclear,1114101
2018-09-01,germany,fossil,4716627.75
2018-09-01,germany,nuclear,1123865.25
2018-09-01,germany,other,52720.5
2018-09-01,germany,renewable_ex_nuclear,2703570.25
2018-09-01,greece,fossil,598887
2018-09-01,greece,renewable_ex_nuclear,224817
2018-09-01,hungary,fossil,167189
2018-09-01,hungary,nuclear,267036.25
2018-09-01,hungary,other,10008
2018-09-01,hungary,renewable_ex_nuclear,25868.25
2018-09-01,ireland,fossil,301119.5
2018-09-01,ireland,other,169
2018-09-01,ireland,renewable_ex_nuclear,89022
2018-09-01,italy,fossil,1863274
2018-09-01,italy,other,1003316
2018-09-01,italy,renewable_ex_nuclear,1524371
2018-09-01,latvia,fossil,73235
2018-09-01,latvia,other,9896
2018-09-01,latvia,renewable_ex_nuclear,22483
2018-09-01,lithuania,fossil,2530
2018-09-01,lithuania,other,3229
2018-09-01,lithuania,renewable_ex_nuclear,47614
2018-09-01,luxembourg,fossil,4018
2018-09-01,luxembourg,renewable_ex_nuclear,6215.25
2018-09-01,montenegro,fossil,29215
2018-09-01,montenegro,renewable_ex_nuclear,18927
2018-09-01,netherlands,fossil,1132164.5
2018-09-01,netherlands,nuclear,734
2018-09-01,netherlands,other,469673
2018-09-01,netherlands,renewable_ex_nuclear,24052.25
2018-09-01,north_macedonia,fossil,70258
2018-09-01,north_macedonia,renewable_ex_nuclear,15350
2018-09-01,norway,fossil,49915
2018-09-01,norway,other,1159
2018-09-01,norway,renewable_ex_nuclear,2212659
2018-09-01,poland,fossil,2297075
2018-09-01,poland,renewable_ex_nuclear,163630
2018-09-01,portugal,fossil,535210
2018-09-01,portugal,other,4251
2018-09-01,portugal,renewable_ex_nuclear,297073
2018-09-01,romania,fossil,400703
2018-09-01,romania,nuclear,168048
2018-09-01,romania,renewable_ex_nuclear,391199
2018-09-01,serbia,fossil,305006
2018-09-01,serbia,other,2160
2018-09-01,serbia,renewable_ex_nuclear,142302
2018-09-01,slovakia,fossil,63359
2018-09-01,slovakia,nuclear,265270
2018-09-01,slovakia,other,39824
2018-09-01,slovakia,renewable_ex_nuclear,69603
2018-09-01,slovenia,fossil,100051
2018-09-01,slovenia,nuclear,99332
2018-09-01,slovenia,renewable_ex_nuclear,111586
2018-09-01,spain,fossil,1797347
2018-09-01,spain,nuclear,1002083
2018-09-01,spain,other,2124
2018-09-01,spain,renewable_ex_nuclear,1300427
2018-09-01,sweden,nuclear,655506
2018-09-01,sweden,other,64792
2018-09-01,sweden,renewable_ex_nuclear,1064872
2018-09-01,switzerland,nuclear,397867
2018-09-01,switzerland,renewable_ex_nuclear,298834
2018-09-08,austria,fossil,156248.75
2018-09-08,austria,other,3168
2018-09-08,austria,renewable_ex_nuclear,665523
2018-09-08,belgium,fossil,341294
2018-09-08,belgium,nuclear,281155
2018-09-08,belgium,other,81454
2018-09-08,belgium,renewable_ex_nuclear,238367
2018-09-08,bosnia_herzegovina,fossil,189070
2018-09-08,bosnia_herzegovina,renewable_ex_nuclear,47446
2018-09-08,bulgaria,fossil,380735
2018-09-08,bulgaria,nuclear,281126
2018-09-08,bulgaria,renewable_ex_nuclear,107658
2018-09-08,czech_republic,fossil,582377
2018-09-08,czech_republic,nuclear,490866
2018-09-08,czech_republic,other,15596
2018-09-08,czech_republic,renewable_ex_nuclear,184752
2018-09-08,denmark,fossil,97056
2018-09-08,denmark,renewable_ex_nuclear,362196
2018-09-08,estonia,fossil,158828
2018-09-08,estonia,renewable_ex_nuclear,23804
2018-09-08,finland,fossil,170017
2018-09-08,finland,nuclear,318505
2018-09-08,finland,other,5933
2018-09-08,finland,renewable_ex_nuclear,313578
2018-09-08,france,fossil,404996
2018-09-08,france,nuclear,6314586
2018-09-08,france,renewable_ex_nuclear,1176072
2018-09-08,germany,fossil,4189982.75
2018-09-08,germany,nuclear,1117241.75
2018-09-08,germany,other,47189
2018-09-08,germany,renewable_ex_nuclear,3393968.75
2018-09-08,greece,fossil,546547
2018-09-08,greece,renewable_ex_nuclear,212388
2018-09-08,hungary,fossil,183292.25
2018-09-08,hungary,nuclear,268951
2018-09-08,hungary,other,9300
2018-09-08,hungary,renewable_ex_nuclear,22733.25
2018-09-08,ireland,fossil,247668
2018-09-08,ireland,other,164
2018-09-08,ireland,renewable_ex_nuclear,176448
2018-09-08,italy,fossil,1944541
2018-09-08,italy,other,1102023
2018-09-08,italy,renewable_ex_nuclear,1370917
2018-09-08,latvia,fossil,43466
2018-09-08,latvia,other,9710
2018-09-08,latvia,renewable_ex_nuclear,20201
2018-09-08,lithuania,fossil,5243
2018-09-08,lithuania,other,3287
2018-09-08,lithuania,renewable_ex_nuclear,59033
2018-09-08,luxembourg,fossil,4257
2018-09-08,luxembourg,renewable_ex_nuclear,7138.25
2018-09-08,montenegro,fossil,29649
2018-09-08,montenegro,renewable_ex_nuclear,12523
2018-09-08,netherlands,fossil,1069637.5
2018-09-08,netherlands,nuclear,1248.75
2018-09-08,netherlands,other,445670.25
2018-09-08,netherlands,renewable_ex_nuclear,96459.25
2018-09-08,north_macedonia,fossil,56842
2018-09-08,north_macedonia,renewable_ex_nuclear,21090
2018-09-08,norway,fossil,52924
2018-09-08,norway,other,5452
2018-09-08,norway,renewable_ex_nuclear,2112980
2018-09-08,poland,fossil,2230528
2018-09-08,poland,renewable_ex_nuclear,151975
2018-09-08,portugal,fossil,586017
2018-09-08,portugal,other,4213
2018-09-08,portugal,renewable_ex_nuclear,298465
2018-09-08,romania,fossil,383891
2018-09-08,romania,nuclear,174931
2018-09-08,romania,renewable_ex_nuclear,400110
2018-09-08,serbia,fossil,333191
2018-09-08,serbia,other,2160
2018-09-08,serbia,renewable_ex_nuclear,140593
2018-09-08,slovakia,fossil,64133
2018-09-08,slovakia,nuclear,196939
2018-09-08,slovakia,other,44566
2018-09-08,slovakia,renewable_ex_nuclear,64644
2018-09-08,slovenia,fossil,85768
2018-09-08,slovenia,nuclear,99062
2018-09-08,slovenia,renewable_ex_nuclear,71835
2018-09-08,spain,fossil,1720554
2018-09-08,spain,nuclear,1003232
2018-09-08,spain,other,8018
2018-09-08,spain,renewable_ex_nuclear,1109457
2018-09-08,sweden,nuclear,696536
2018-09-08,sweden,other,70817
2018-09-08,sweden,renewable_ex_nuclear,1179237
2018-09-08,switzerland,nuclear,398658
2018-09-08,switzerland,renewable_ex_nuclear,283774
2018-09-15,austria,fossil,156635.75
2018-09-15,austria,other,3168
2018-09-15,austria,renewable_ex_nuclear,629956.25
2018-09-15,belgium,fossil,322335
2018-09-15,belgium,nuclear,278556
2018-09-15,belgium,other,83144
2018-09-15,belgium,renewable_ex_nuclear,281234
2018-09-15,bosnia_herzegovina,fossil,181291
2018-09-15,bosnia_herzegovina,renewable_ex_nuclear,44027
2018-09-15,bulgaria,fossil,408027
2018-09-15,bulgaria,nuclear,145964
2018-09-15,bulgaria,renewable_ex_nuclear,120459
2018-09-15,czech_republic,fossil,692907
2018-09-15,czech_republic,nuclear,485648
2018-09-15,czech_republic,other,15919
2018-09-15,czech_republic,renewable_ex_nuclear,171432
2018-09-15,denmark,fossil,102669
2018-09-15,denmark,renewable_ex_nuclear,326134
2018-09-15,estonia,fossil,120127
2018-09-15,estonia,renewable_ex_nuclear,27797
2018-09-15,finland,fossil,192423
2018-09-15,finland,nuclear,319084
2018-09-15,finland,other,6648
2018-09-15,finland,renewable_ex_nuclear,374078
2018-09-15,france,fossil,442717
2018-09-15,france,nuclear,6158021
2018-09-15,france,renewable_ex_nuclear,1328191
2018-09-15,germany,fossil,4094082.75
2018-09-15,germany,nuclear,1113849.5
2018-09-15,germany,other,40594.5
2018-09-15,germany,renewable_ex_nuclear,3755302.75
2018-09-15,greece,fossil,498308
2018-09-15,greece,renewable_ex_nuclear,244256
2018-09-15,hungary,fossil,208977.75
2018-09-15,hungary,nuclear,268901.5
2018-09-15,hungary,other,11408
2018-09-15,hungary,renewable_ex_nuclear,23409.5
2018-09-15,ireland,fossil,236196.5
2018-09-15,ireland,other,904
2018-09-15,ireland,renewable_ex_nuclear,205345.5
2018-09-15,italy,fossil,2293475
2018-09-15,italy,other,1128776
2018-09-15,italy,renewable_ex_nuclear,1126211
2018-09-15,latvia,fossil,27545
2018-09-15,latvia,other,9693
2018-09-15,latvia,renewable_ex_nuclear,22648
2018-09-15,lithuania,fossil,12355
2018-09-15,lithuania,other,3294
2018-09-15,lithuania,renewable_ex_nuclear,71565
2018-09-15,luxembourg,fossil,2493.5
2018-09-15,luxembourg,renewable_ex_nuclear,8205.75
2018-09-15,montenegro,fossil,29721
2018-09-15,montenegro,renewable_ex_nuclear,14857
2018-09-15,netherlands,fossil,939230
2018-09-15,netherlands,nuclear,57145.25
2018-09-15,netherlands,other,451688.5
2018-09-15,netherlands,renewable_ex_nuclear,133089.25
2018-09-15,north_macedonia,fossil,45593
2018-09-15,north_macedonia,renewable_ex_nuclear,367834
2018-09-15,norway,fossil,54309
2018-09-15,norway,other,7959
2018-09-15,norway,renewable_ex_nuclear,2136642
2018-09-15,poland,fossil,2181821
2018-09-15,poland,renewable_ex_nuclear,190320
2018-09-15,portugal,fossil,613227
2018-09-15,portugal,other,4322
2018-09-15,portugal,renewable_ex_nuclear,289422
2018-09-15,romania,fossil,419345
2018-09-15,romania,nuclear,195594
2018-09-15,romania,renewable_ex_nuclear,331302
2018-09-15,serbia,fossil,372203
2018-09-15,serbia,other,7820
2018-09-15,serbia,renewable_ex_nuclear,105136
2018-09-15,slovakia,fossil,71696
2018-09-15,slovakia,nuclear,162216
2018-09-15,slovakia,other,49213
2018-09-15,slovakia,renewable_ex_nuclear,73312
2018-09-15,slovenia,fossil,38049
2018-09-15,slovenia,nuclear,98218
2018-09-15,slovenia,renewable_ex_nuclear,60593
2018-09-15,spain,fossil,1908013
2018-09-15,spain,nuclear,1003998
2018-09-15,spain,other,8865
2018-09-15,spain,renewable_ex_nuclear,1015878
2018-09-15,sweden,nuclear,786341
2018-09-15,sweden,other,84222
2018-09-15,sweden,renewable_ex_nuclear,1202110
2018-09-15,switzerland,nuclear,330643
2018-09-15,switzerland,renewable_ex_nuclear,306260
2018-09-22,austria,fossil,129323.5
2018-09-22,austria,other,3168
2018-09-22,austria,renewable_ex_nuclear,713844
2018-09-22,belgium,fossil,419081
2018-09-22,belgium,nuclear,278776
2018-09-22,belgium,other,98573
2018-09-22,belgium,renewable_ex_nuclear,204783
2018-09-22,bosnia_herzegovina,fossil,189068
2018-09-22,bosnia_herzegovina,renewable_ex_nuclear,37800
2018-09-22,bulgaria,fossil,418041
2018-09-22,bulgaria,nuclear,146729
2018-09-22,bulgaria,renewable_ex_nuclear,121990
2018-09-22,czech_republic,fossil,666636
2018-09-22,czech_republic,nuclear,471411
2018-09-22,czech_republic,other,15162
2018-09-22,czech_republic,renewable_ex_nuclear,189284
2018-09-22,denmark,fossil,104430
2018-09-22,denmark,renewable_ex_nuclear,497963
2018-09-22,estonia,fossil,79433
2018-09-22,estonia,renewable_ex_nuclear,32002
2018-09-22,finland,fossil,173577
2018-09-22,finland,nuclear,309834
2018-09-22,finland,other,7846
2018-09-22,finland,renewable_ex_nuclear,438386
2018-09-22,france,fossil,410929
2018-09-22,france,nuclear,5891873
